product_id,branch_id,category,subcategory,product_name,brand,unit,price,provider_id,provider_name
P-023148,BR-00207,Productos de Limpieza,Limpiadores multiusos,Measure Limpiadores multiusos,"Gill, Allen and Hill",caja,73.89,PR-01242,清水建設有限会社
P-023149,BR-00207,Productos de Limpieza,Limpiadores multiusos,Ever Limpiadores multiusos,Williams-Sandoval,unidad,103.4,PR-01242,清水建設有限会社
P-023150,BR-00207,Productos de Limpieza,Escobas y utensilios,Lot Escobas y utensilios,Pope-Colon,kg,57.48,PR-00282,鈴木銀行株式会社
P-023151,BR-00207,Productos de Limpieza,Escobas y utensilios,Leader Escobas y utensilios,"Martinez, Garcia and Armstrong",unidad,38.11,PR-01446,加藤保険有限会社
P-023152,BR-00207,Productos de Limpieza,Escobas y utensilios,Dog Escobas y utensilios,"Stanley, Morrow and Martin",unidad,62.55,PR-01446,加藤保険有限会社
P-023153,BR-00207,Productos de Limpieza,Escobas y utensilios,National Escobas y utensilios,Davis-Kelley,unidad,119.27,PR-00282,鈴木銀行株式会社
P-023154,BR-00207,Productos de Limpieza,Escobas y utensilios,Relationship Escobas y utensilios,Mitchell PLC,unidad,61.81,PR-00282,鈴木銀行株式会社
P-023155,BR-00207,Productos de Limpieza,Escobas y utensilios,Doctor Escobas y utensilios,"Thompson, Wallace and Elliott",kg,66.12,PR-00282,鈴木銀行株式会社
P-023156,BR-00207,Cuidado Personal,Cosméticos,Father Cosméticos,"Sanders, Johnson and Tyler",kg,37.71,PR-01036,合同会社村上ガス
P-023157,BR-00207,Cuidado Personal,Cosméticos,Just Cosméticos,Smith-Robinson,unidad,48.3,PR-01036,合同会社村上ガス
P-023158,BR-00207,Cuidado Personal,Cosméticos,Analysis Cosméticos,Thomas-Williams,paquete,141.45,PR-00268,株式会社渡辺ガス
P-023159,BR-00207,Cuidado Personal,Cosméticos,Student Cosméticos,Rowland Inc,caja,13.84,PR-00268,株式会社渡辺ガス
P-023160,BR-00207,Cuidado Personal,Cosméticos,None Cosméticos,Newman-Estrada,unidad,108.63,PR-01036,合同会社村上ガス
P-023161,BR-00207,Cuidado Personal,Farmacéuticos,Follow Farmacéuticos,"Jones, Hardy and Simpson",paquete,90.7,PR-00269,合同会社林電気
P-023162,BR-00207,Cuidado Personal,Farmacéuticos,Administration Farmacéuticos,Hoffman and Sons,unidad,147.78,PR-00269,合同会社林電気
P-023163,BR-00207,Cuidado Personal,Farmacéuticos,Avoid Farmacéuticos,"Lopez, Shelton and Burgess",caja,8.76,PR-00269,合同会社林電気
P-023164,BR-00207,Cuidado Personal,Farmacéuticos,Note Farmacéuticos,Lewis-Stone,kg,130.14,PR-00269,合同会社林電気
P-023165,BR-00207,Cuidado Personal,Higiene,Color Higiene,Lee PLC,litro,44.54,PR-00270,中村食品株式会社
P-023166,BR-00207,Cuidado Personal,Higiene,Fact Higiene,Landry-Scott,litro,19.43,PR-00270,中村食品株式会社
P-023167,BR-00207,Cuidado Personal,Higiene,Participant Higiene,"Tyler, Chang and Williams",litro,58.72,PR-00270,中村食品株式会社
P-023168,BR-00207,Cuidado Personal,Spa,Answer Spa,"Jones, Smith and Martin",unidad,54.46,PR-00271,伊藤食品株式会社
P-023169,BR-00207,Cuidado Personal,Spa,Support Spa,"Lopez, Murray and Johnson",litro,82.3,PR-00271,伊藤食品株式会社
P-023170,BR-00207,Cuidado Personal,Spa,Government Spa,Navarro-Clark,paquete,87.38,PR-00271,伊藤食品株式会社
P-023171,BR-00207,Cuidado Personal,Spa,Experience Spa,Palmer-Hill,paquete,84.64,PR-00271,伊藤食品株式会社
P-023172,BR-00207,Cuidado Personal,Spa,Happy Spa,"Mckee, Smith and Smith",paquete,86.86,PR-00271,伊藤食品株式会社
P-023173,BR-00207,Cuidado Personal,Spa,Church Spa,Barnes Inc,litro,24.74,PR-00271,伊藤食品株式会社
P-023174,BR-00207,Cuidado Personal,Spa,Itself Spa,Williamson LLC,kg,43.47,PR-00271,伊藤食品株式会社
P-023175,BR-00207,Cuidado Personal,Nutrición,Easy Nutrición,Crane LLC,paquete,133.56,PR-00849,山口保険合同会社
P-023176,BR-00207,Cuidado Personal,Nutrición,Remain Nutrición,"Brooks, White and Marshall",caja,20.29,PR-00272,佐藤印刷合同会社
P-023177,BR-00207,Cuidado Personal,Nutrición,South Nutrición,Reed-Adams,unidad,101.39,PR-00849,山口保険合同会社
P-023178,BR-00207,Cuidado Personal,Nutrición,Wish Nutrición,Pena Inc,caja,54.52,PR-01281,斉藤ガス株式会社
P-023179,BR-00207,Cuidado Personal,Nutrición,Discover Nutrición,Lopez-Cabrera,litro,121.17,PR-00963,株式会社橋本印刷
P-023180,BR-00207,Cuidado Personal,Nutrición,Page Nutrición,"Reed, Moore and Lawson",caja,104.28,PR-01120,岡田印刷株式会社
P-023181,BR-00207,Alimentos,Frutas y Verduras,Doctor Frutas y Verduras,Johnson Ltd,unidad,88.35,PR-00241,高橋保険有限会社
P-023182,BR-00207,Alimentos,Frutas y Verduras,Start Frutas y Verduras,"Armstrong, Taylor and Anderson",unidad,148.57,PR-00241,高橋保険有限会社
P-023183,BR-00207,Alimentos,Frutas y Verduras,Statement Frutas y Verduras,Arroyo and Sons,kg,65.99,PR-00241,高橋保険有限会社
P-023184,BR-00207,Alimentos,Frutas y Verduras,Score Frutas y Verduras,"Medina, Baxter and Fields",litro,19.58,PR-00241,高橋保険有限会社
P-023185,BR-00207,Alimentos,Frutas y Verduras,Bank Frutas y Verduras,Harrison PLC,unidad,49.64,PR-00241,高橋保険有限会社
P-023186,BR-00207,Alimentos,Frutas y Verduras,They Frutas y Verduras,"Lee, Kim and Morrison",paquete,47.4,PR-00241,高橋保険有限会社
P-023187,BR-00207,Alimentos,Carnes y Embutidos,Material Carnes y Embutidos,Lester-Hill,unidad,113.42,PR-00664,石井通信合同会社
P-023188,BR-00207,Alimentos,Carnes y Embutidos,Short Carnes y Embutidos,Davidson Group,unidad,143.65,PR-00242,株式会社佐藤運輸
P-023189,BR-00207,Alimentos,Carnes y Embutidos,Whatever Carnes y Embutidos,"Castro, Guerra and Lewis",unidad,64.32,PR-00242,株式会社佐藤運輸
P-023190,BR-00207,Alimentos,Carnes y Embutidos,Dark Carnes y Embutidos,"Maldonado, Marshall and Combs",caja,56.63,PR-00664,石井通信合同会社
P-023191,BR-00207,Alimentos,Bebidas,Start Bebidas,"Pena, Gonzalez and Molina",caja,61.91,PR-00935,有限会社山口運輸
P-023192,BR-00207,Alimentos,Bebidas,Person Bebidas,Ware-Holt,paquete,49.04,PR-00243,木村農林合同会社
P-023193,BR-00207,Alimentos,Bebidas,Watch Bebidas,White Ltd,litro,123.33,PR-00935,有限会社山口運輸
P-023194,BR-00207,Alimentos,Bebidas,Feel Bebidas,George Ltd,litro,114.27,PR-00935,有限会社山口運輸
P-023195,BR-00207,Alimentos,Bebidas,Hard Bebidas,Woods-Shaw,paquete,15.39,PR-00243,木村農林合同会社
P-023196,BR-00207,Alimentos,Bebidas,Change Bebidas,Harris-Wood,paquete,64.68,PR-00935,有限会社山口運輸
P-023197,BR-00207,Alimentos,Panadería,Administration Panadería,Perez-Oneal,kg,129.59,PR-00244,合同会社吉田建設
P-023198,BR-00207,Alimentos,Panadería,Put Panadería,"Mack, Carter and Johnson",kg,56.58,PR-00244,合同会社吉田建設
P-023199,BR-00207,Alimentos,Panadería,Mention Panadería,Cook-Price,unidad,84.85,PR-00244,合同会社吉田建設
P-023200,BR-00207,Alimentos,Panadería,Tree Panadería,Long and Sons,unidad,28.12,PR-00244,合同会社吉田建設
P-023201,BR-00207,Alimentos,Comida Congelada,Size Comida Congelada,Johnson Ltd,paquete,142.04,PR-00939,中村建設有限会社
P-023202,BR-00207,Alimentos,Comida Congelada,Black Comida Congelada,Koch-Clark,kg,133.29,PR-00245,合同会社林ガス
P-023203,BR-00207,Alimentos,Comida Congelada,Head Comida Congelada,Torres-Jones,caja,139.43,PR-00245,合同会社林ガス
P-023204,BR-00207,Ropa,Moda Hombre,Father Moda Hombre,Roberson Inc,kg,122.84,PR-00246,前田電気合同会社
P-023205,BR-00207,Ropa,Moda Hombre,Total Moda Hombre,Evans PLC,unidad,32.33,PR-00646,山本保険株式会社
P-023206,BR-00207,Ropa,Moda Hombre,Defense Moda Hombre,"Santiago, Hale and Ross",litro,10.43,PR-00646,山本保険株式会社
P-023207,BR-00207,Ropa,Moda Hombre,Walk Moda Hombre,Nelson-Brown,litro,148.5,PR-00646,山本保険株式会社
P-023208,BR-00207,Ropa,Moda Mujer,College Moda Mujer,Nunez-Weeks,caja,72.53,PR-01151,田中電気合同会社
P-023209,BR-00207,Ropa,Moda Mujer,Accept Moda Mujer,Trujillo-Rodriguez,caja,149.77,PR-01151,田中電気合同会社
P-023210,BR-00207,Ropa,Moda Mujer,Get Moda Mujer,Lawson Inc,unidad,126.79,PR-01151,田中電気合同会社
P-023211,BR-00207,Ropa,Moda Mujer,Population Moda Mujer,Smith-Parker,paquete,62.52,PR-01151,田中電気合同会社
P-023212,BR-00207,Ropa,Moda Mujer,Senior Moda Mujer,Hernandez-Hartman,paquete,89.86,PR-00247,合同会社山本情報
P-023213,BR-00207,Ropa,Infantil,Market Infantil,Johnson-Klein,unidad,94.71,PR-01134,合同会社中村農林
P-023214,BR-00207,Ropa,Infantil,Evening Infantil,"Perez, Ashley and Harvey",caja,73.16,PR-00668,株式会社田中ガス
P-023215,BR-00207,Ropa,Infantil,Story Infantil,Rodriguez Group,kg,65.17,PR-00248,小林食品株式会社
P-023216,BR-00207,Ropa,Infantil,It Infantil,Washington-Randall,kg,109.13,PR-00668,株式会社田中ガス
P-023217,BR-00207,Ropa,Deportivo,Today Deportivo,Christensen-Ferrell,caja,89.25,PR-01322,合同会社佐藤鉱業
P-023218,BR-00207,Ropa,Deportivo,Remember Deportivo,Sanchez Group,paquete,38.54,PR-01378,株式会社藤田銀行
P-023219,BR-00207,Ropa,Deportivo,Project Deportivo,"Wiley, Ochoa and Howard",caja,108.37,PR-00249,佐々木情報株式会社
P-023220,BR-00207,Ropa,Accesorios,Relate Accesorios,"Davis, Padilla and Peters",kg,141.38,PR-01165,山崎運輸株式会社
P-023221,BR-00207,Ropa,Accesorios,Those Accesorios,"Jones, Brooks and Cantu",litro,39.16,PR-01165,山崎運輸株式会社
P-023222,BR-00207,Ropa,Accesorios,Stage Accesorios,Garcia and Sons,unidad,26.48,PR-01078,山本建設有限会社
P-023223,BR-00207,Ropa,Accesorios,Marriage Accesorios,Hodge-Hunt,unidad,102.4,PR-01078,山本建設有限会社
P-023224,BR-00207,Ropa,Accesorios,Live Accesorios,Reyes Inc,unidad,134.74,PR-00250,佐々木鉱業合同会社
P-023225,BR-00207,Ropa,Accesorios,Letter Accesorios,Crawford-Diaz,litro,48.09,PR-01447,清水運輸有限会社
P-023226,BR-00207,Ropa,Accesorios,From Accesorios,Williams Group,unidad,12.02,PR-01447,清水運輸有限会社
P-023227,BR-00208,Productos de Limpieza,Desinfectantes,Boy Desinfectantes,Powers LLC,paquete,75.33,PR-00278,山本食品有限会社
P-023228,BR-00208,Productos de Limpieza,Desinfectantes,Police Desinfectantes,Juarez-Smith,litro,130.27,PR-00278,山本食品有限会社
P-023229,BR-00208,Productos de Limpieza,Desinfectantes,Until Desinfectantes,Luna-Acosta,paquete,17.94,PR-00278,山本食品有限会社
P-023230,BR-00208,Productos de Limpieza,Desinfectantes,Accept Desinfectantes,French Group,litro,72.89,PR-00278,山本食品有限会社
P-023231,BR-00208,Productos de Limpieza,Desinfectantes,Loss Desinfectantes,Lyons PLC,paquete,24.75,PR-00278,山本食品有限会社
P-023232,BR-00208,Productos de Limpieza,Desinfectantes,Become Desinfectantes,Booker Inc,caja,91.53,PR-00278,山本食品有限会社
P-023233,BR-00208,Productos de Limpieza,Desinfectantes,Appear Desinfectantes,Brown Inc,litro,57.48,PR-00278,山本食品有限会社
P-023234,BR-00208,Productos de Limpieza,Detergentes,Gas Detergentes,"Villarreal, Smith and Knox",caja,136.38,PR-00279,加藤保険株式会社
P-023235,BR-00208,Productos de Limpieza,Detergentes,Sign Detergentes,"Flowers, Miller and Malone",kg,109.76,PR-00879,鈴木保険有限会社
P-023236,BR-00208,Productos de Limpieza,Detergentes,Energy Detergentes,Long-Montoya,kg,99.86,PR-00279,加藤保険株式会社
P-023237,BR-00208,Productos de Limpieza,Ambientadores,Consider Ambientadores,"Conway, Scott and Hunt",paquete,130.73,PR-01438,合同会社小林食品
P-023238,BR-00208,Productos de Limpieza,Ambientadores,Power Ambientadores,"Larson, Perez and Norris",paquete,55.97,PR-00280,合同会社渡辺情報
P-023239,BR-00208,Productos de Limpieza,Ambientadores,Serious Ambientadores,Ford-Jensen,paquete,128.21,PR-01196,松本保険有限会社
P-023240,BR-00208,Productos de Limpieza,Ambientadores,Race Ambientadores,Anderson-Campbell,paquete,103.76,PR-01009,中村情報有限会社
P-023241,BR-00208,Productos de Limpieza,Ambientadores,Baby Ambientadores,"Hayes, Harper and Nichols",paquete,76.84,PR-00652,株式会社井上運輸
P-023242,BR-00208,Productos de Limpieza,Limpiadores multiusos,Many Limpiadores multiusos,Shaw Inc,caja,45.91,PR-01306,有限会社山口電気
P-023243,BR-00208,Productos de Limpieza,Limpiadores multiusos,Shoulder Limpiadores multiusos,Dawson-Gill,paquete,16.11,PR-01242,清水建設有限会社
P-023244,BR-00208,Productos de Limpieza,Limpiadores multiusos,From Limpiadores multiusos,Rodriguez-Graves,kg,5.22,PR-01306,有限会社山口電気
P-023245,BR-00208,Productos de Limpieza,Limpiadores multiusos,Cold Limpiadores multiusos,Baker-Sampson,caja,22.89,PR-01306,有限会社山口電気
P-023246,BR-00208,Productos de Limpieza,Limpiadores multiusos,Brother Limpiadores multiusos,"Black, Grant and Miller",paquete,119.51,PR-00980,高橋運輸株式会社
P-023247,BR-00208,Productos de Limpieza,Escobas y utensilios,Ask Escobas y utensilios,Newton-Jackson,paquete,35.83,PR-01446,加藤保険有限会社
P-023248,BR-00208,Productos de Limpieza,Escobas y utensilios,Look Escobas y utensilios,Gonzalez-Arnold,paquete,145.39,PR-01446,加藤保険有限会社
P-023249,BR-00208,Productos de Limpieza,Escobas y utensilios,Yourself Escobas y utensilios,"Nguyen, Wilson and Valenzuela",caja,140.97,PR-00282,鈴木銀行株式会社
P-023250,BR-00208,Productos de Limpieza,Escobas y utensilios,At Escobas y utensilios,Watson-Woodward,paquete,111.52,PR-01446,加藤保険有限会社
P-023251,BR-00208,Productos de Limpieza,Escobas y utensilios,Mind Escobas y utensilios,"King, James and Maxwell",caja,83.64,PR-01446,加藤保険有限会社
P-023252,BR-00208,Productos de Limpieza,Escobas y utensilios,Something Escobas y utensilios,Green-Harmon,caja,87.53,PR-00282,鈴木銀行株式会社
P-023253,BR-00208,Cuidado Personal,Cosméticos,Scientist Cosméticos,Chapman-Sharp,paquete,147.62,PR-01036,合同会社村上ガス
P-023254,BR-00208,Cuidado Personal,Cosméticos,Medical Cosméticos,Hill-Smith,paquete,87.33,PR-01036,合同会社村上ガス
P-023255,BR-00208,Cuidado Personal,Cosméticos,Guy Cosméticos,Holden-Singh,unidad,33.63,PR-00268,株式会社渡辺ガス
P-023256,BR-00208,Cuidado Personal,Farmacéuticos,Eat Farmacéuticos,Johnson LLC,unidad,113.26,PR-00269,合同会社林電気
P-023257,BR-00208,Cuidado Personal,Farmacéuticos,Machine Farmacéuticos,Flores-Gray,unidad,33.65,PR-00269,合同会社林電気
P-023258,BR-00208,Cuidado Personal,Farmacéuticos,Much Farmacéuticos,Boone-Smith,kg,116.87,PR-00269,合同会社林電気
P-023259,BR-00208,Cuidado Personal,Farmacéuticos,Campaign Farmacéuticos,Watts-Dunlap,paquete,95.18,PR-00269,合同会社林電気
P-023260,BR-00208,Cuidado Personal,Farmacéuticos,I Farmacéuticos,Walker-Green,unidad,40.63,PR-00269,合同会社林電気
P-023261,BR-00208,Cuidado Personal,Farmacéuticos,Statement Farmacéuticos,Dickerson and Sons,paquete,37.45,PR-00269,合同会社林電気
P-023262,BR-00208,Cuidado Personal,Higiene,Dark Higiene,Herman Ltd,unidad,68.33,PR-00270,中村食品株式会社
P-023263,BR-00208,Cuidado Personal,Higiene,Personal Higiene,Evans-Singleton,paquete,132.35,PR-00270,中村食品株式会社
P-023264,BR-00208,Cuidado Personal,Higiene,Summer Higiene,Lewis-Webb,kg,72.55,PR-00270,中村食品株式会社
P-023265,BR-00208,Cuidado Personal,Higiene,Nothing Higiene,Simon-Powell,caja,73.26,PR-00270,中村食品株式会社
P-023266,BR-00208,Cuidado Personal,Spa,Cell Spa,Mcfarland-Nguyen,litro,51.66,PR-00271,伊藤食品株式会社
P-023267,BR-00208,Cuidado Personal,Spa,Live Spa,Burton and Sons,paquete,126.16,PR-00271,伊藤食品株式会社
P-023268,BR-00208,Cuidado Personal,Spa,Only Spa,Archer Inc,caja,113.1,PR-00271,伊藤食品株式会社
P-023269,BR-00208,Cuidado Personal,Spa,Security Spa,Shah PLC,unidad,102.94,PR-00271,伊藤食品株式会社
P-023270,BR-00208,Cuidado Personal,Nutrición,Body Nutrición,"Mcdowell, Thomas and Everett",unidad,28.65,PR-00963,株式会社橋本印刷
P-023271,BR-00208,Cuidado Personal,Nutrición,Around Nutrición,"Garcia, Kelley and Cabrera",paquete,27.61,PR-00272,佐藤印刷合同会社
P-023272,BR-00208,Cuidado Personal,Nutrición,Under Nutrición,"Clay, Ross and Vincent",kg,114.21,PR-00963,株式会社橋本印刷
P-023273,BR-00208,Cuidado Personal,Nutrición,Hot Nutrición,"Gardner, Vasquez and Russell",paquete,108.43,PR-00272,佐藤印刷合同会社
P-023274,BR-00208,Cuidado Personal,Nutrición,Painting Nutrición,Vega Inc,caja,74.2,PR-01281,斉藤ガス株式会社
P-023275,BR-00208,Cuidado Personal,Nutrición,Born Nutrición,"Wright, Woodward and Morton",litro,49.77,PR-01281,斉藤ガス株式会社
P-023276,BR-00208,Alimentos,Frutas y Verduras,Writer Frutas y Verduras,"Mooney, Diaz and Baker",paquete,47.59,PR-00241,高橋保険有限会社
P-023277,BR-00208,Alimentos,Frutas y Verduras,Heavy Frutas y Verduras,Schneider-Beard,litro,22.94,PR-00241,高橋保険有限会社
P-023278,BR-00208,Alimentos,Frutas y Verduras,Especially Frutas y Verduras,Shannon-Riggs,unidad,55.01,PR-00241,高橋保険有限会社
P-023279,BR-00208,Alimentos,Frutas y Verduras,Night Frutas y Verduras,Hunt and Sons,caja,66.82,PR-00241,高橋保険有限会社
P-023280,BR-00208,Alimentos,Frutas y Verduras,Put Frutas y Verduras,Robinson and Sons,paquete,18.63,PR-00241,高橋保険有限会社
P-023281,BR-00208,Alimentos,Frutas y Verduras,Risk Frutas y Verduras,Young Ltd,unidad,148.26,PR-00241,高橋保険有限会社
P-023282,BR-00208,Alimentos,Carnes y Embutidos,Who Carnes y Embutidos,Erickson-Salas,caja,79.68,PR-00242,株式会社佐藤運輸
P-023283,BR-00208,Alimentos,Carnes y Embutidos,Right Carnes y Embutidos,Jones-Jones,litro,65.66,PR-00670,前田ガス合同会社
P-023284,BR-00208,Alimentos,Carnes y Embutidos,Treatment Carnes y Embutidos,"Rodriguez, Howard and Miller",caja,63.01,PR-00664,石井通信合同会社
P-023285,BR-00208,Alimentos,Carnes y Embutidos,Or Carnes y Embutidos,Murray-Stephens,kg,133.96,PR-00670,前田ガス合同会社
P-023286,BR-00208,Alimentos,Carnes y Embutidos,Outside Carnes y Embutidos,"Smith, Lewis and Castro",kg,136.46,PR-00664,石井通信合同会社
P-023287,BR-00208,Alimentos,Carnes y Embutidos,Capital Carnes y Embutidos,Bowen-Harper,litro,127.8,PR-00242,株式会社佐藤運輸
P-023288,BR-00208,Alimentos,Bebidas,You Bebidas,Garcia Inc,kg,89.8,PR-00243,木村農林合同会社
P-023289,BR-00208,Alimentos,Bebidas,Section Bebidas,Henry PLC,unidad,10.62,PR-00935,有限会社山口運輸
P-023290,BR-00208,Alimentos,Bebidas,During Bebidas,Brown-Brown,caja,33.24,PR-00935,有限会社山口運輸
P-023291,BR-00208,Alimentos,Bebidas,Yeah Bebidas,"Mcdaniel, Curtis and Huff",caja,141.22,PR-00935,有限会社山口運輸
P-023292,BR-00208,Alimentos,Bebidas,Yet Bebidas,Lloyd and Sons,unidad,143.01,PR-00243,木村農林合同会社
P-023293,BR-00208,Alimentos,Bebidas,Right Bebidas,"Lambert, Vargas and Gardner",unidad,77.76,PR-00243,木村農林合同会社
P-023294,BR-00208,Alimentos,Bebidas,Fast Bebidas,"Harper, Montgomery and Peterson",litro,146.14,PR-00243,木村農林合同会社
P-023295,BR-00208,Alimentos,Panadería,Where Panadería,Salazar-Smith,caja,100.89,PR-00244,合同会社吉田建設
P-023296,BR-00208,Alimentos,Panadería,Best Panadería,Johnson Group,kg,134.93,PR-00244,合同会社吉田建設
P-023297,BR-00208,Alimentos,Panadería,Heart Panadería,Greene-Nunez,unidad,4.59,PR-00244,合同会社吉田建設
P-023298,BR-00208,Alimentos,Panadería,Tv Panadería,"Miller, Burns and Moore",paquete,74.71,PR-00244,合同会社吉田建設
P-023299,BR-00208,Alimentos,Comida Congelada,Everyone Comida Congelada,Walters and Sons,kg,96.63,PR-00939,中村建設有限会社
P-023300,BR-00208,Alimentos,Comida Congelada,Herself Comida Congelada,"Keith, Johnson and Mullins",paquete,114.1,PR-00939,中村建設有限会社
P-023301,BR-00208,Alimentos,Comida Congelada,Stage Comida Congelada,"Herrera, Brown and May",litro,112.07,PR-00939,中村建設有限会社
P-023302,BR-00208,Alimentos,Comida Congelada,With Comida Congelada,Morgan PLC,unidad,9.77,PR-00245,合同会社林ガス
P-023303,BR-00208,Alimentos,Comida Congelada,Move Comida Congelada,Ramirez-Jones,unidad,6.96,PR-00245,合同会社林ガス
P-023304,BR-00208,Alimentos,Comida Congelada,Help Comida Congelada,Moody PLC,caja,2.98,PR-00939,中村建設有限会社
P-023305,BR-00208,Ropa,Moda Hombre,Everybody Moda Hombre,Jackson PLC,unidad,8.77,PR-00646,山本保険株式会社
P-023306,BR-00208,Ropa,Moda Hombre,Short Moda Hombre,"Clark, Sweeney and Young",litro,86.64,PR-00646,山本保険株式会社
P-023307,BR-00208,Ropa,Moda Hombre,Debate Moda Hombre,Brown-Steele,litro,56.53,PR-00246,前田電気合同会社
P-023308,BR-00208,Ropa,Moda Mujer,Grow Moda Mujer,"Hines, Alexander and Brooks",kg,85.88,PR-00247,合同会社山本情報
P-023309,BR-00208,Ropa,Moda Mujer,Sort Moda Mujer,"Fletcher, King and Reed",kg,87.98,PR-01151,田中電気合同会社
P-023310,BR-00208,Ropa,Moda Mujer,Rather Moda Mujer,Frye LLC,paquete,109.84,PR-00247,合同会社山本情報
P-023311,BR-00208,Ropa,Moda Mujer,Partner Moda Mujer,Schmidt-Greene,paquete,106.32,PR-01151,田中電気合同会社
P-023312,BR-00208,Ropa,Moda Mujer,School Moda Mujer,Myers LLC,caja,68.59,PR-01151,田中電気合同会社
P-023313,BR-00208,Ropa,Infantil,Shoulder Infantil,"Anderson, Williams and Mercer",litro,92.22,PR-00248,小林食品株式会社
P-023314,BR-00208,Ropa,Infantil,Say Infantil,Valencia LLC,caja,102.31,PR-01134,合同会社中村農林
P-023315,BR-00208,Ropa,Infantil,Agent Infantil,Chase and Sons,kg,117.03,PR-00248,小林食品株式会社
P-023316,BR-00208,Ropa,Infantil,Cell Infantil,"Taylor, Martin and Morris",litro,21.65,PR-00248,小林食品株式会社
P-023317,BR-00208,Ropa,Deportivo,Question Deportivo,"Page, Floyd and Edwards",caja,26.71,PR-00821,有限会社中川鉱業
P-023318,BR-00208,Ropa,Deportivo,Say Deportivo,Kennedy-Yu,litro,98.94,PR-00821,有限会社中川鉱業
P-023319,BR-00208,Ropa,Deportivo,Republican Deportivo,Anderson-Hernandez,kg,75.6,PR-01322,合同会社佐藤鉱業
P-023320,BR-00208,Ropa,Accesorios,Poor Accesorios,"Patterson, Ramirez and Newman",unidad,111.21,PR-01078,山本建設有限会社
P-023321,BR-00208,Ropa,Accesorios,Result Accesorios,"Brown, Hunt and Horton",caja,14.32,PR-01165,山崎運輸株式会社
P-023322,BR-00208,Ropa,Accesorios,Church Accesorios,Bolton-Kirk,caja,119.44,PR-01447,清水運輸有限会社
P-023323,BR-00208,Ropa,Accesorios,Though Accesorios,"Campbell, Foster and Graves",kg,86.4,PR-01165,山崎運輸株式会社
P-023324,BR-00208,Ropa,Accesorios,While Accesorios,Cross-Best,paquete,7.67,PR-01165,山崎運輸株式会社
P-023325,BR-00208,Ropa,Accesorios,Cell Accesorios,Allen and Sons,paquete,128.73,PR-00250,佐々木鉱業合同会社
P-023326,BR-00208,Ropa,Accesorios,Rich Accesorios,Franco-Manning,litro,20.24,PR-01447,清水運輸有限会社
P-023327,BR-00209,Productos de Limpieza,Desinfectantes,Start Desinfectantes,"Ramos, Mendez and Cruz",caja,146.43,PR-00278,山本食品有限会社
P-023328,BR-00209,Productos de Limpieza,Desinfectantes,Involve Desinfectantes,Williams-Moore,unidad,25.65,PR-00278,山本食品有限会社
P-023329,BR-00209,Productos de Limpieza,Desinfectantes,Throughout Desinfectantes,Dennis Inc,paquete,31.33,PR-00278,山本食品有限会社
P-023330,BR-00209,Productos de Limpieza,Desinfectantes,Get Desinfectantes,Clark-Davis,paquete,27.61,PR-00278,山本食品有限会社
P-023331,BR-00209,Productos de Limpieza,Desinfectantes,Great Desinfectantes,Nash-Oconnor,kg,145.34,PR-00278,山本食品有限会社
P-023332,BR-00209,Productos de Limpieza,Desinfectantes,Marriage Desinfectantes,Nelson-Ritter,paquete,57.86,PR-00278,山本食品有限会社
P-023333,BR-00209,Productos de Limpieza,Detergentes,Wear Detergentes,Landry Inc,litro,121.22,PR-00279,加藤保険株式会社
P-023334,BR-00209,Productos de Limpieza,Detergentes,Will Detergentes,Lloyd-Willis,kg,132.19,PR-00879,鈴木保険有限会社
P-023335,BR-00209,Productos de Limpieza,Detergentes,Will Detergentes,Valdez-Garcia,caja,98.03,PR-00279,加藤保険株式会社
P-023336,BR-00209,Productos de Limpieza,Detergentes,Team Detergentes,"Bryant, Zuniga and Gomez",kg,114.37,PR-00879,鈴木保険有限会社
P-023337,BR-00209,Productos de Limpieza,Detergentes,During Detergentes,Marquez PLC,paquete,9.52,PR-00279,加藤保険株式会社
P-023338,BR-00209,Productos de Limpieza,Detergentes,Tonight Detergentes,Davis-Ortiz,litro,43.12,PR-00879,鈴木保険有限会社
P-023339,BR-00209,Productos de Limpieza,Ambientadores,West Ambientadores,Ellis-Pugh,paquete,94.55,PR-00280,合同会社渡辺情報
P-023340,BR-00209,Productos de Limpieza,Ambientadores,Alone Ambientadores,Clark-Miller,kg,113.67,PR-01196,松本保険有限会社
P-023341,BR-00209,Productos de Limpieza,Ambientadores,Control Ambientadores,"Taylor, Davis and Obrien",kg,121.53,PR-00652,株式会社井上運輸
P-023342,BR-00209,Productos de Limpieza,Ambientadores,Response Ambientadores,Johnson PLC,caja,26.74,PR-01196,松本保険有限会社
P-023343,BR-00209,Productos de Limpieza,Ambientadores,Close Ambientadores,Miller-Webb,litro,13.3,PR-01438,合同会社小林食品
P-023344,BR-00209,Productos de Limpieza,Limpiadores multiusos,Investment Limpiadores multiusos,"Mckay, Torres and Hunter",paquete,58.37,PR-00281,株式会社福田電気
P-023345,BR-00209,Productos de Limpieza,Limpiadores multiusos,Fact Limpiadores multiusos,"Perez, Lowe and Smith",paquete,98.75,PR-00980,高橋運輸株式会社
P-023346,BR-00209,Productos de Limpieza,Limpiadores multiusos,Work Limpiadores multiusos,Mendez-Gilbert,caja,95.89,PR-00980,高橋運輸株式会社
