fidelizacion_id,client_id,nivel,puntos_acumulados,beneficios,fecha_ultima_actividad
FD-05634,CL-05634,Plata,1157,10% en bebidas y envíos gratis,2025-07-04
FD-05635,CL-05635,Bronce,1202,5% descuento en snacks,2025-06-04
FD-05636,CL-05636,Plata,2094,10% en bebidas y envíos gratis,2025-08-16
FD-05637,CL-05637,Oro,848,15% en todo + acceso anticipado,2025-06-24
FD-05638,CL-05638,Plata,2547,10% en bebidas y envíos gratis,2025-07-17
FD-05639,CL-05639,Bronce,4765,5% descuento en snacks,2025-06-07
FD-05640,CL-05640,Plata,2782,10% en bebidas y envíos gratis,2025-06-03
FD-05641,CL-05641,Plata,3332,10% en bebidas y envíos gratis,2025-05-27
FD-05642,CL-05642,Bronce,1317,5% descuento en snacks,2025-07-06
FD-05643,CL-05643,Plata,782,10% en bebidas y envíos gratis,2025-06-24
FD-05644,CL-05644,Bronce,2349,5% descuento en snacks,2025-08-14
FD-05645,CL-05645,Bronce,799,5% descuento en snacks,2025-07-19
FD-05646,CL-05646,Plata,1859,10% en bebidas y envíos gratis,2025-06-14
FD-05647,CL-05647,Bronce,3892,5% descuento en snacks,2025-06-11
FD-05648,CL-05648,Oro,2444,15% en todo + acceso anticipado,2025-08-12
FD-05649,CL-05649,Bronce,848,5% descuento en snacks,2025-06-19
FD-05650,CL-05650,Plata,2217,10% en bebidas y envíos gratis,2025-06-05
FD-05651,CL-05651,Oro,2845,15% en todo + acceso anticipado,2025-06-01
FD-05652,CL-05652,Bronce,4861,5% descuento en snacks,2025-05-30
FD-05653,CL-05653,Oro,2919,15% en todo + acceso anticipado,2025-07-05
FD-05654,CL-05654,Bronce,2710,5% descuento en snacks,2025-07-14
FD-05655,CL-05655,Bronce,3056,5% descuento en snacks,2025-07-08
FD-05656,CL-05656,Bronce,4337,5% descuento en snacks,2025-07-27
FD-05657,CL-05657,Platino,1126,20% en todo + regalos exclusivos,2025-05-28
FD-05658,CL-05658,Bronce,970,5% descuento en snacks,2025-06-04
FD-05659,CL-05659,Bronce,2501,5% descuento en snacks,2025-06-27
FD-05660,CL-05660,Bronce,2611,5% descuento en snacks,2025-08-07
FD-05661,CL-05661,Plata,1299,10% en bebidas y envíos gratis,2025-06-19
FD-05662,CL-05662,Plata,3725,10% en bebidas y envíos gratis,2025-08-20
FD-05663,CL-05663,Bronce,339,5% descuento en snacks,2025-07-16
FD-05664,CL-05664,Bronce,1233,5% descuento en snacks,2025-07-22
FD-05665,CL-05665,Bronce,1746,5% descuento en snacks,2025-08-20
FD-05666,CL-05666,Oro,4793,15% en todo + acceso anticipado,2025-06-13
FD-05667,CL-05667,Bronce,1200,5% descuento en snacks,2025-06-18
FD-05668,CL-05668,Bronce,489,5% descuento en snacks,2025-05-29
FD-05669,CL-05669,Oro,315,15% en todo + acceso anticipado,2025-06-16
FD-05670,CL-05670,Bronce,4647,5% descuento en snacks,2025-07-10
FD-05671,CL-05671,Bronce,4347,5% descuento en snacks,2025-05-25
FD-05672,CL-05672,Bronce,2450,5% descuento en snacks,2025-05-25
FD-05673,CL-05673,Bronce,3878,5% descuento en snacks,2025-08-06
FD-05674,CL-05674,Plata,2748,10% en bebidas y envíos gratis,2025-06-01
FD-05675,CL-05675,Plata,2771,10% en bebidas y envíos gratis,2025-07-09
FD-05676,CL-05676,Bronce,1874,5% descuento en snacks,2025-06-20
FD-05677,CL-05677,Plata,198,10% en bebidas y envíos gratis,2025-08-06
FD-05678,CL-05678,Platino,4782,20% en todo + regalos exclusivos,2025-06-24
FD-05679,CL-05679,Plata,2402,10% en bebidas y envíos gratis,2025-08-15
FD-05680,CL-05680,Bronce,1160,5% descuento en snacks,2025-08-08
FD-05681,CL-05681,Platino,2911,20% en todo + regalos exclusivos,2025-06-02
FD-05682,CL-05682,Plata,3302,10% en bebidas y envíos gratis,2025-07-30
FD-05683,CL-05683,Plata,1780,10% en bebidas y envíos gratis,2025-06-19
FD-05684,CL-05684,Plata,818,10% en bebidas y envíos gratis,2025-06-18
FD-05685,CL-05685,Bronce,2104,5% descuento en snacks,2025-05-27
FD-05686,CL-05686,Plata,940,10% en bebidas y envíos gratis,2025-06-20
FD-05687,CL-05687,Platino,4515,20% en todo + regalos exclusivos,2025-08-15
FD-05688,CL-05688,Platino,1377,20% en todo + regalos exclusivos,2025-06-07
FD-05689,CL-05689,Bronce,4746,5% descuento en snacks,2025-06-10
FD-05690,CL-05690,Oro,3146,15% en todo + acceso anticipado,2025-06-30
FD-05691,CL-05691,Bronce,3252,5% descuento en snacks,2025-06-10
FD-05692,CL-05692,Plata,429,10% en bebidas y envíos gratis,2025-08-10
FD-05693,CL-05693,Bronce,1467,5% descuento en snacks,2025-06-28
FD-05694,CL-05694,Bronce,3286,5% descuento en snacks,2025-07-29
FD-05695,CL-05695,Bronce,1327,5% descuento en snacks,2025-07-23
FD-05696,CL-05696,Bronce,2446,5% descuento en snacks,2025-06-30
FD-05697,CL-05697,Bronce,2325,5% descuento en snacks,2025-08-07
FD-05698,CL-05698,Bronce,3627,5% descuento en snacks,2025-08-10
FD-05699,CL-05699,Bronce,3735,5% descuento en snacks,2025-06-19
FD-05700,CL-05700,Oro,1046,15% en todo + acceso anticipado,2025-05-27
FD-05701,CL-05701,Oro,4140,15% en todo + acceso anticipado,2025-06-04
FD-05702,CL-05702,Bronce,2635,5% descuento en snacks,2025-06-13
FD-05703,CL-05703,Bronce,4892,5% descuento en snacks,2025-07-13
FD-05704,CL-05704,Bronce,4675,5% descuento en snacks,2025-07-21
FD-05705,CL-05705,Bronce,396,5% descuento en snacks,2025-06-07
FD-05706,CL-05706,Plata,1208,10% en bebidas y envíos gratis,2025-06-19
FD-05707,CL-05707,Platino,3161,20% en todo + regalos exclusivos,2025-06-17
FD-05708,CL-05708,Plata,2407,10% en bebidas y envíos gratis,2025-07-06
FD-05709,CL-05709,Bronce,2907,5% descuento en snacks,2025-08-21
FD-05710,CL-05710,Bronce,2571,5% descuento en snacks,2025-06-11
FD-05711,CL-05711,Bronce,2013,5% descuento en snacks,2025-08-03
FD-05712,CL-05712,Bronce,4306,5% descuento en snacks,2025-06-30
FD-05713,CL-05713,Bronce,3905,5% descuento en snacks,2025-08-09
FD-05714,CL-05714,Bronce,1366,5% descuento en snacks,2025-06-14
FD-05715,CL-05715,Oro,4718,15% en todo + acceso anticipado,2025-08-10
FD-05716,CL-05716,Plata,2813,10% en bebidas y envíos gratis,2025-05-29
FD-05717,CL-05717,Bronce,4536,5% descuento en snacks,2025-07-26
FD-05718,CL-05718,Plata,1857,10% en bebidas y envíos gratis,2025-07-16
FD-05719,CL-05719,Oro,4782,15% en todo + acceso anticipado,2025-06-01
FD-05720,CL-05720,Plata,4938,10% en bebidas y envíos gratis,2025-06-01
FD-05721,CL-05721,Oro,219,15% en todo + acceso anticipado,2025-07-24
FD-05722,CL-05722,Bronce,4225,5% descuento en snacks,2025-06-06
FD-05723,CL-05723,Oro,1362,15% en todo + acceso anticipado,2025-06-25
FD-05724,CL-05724,Platino,1986,20% en todo + regalos exclusivos,2025-06-25
FD-05725,CL-05725,Plata,1053,10% en bebidas y envíos gratis,2025-08-23
FD-05726,CL-05726,Plata,2677,10% en bebidas y envíos gratis,2025-06-20
FD-05727,CL-05727,Bronce,2360,5% descuento en snacks,2025-07-14
FD-05728,CL-05728,Oro,1423,15% en todo + acceso anticipado,2025-08-22
FD-05729,CL-05729,Plata,1353,10% en bebidas y envíos gratis,2025-08-17
FD-05730,CL-05730,Bronce,3549,5% descuento en snacks,2025-05-28
FD-05731,CL-05731,Oro,2737,15% en todo + acceso anticipado,2025-06-27
FD-05732,CL-05732,Bronce,484,5% descuento en snacks,2025-05-29
FD-05733,CL-05733,Platino,4998,20% en todo + regalos exclusivos,2025-07-31
FD-05734,CL-05734,Plata,2855,10% en bebidas y envíos gratis,2025-07-22
FD-05735,CL-05735,Bronce,318,5% descuento en snacks,2025-06-24
FD-05736,CL-05736,Bronce,2554,5% descuento en snacks,2025-05-28
FD-05737,CL-05737,Oro,1239,15% en todo + acceso anticipado,2025-05-31
FD-05738,CL-05738,Oro,447,15% en todo + acceso anticipado,2025-06-10
FD-05739,CL-05739,Platino,683,20% en todo + regalos exclusivos,2025-06-19
FD-05740,CL-05740,Bronce,1557,5% descuento en snacks,2025-06-05
FD-05741,CL-05741,Bronce,4154,5% descuento en snacks,2025-06-18
FD-05742,CL-05742,Bronce,3366,5% descuento en snacks,2025-08-20
FD-05743,CL-05743,Plata,3092,10% en bebidas y envíos gratis,2025-06-18
FD-05744,CL-05744,Bronce,4238,5% descuento en snacks,2025-05-29
FD-05745,CL-05745,Bronce,1354,5% descuento en snacks,2025-07-14
FD-05746,CL-05746,Plata,295,10% en bebidas y envíos gratis,2025-07-15
FD-05747,CL-05747,Plata,2939,10% en bebidas y envíos gratis,2025-07-13
FD-05748,CL-05748,Bronce,1548,5% descuento en snacks,2025-07-18
FD-05749,CL-05749,Bronce,906,5% descuento en snacks,2025-06-03
FD-05750,CL-05750,Bronce,865,5% descuento en snacks,2025-05-31
FD-05751,CL-05751,Bronce,396,5% descuento en snacks,2025-07-14
FD-05752,CL-05752,Bronce,3851,5% descuento en snacks,2025-05-24
FD-05753,CL-05753,Bronce,4824,5% descuento en snacks,2025-06-24
FD-05754,CL-05754,Plata,3666,10% en bebidas y envíos gratis,2025-05-24
FD-05755,CL-05755,Bronce,1324,5% descuento en snacks,2025-07-30
FD-05756,CL-05756,Bronce,1355,5% descuento en snacks,2025-07-17
FD-05757,CL-05757,Plata,812,10% en bebidas y envíos gratis,2025-07-17
FD-05758,CL-05758,Bronce,2189,5% descuento en snacks,2025-06-20
FD-05759,CL-05759,Bronce,937,5% descuento en snacks,2025-06-15
FD-05760,CL-05760,Bronce,2607,5% descuento en snacks,2025-07-19
FD-05761,CL-05761,Plata,3006,10% en bebidas y envíos gratis,2025-08-15
FD-05762,CL-05762,Bronce,198,5% descuento en snacks,2025-07-18
FD-05763,CL-05763,Bronce,3005,5% descuento en snacks,2025-08-01
FD-05764,CL-05764,Bronce,2876,5% descuento en snacks,2025-07-09
FD-05765,CL-05765,Bronce,1301,5% descuento en snacks,2025-06-21
FD-05766,CL-05766,Platino,3545,20% en todo + regalos exclusivos,2025-08-19
FD-05767,CL-05767,Bronce,898,5% descuento en snacks,2025-07-04
FD-05768,CL-05768,Bronce,3725,5% descuento en snacks,2025-08-11
FD-05769,CL-05769,Plata,1832,10% en bebidas y envíos gratis,2025-05-31
FD-05770,CL-05770,Oro,2937,15% en todo + acceso anticipado,2025-08-05
FD-05771,CL-05771,Bronce,2590,5% descuento en snacks,2025-06-22
FD-05772,CL-05772,Oro,3831,15% en todo + acceso anticipado,2025-06-30
FD-05773,CL-05773,Oro,1335,15% en todo + acceso anticipado,2025-07-13
FD-05774,CL-05774,Bronce,2796,5% descuento en snacks,2025-05-24
FD-05775,CL-05775,Bronce,3356,5% descuento en snacks,2025-05-24
FD-05776,CL-05776,Bronce,332,5% descuento en snacks,2025-08-16
FD-05777,CL-05777,Bronce,497,5% descuento en snacks,2025-07-21
FD-05778,CL-05778,Oro,1439,15% en todo + acceso anticipado,2025-06-06
FD-05779,CL-05779,Bronce,4407,5% descuento en snacks,2025-06-14
FD-05780,CL-05780,Bronce,4516,5% descuento en snacks,2025-06-14
FD-05781,CL-05781,Plata,2206,10% en bebidas y envíos gratis,2025-08-22
FD-05782,CL-05782,Bronce,1444,5% descuento en snacks,2025-07-12
FD-05783,CL-05783,Plata,2405,10% en bebidas y envíos gratis,2025-06-29
FD-05784,CL-05784,Plata,4447,10% en bebidas y envíos gratis,2025-07-28
FD-05785,CL-05785,Plata,3640,10% en bebidas y envíos gratis,2025-06-08
FD-05786,CL-05786,Bronce,1466,5% descuento en snacks,2025-08-20
FD-05787,CL-05787,Bronce,463,5% descuento en snacks,2025-06-19
FD-05788,CL-05788,Bronce,1939,5% descuento en snacks,2025-07-05
FD-05789,CL-05789,Bronce,1462,5% descuento en snacks,2025-07-10
FD-05790,CL-05790,Plata,1452,10% en bebidas y envíos gratis,2025-08-15
FD-05791,CL-05791,Bronce,1672,5% descuento en snacks,2025-05-31
FD-05792,CL-05792,Bronce,520,5% descuento en snacks,2025-05-30
FD-05793,CL-05793,Plata,904,10% en bebidas y envíos gratis,2025-07-14
FD-05794,CL-05794,Bronce,2817,5% descuento en snacks,2025-07-31
FD-05795,CL-05795,Bronce,368,5% descuento en snacks,2025-07-28
FD-05796,CL-05796,Oro,776,15% en todo + acceso anticipado,2025-07-14
FD-05797,CL-05797,Bronce,4890,5% descuento en snacks,2025-07-16
FD-05798,CL-05798,Bronce,4532,5% descuento en snacks,2025-07-12
FD-05799,CL-05799,Platino,459,20% en todo + regalos exclusivos,2025-06-28
FD-05800,CL-05800,Bronce,4465,5% descuento en snacks,2025-05-31
FD-05801,CL-05801,Plata,3304,10% en bebidas y envíos gratis,2025-08-01
FD-05802,CL-05802,Plata,3662,10% en bebidas y envíos gratis,2025-06-23
FD-05803,CL-05803,Bronce,1549,5% descuento en snacks,2025-06-13
FD-05804,CL-05804,Bronce,4218,5% descuento en snacks,2025-07-25
FD-05805,CL-05805,Oro,591,15% en todo + acceso anticipado,2025-08-20
FD-05806,CL-05806,Plata,188,10% en bebidas y envíos gratis,2025-08-20
FD-05807,CL-05807,Plata,4450,10% en bebidas y envíos gratis,2025-07-19
FD-05808,CL-05808,Plata,4424,10% en bebidas y envíos gratis,2025-06-07
FD-05809,CL-05809,Plata,2378,10% en bebidas y envíos gratis,2025-08-14
FD-05810,CL-05810,Bronce,845,5% descuento en snacks,2025-06-24
FD-05811,CL-05811,Plata,508,10% en bebidas y envíos gratis,2025-07-03
FD-05812,CL-05812,Bronce,1545,5% descuento en snacks,2025-07-20
FD-05813,CL-05813,Bronce,4592,5% descuento en snacks,2025-06-15
FD-05814,CL-05814,Plata,485,10% en bebidas y envíos gratis,2025-06-13
FD-05815,CL-05815,Bronce,3520,5% descuento en snacks,2025-06-21
FD-05816,CL-05816,Platino,1635,20% en todo + regalos exclusivos,2025-08-19
FD-05817,CL-05817,Bronce,3913,5% descuento en snacks,2025-07-11
FD-05818,CL-05818,Plata,1631,10% en bebidas y envíos gratis,2025-06-12
FD-05819,CL-05819,Oro,491,15% en todo + acceso anticipado,2025-07-22
FD-05820,CL-05820,Bronce,2204,5% descuento en snacks,2025-08-22
FD-05821,CL-05821,Plata,4625,10% en bebidas y envíos gratis,2025-08-21
FD-05822,CL-05822,Bronce,4170,5% descuento en snacks,2025-05-30
FD-05823,CL-05823,Bronce,2848,5% descuento en snacks,2025-08-02
FD-05824,CL-05824,Bronce,2027,5% descuento en snacks,2025-06-08
FD-05825,CL-05825,Plata,1565,10% en bebidas y envíos gratis,2025-06-18
FD-05826,CL-05826,Oro,3669,15% en todo + acceso anticipado,2025-08-07
FD-05827,CL-05827,Plata,4399,10% en bebidas y envíos gratis,2025-06-12
FD-05828,CL-05828,Bronce,1436,5% descuento en snacks,2025-06-09
FD-05829,CL-05829,Oro,4433,15% en todo + acceso anticipado,2025-07-09
FD-05830,CL-05830,Plata,1518,10% en bebidas y envíos gratis,2025-06-11
FD-05831,CL-05831,Bronce,2897,5% descuento en snacks,2025-06-07
FD-05832,CL-05832,Bronce,2549,5% descuento en snacks,2025-07-11
FD-05833,CL-05833,Bronce,2241,5% descuento en snacks,2025-08-03
FD-05834,CL-05834,Bronce,1390,5% descuento en snacks,2025-07-19
FD-05835,CL-05835,Plata,671,10% en bebidas y envíos gratis,2025-08-21
FD-05836,CL-05836,Bronce,3826,5% descuento en snacks,2025-07-04
FD-05837,CL-05837,Bronce,2344,5% descuento en snacks,2025-08-11
FD-05838,CL-05838,Plata,1510,10% en bebidas y envíos gratis,2025-07-18
FD-05839,CL-05839,Plata,2398,10% en bebidas y envíos gratis,2025-08-04
FD-05840,CL-05840,Bronce,960,5% descuento en snacks,2025-07-27
FD-05841,CL-05841,Platino,3454,20% en todo + regalos exclusivos,2025-07-01
FD-05842,CL-05842,Oro,162,15% en todo + acceso anticipado,2025-07-22
FD-05843,CL-05843,Bronce,2969,5% descuento en snacks,2025-08-20
FD-05844,CL-05844,Oro,3693,15% en todo + acceso anticipado,2025-06-30
FD-05845,CL-05845,Plata,2922,10% en bebidas y envíos gratis,2025-06-19
FD-05846,CL-05846,Bronce,2386,5% descuento en snacks,2025-08-08
FD-05847,CL-05847,Plata,4265,10% en bebidas y envíos gratis,2025-08-05
FD-05848,CL-05848,Bronce,3239,5% descuento en snacks,2025-08-08
FD-05849,CL-05849,Bronce,948,5% descuento en snacks,2025-06-13
FD-05850,CL-05850,Plata,1228,10% en bebidas y envíos gratis,2025-08-15
FD-05851,CL-05851,Platino,3231,20% en todo + regalos exclusivos,2025-07-18
FD-05852,CL-05852,Bronce,3753,5% descuento en snacks,2025-08-13
FD-05853,CL-05853,Oro,1534,15% en todo + acceso anticipado,2025-05-24
FD-05854,CL-05854,Bronce,1194,5% descuento en snacks,2025-05-29
FD-05855,CL-05855,Bronce,327,5% descuento en snacks,2025-05-28
FD-05856,CL-05856,Oro,3454,15% en todo + acceso anticipado,2025-06-12
FD-05857,CL-05857,Platino,3895,20% en todo + regalos exclusivos,2025-07-27
FD-05858,CL-05858,Bronce,3564,5% descuento en snacks,2025-08-06
FD-05859,CL-05859,Plata,1259,10% en bebidas y envíos gratis,2025-05-27
FD-05860,CL-05860,Bronce,1598,5% descuento en snacks,2025-07-06
FD-05861,CL-05861,Bronce,1644,5% descuento en snacks,2025-07-10
FD-05862,CL-05862,Bronce,1289,5% descuento en snacks,2025-07-14
FD-05863,CL-05863,Oro,148,15% en todo + acceso anticipado,2025-06-12
FD-05864,CL-05864,Bronce,241,5% descuento en snacks,2025-07-25
FD-05865,CL-05865,Oro,4079,15% en todo + acceso anticipado,2025-08-17
FD-05866,CL-05866,Bronce,2694,5% descuento en snacks,2025-06-22
FD-05867,CL-05867,Plata,895,10% en bebidas y envíos gratis,2025-08-20
FD-05868,CL-05868,Bronce,4983,5% descuento en snacks,2025-06-03
FD-05869,CL-05869,Oro,322,15% en todo + acceso anticipado,2025-06-27
FD-05870,CL-05870,Oro,357,15% en todo + acceso anticipado,2025-07-11
FD-05871,CL-05871,Platino,2448,20% en todo + regalos exclusivos,2025-06-24
FD-05872,CL-05872,Bronce,874,5% descuento en snacks,2025-07-29
FD-05873,CL-05873,Bronce,1340,5% descuento en snacks,2025-07-27
FD-05874,CL-05874,Bronce,1835,5% descuento en snacks,2025-08-22
FD-05875,CL-05875,Oro,4740,15% en todo + acceso anticipado,2025-06-26
FD-05876,CL-05876,Bronce,4473,5% descuento en snacks,2025-05-26
FD-05877,CL-05877,Bronce,1507,5% descuento en snacks,2025-08-12
FD-05878,CL-05878,Bronce,1259,5% descuento en snacks,2025-06-04
FD-05879,CL-05879,Bronce,819,5% descuento en snacks,2025-06-10
FD-05880,CL-05880,Bronce,1183,5% descuento en snacks,2025-05-29
FD-05881,CL-05881,Plata,3742,10% en bebidas y envíos gratis,2025-08-17
FD-05882,CL-05882,Oro,4305,15% en todo + acceso anticipado,2025-08-22
FD-05883,CL-05883,Bronce,849,5% descuento en snacks,2025-06-16
FD-05884,CL-05884,Oro,250,15% en todo + acceso anticipado,2025-07-26
FD-05885,CL-05885,Bronce,2053,5% descuento en snacks,2025-08-15
FD-05886,CL-05886,Bronce,698,5% descuento en snacks,2025-05-25
FD-05887,CL-05887,Bronce,4951,5% descuento en snacks,2025-08-05
FD-05888,CL-05888,Oro,3940,15% en todo + acceso anticipado,2025-06-13
FD-05889,CL-05889,Bronce,4867,5% descuento en snacks,2025-06-16
FD-05890,CL-05890,Bronce,2589,5% descuento en snacks,2025-08-02
FD-05891,CL-05891,Plata,3308,10% en bebidas y envíos gratis,2025-08-13
FD-05892,CL-05892,Bronce,2625,5% descuento en snacks,2025-07-28
FD-05893,CL-05893,Bronce,4506,5% descuento en snacks,2025-06-26
FD-05894,CL-05894,Oro,3939,15% en todo + acceso anticipado,2025-08-15
FD-05895,CL-05895,Plata,4140,10% en bebidas y envíos gratis,2025-07-01
FD-05896,CL-05896,Bronce,2986,5% descuento en snacks,2025-08-12
FD-05897,CL-05897,Oro,1395,15% en todo + acceso anticipado,2025-08-06
FD-05898,CL-05898,Bronce,3260,5% descuento en snacks,2025-06-06
FD-05899,CL-05899,Bronce,2734,5% descuento en snacks,2025-08-02
FD-05900,CL-05900,Bronce,823,5% descuento en snacks,2025-08-16
FD-05901,CL-05901,Plata,4726,10% en bebidas y envíos gratis,2025-08-18
FD-05902,CL-05902,Bronce,2154,5% descuento en snacks,2025-07-21
FD-05903,CL-05903,Plata,664,10% en bebidas y envíos gratis,2025-07-07
FD-05904,CL-05904,Bronce,382,5% descuento en snacks,2025-08-01
FD-05905,CL-05905,Plata,4702,10% en bebidas y envíos gratis,2025-06-23
FD-05906,CL-05906,Platino,4221,20% en todo + regalos exclusivos,2025-06-29
FD-05907,CL-05907,Plata,4967,10% en bebidas y envíos gratis,2025-08-22
FD-05908,CL-05908,Plata,1087,10% en bebidas y envíos gratis,2025-07-17
FD-05909,CL-05909,Bronce,2330,5% descuento en snacks,2025-06-10
FD-05910,CL-05910,Bronce,2961,5% descuento en snacks,2025-07-27
FD-05911,CL-05911,Bronce,3521,5% descuento en snacks,2025-07-26
FD-05912,CL-05912,Plata,133,10% en bebidas y envíos gratis,2025-08-22
FD-05913,CL-05913,Bronce,4637,5% descuento en snacks,2025-08-16
FD-05914,CL-05914,Bronce,2201,5% descuento en snacks,2025-06-16
FD-05915,CL-05915,Bronce,4984,5% descuento en snacks,2025-06-29
FD-05916,CL-05916,Bronce,4667,5% descuento en snacks,2025-07-20
FD-05917,CL-05917,Plata,3855,10% en bebidas y envíos gratis,2025-08-18
FD-05918,CL-05918,Oro,2916,15% en todo + acceso anticipado,2025-06-13
FD-05919,CL-05919,Bronce,2065,5% descuento en snacks,2025-07-29
FD-05920,CL-05920,Platino,2688,20% en todo + regalos exclusivos,2025-06-04
FD-05921,CL-05921,Bronce,1419,5% descuento en snacks,2025-08-20
FD-05922,CL-05922,Bronce,1357,5% descuento en snacks,2025-06-15
FD-05923,CL-05923,Bronce,3923,5% descuento en snacks,2025-05-25
FD-05924,CL-05924,Bronce,4132,5% descuento en snacks,2025-06-04
FD-05925,CL-05925,Plata,4907,10% en bebidas y envíos gratis,2025-08-11
FD-05926,CL-05926,Oro,4010,15% en todo + acceso anticipado,2025-06-22
FD-05927,CL-05927,Plata,2259,10% en bebidas y envíos gratis,2025-06-25
FD-05928,CL-05928,Bronce,3028,5% descuento en snacks,2025-08-08
FD-05929,CL-05929,Bronce,2647,5% descuento en snacks,2025-08-06
FD-05930,CL-05930,Oro,923,15% en todo + acceso anticipado,2025-06-23
FD-05931,CL-05931,Plata,3365,10% en bebidas y envíos gratis,2025-06-06
FD-05932,CL-05932,Bronce,3424,5% descuento en snacks,2025-06-30
FD-05933,CL-05933,Oro,1228,15% en todo + acceso anticipado,2025-07-21
FD-05934,CL-05934,Bronce,3389,5% descuento en snacks,2025-06-30
FD-05935,CL-05935,Bronce,1097,5% descuento en snacks,2025-06-07
FD-05936,CL-05936,Plata,4617,10% en bebidas y envíos gratis,2025-06-20
FD-05937,CL-05937,Bronce,2468,5% descuento en snacks,2025-07-03
FD-05938,CL-05938,Bronce,4035,5% descuento en snacks,2025-07-13
FD-05939,CL-05939,Plata,2917,10% en bebidas y envíos gratis,2025-08-05
FD-05940,CL-05940,Bronce,2827,5% descuento en snacks,2025-08-15
FD-05941,CL-05941,Plata,173,10% en bebidas y envíos gratis,2025-07-28
FD-05942,CL-05942,Bronce,1051,5% descuento en snacks,2025-07-25
FD-05943,CL-05943,Oro,1323,15% en todo + acceso anticipado,2025-07-28
FD-05944,CL-05944,Bronce,1034,5% descuento en snacks,2025-07-29
FD-05945,CL-05945,Plata,1709,10% en bebidas y envíos gratis,2025-07-28
FD-05946,CL-05946,Bronce,2239,5% descuento en snacks,2025-06-25
FD-05947,CL-05947,Plata,2045,10% en bebidas y envíos gratis,2025-08-12
FD-05948,CL-05948,Plata,4047,10% en bebidas y envíos gratis,2025-07-13
FD-05949,CL-05949,Bronce,2586,5% descuento en snacks,2025-07-21
FD-05950,CL-05950,Bronce,796,5% descuento en snacks,2025-06-13
FD-05951,CL-05951,Plata,2398,10% en bebidas y envíos gratis,2025-06-27
FD-05952,CL-05952,Bronce,853,5% descuento en snacks,2025-06-13
FD-05953,CL-05953,Plata,121,10% en bebidas y envíos gratis,2025-06-21
FD-05954,CL-05954,Bronce,4608,5% descuento en snacks,2025-06-14
FD-05955,CL-05955,Bronce,1979,5% descuento en snacks,2025-08-03
FD-05956,CL-05956,Bronce,783,5% descuento en snacks,2025-07-06
FD-05957,CL-05957,Oro,2407,15% en todo + acceso anticipado,2025-05-27
FD-05958,CL-05958,Bronce,2763,5% descuento en snacks,2025-08-22
FD-05959,CL-05959,Plata,2074,10% en bebidas y envíos gratis,2025-05-26
FD-05960,CL-05960,Bronce,2140,5% descuento en snacks,2025-07-21
FD-05961,CL-05961,Bronce,354,5% descuento en snacks,2025-08-02
FD-05962,CL-05962,Bronce,1550,5% descuento en snacks,2025-05-31
FD-05963,CL-05963,Oro,4906,15% en todo + acceso anticipado,2025-07-29
FD-05964,CL-05964,Oro,4149,15% en todo + acceso anticipado,2025-07-17
FD-05965,CL-05965,Bronce,4803,5% descuento en snacks,2025-08-11
FD-05966,CL-05966,Bronce,4925,5% descuento en snacks,2025-06-07
FD-05967,CL-05967,Bronce,984,5% descuento en snacks,2025-06-06
FD-05968,CL-05968,Plata,4719,10% en bebidas y envíos gratis,2025-08-17
FD-05969,CL-05969,Bronce,2795,5% descuento en snacks,2025-08-05
FD-05970,CL-05970,Bronce,4149,5% descuento en snacks,2025-07-26
FD-05971,CL-05971,Oro,1702,15% en todo + acceso anticipado,2025-08-12
FD-05972,CL-05972,Bronce,2109,5% descuento en snacks,2025-08-15
FD-05973,CL-05973,Bronce,1528,5% descuento en snacks,2025-07-28
FD-05974,CL-05974,Bronce,2786,5% descuento en snacks,2025-07-08
FD-05975,CL-05975,Plata,1540,10% en bebidas y envíos gratis,2025-07-28
FD-05976,CL-05976,Bronce,1239,5% descuento en snacks,2025-07-03
FD-05977,CL-05977,Bronce,2151,5% descuento en snacks,2025-06-22
FD-05978,CL-05978,Bronce,675,5% descuento en snacks,2025-05-26
FD-05979,CL-05979,Bronce,1401,5% descuento en snacks,2025-08-05
FD-05980,CL-05980,Bronce,2130,5% descuento en snacks,2025-07-08
FD-05981,CL-05981,Plata,3088,10% en bebidas y envíos gratis,2025-07-30
FD-05982,CL-05982,Platino,2505,20% en todo + regalos exclusivos,2025-06-13
FD-05983,CL-05983,Oro,984,15% en todo + acceso anticipado,2025-07-29
FD-05984,CL-05984,Bronce,2087,5% descuento en snacks,2025-06-09
FD-05985,CL-05985,Plata,4403,10% en bebidas y envíos gratis,2025-08-17
FD-05986,CL-05986,Bronce,3014,5% descuento en snacks,2025-08-16
FD-05987,CL-05987,Bronce,2611,5% descuento en snacks,2025-06-21
FD-05988,CL-05988,Plata,241,10% en bebidas y envíos gratis,2025-06-14
FD-05989,CL-05989,Plata,560,10% en bebidas y envíos gratis,2025-08-19
FD-05990,CL-05990,Bronce,2472,5% descuento en snacks,2025-06-26
FD-05991,CL-05991,Oro,1674,15% en todo + acceso anticipado,2025-06-27
FD-05992,CL-05992,Plata,2475,10% en bebidas y envíos gratis,2025-06-13
FD-05993,CL-05993,Bronce,3174,5% descuento en snacks,2025-05-31
FD-05994,CL-05994,Bronce,3452,5% descuento en snacks,2025-06-03
FD-05995,CL-05995,Bronce,1267,5% descuento en snacks,2025-07-08
FD-05996,CL-05996,Bronce,1565,5% descuento en snacks,2025-08-02
