pago_id,order_proveedor_id,provider_id,provider_name,fecha_orden,condicion_pago,fecha_vencimiento,fecha_pago,monto_total,estado_pago
PP-003222,O-003222,PR-00271,株式会社吉田保険,2025-08-21,30 días,2025-09-20,,4557.15,Pendiente
PP-003223,O-003223,PR-00242,池田農林有限会社,2025-07-14,60 días,2025-09-12,,1842.75,Pendiente
PP-003224,O-003224,PR-00245,有限会社山口食品,2025-06-29,60 días,2025-08-28,,6202.74,Pendiente
PP-003225,O-003225,PR-00246,株式会社村上運輸,2025-08-24,60 días,2025-10-23,2025-08-24,2042.21,Pagado
PP-003226,O-003226,PR-00246,株式会社村上運輸,2025-08-23,60 días,2025-10-22,,5345.28,Pendiente
PP-003227,O-003227,PR-00247,合同会社中村鉱業,2025-06-30,90 días,2025-09-28,2025-09-24,2691.54,Pagado
PP-003228,O-003228,PR-00994,株式会社伊藤情報,2025-08-20,60 días,2025-10-19,2025-09-02,2486.8,Pagado
PP-003229,O-003229,PR-00280,石井印刷株式会社,2025-07-22,60 días,2025-09-20,2025-09-11,8502.79,Pagado
PP-003230,O-003230,PR-01037,株式会社吉田通信,2025-07-18,30 días,2025-08-17,,887.2,Pendiente
PP-003231,O-003231,PR-00281,高橋銀行合同会社,2025-07-31,90 días,2025-10-29,2025-08-11,926.84,Pagado
PP-003232,O-003232,PR-00281,高橋銀行合同会社,2025-07-09,90 días,2025-10-07,2025-09-20,6836.05,Pagado
PP-003233,O-003233,PR-00269,株式会社山崎建設,2025-08-08,Contado,2025-08-08,2025-08-08,9564.09,Pagado
PP-003234,O-003234,PR-00269,株式会社山崎建設,2025-07-30,Contado,2025-07-30,2025-07-30,2095.8,Pagado
PP-003235,O-003235,PR-01281,斉藤運輸株式会社,2025-08-24,30 días,2025-09-23,,12668.66,Pendiente
PP-003236,O-003236,PR-00272,西村保険株式会社,2025-06-30,60 días,2025-08-29,,425.88,Pendiente
PP-003237,O-003237,PR-01254,合同会社山田ガス,2025-07-27,90 días,2025-10-25,2025-07-30,6167.4,Pagado
PP-003238,O-003238,PR-01039,岡田運輸有限会社,2025-07-29,90 días,2025-10-27,2025-08-02,5729.42,Pagado
PP-003239,O-003239,PR-00248,中村水産株式会社,2025-07-29,90 días,2025-10-27,2025-08-28,1972.71,Pagado
PP-003240,O-003240,PR-00248,中村水産株式会社,2025-08-08,90 días,2025-11-06,2025-10-28,10230.33,Pagado
PP-003241,O-003241,PR-00770,合同会社加藤印刷,2025-08-14,90 días,2025-11-12,2025-09-17,1995.0,Pagado
PP-003242,O-003242,PR-01037,株式会社吉田通信,2025-07-08,30 días,2025-08-07,2025-07-20,4029.0,Pagado
PP-003243,O-003243,PR-01037,株式会社吉田通信,2025-07-28,30 días,2025-08-27,,10350.9,Pendiente
PP-003244,O-003244,PR-01037,株式会社吉田通信,2025-07-31,30 días,2025-08-30,2025-08-25,3250.8,Pagado
PP-003245,O-003245,PR-00281,高橋銀行合同会社,2025-07-27,90 días,2025-10-25,,1519.35,Pendiente
PP-003246,O-003246,PR-01059,株式会社山口電気,2025-07-06,60 días,2025-09-04,2025-07-17,4578.08,Pagado
PP-003247,O-003247,PR-01212,有限会社清水情報,2025-07-07,90 días,2025-10-05,2025-07-18,445.5,Pagado
PP-003248,O-003248,PR-01212,有限会社清水情報,2025-06-29,90 días,2025-09-27,2025-08-21,6267.84,Pagado
PP-003249,O-003249,PR-00271,株式会社吉田保険,2025-08-08,30 días,2025-09-07,2025-09-06,5443.5,Pagado
PP-003250,O-003250,PR-00272,西村保険株式会社,2025-07-14,60 días,2025-09-12,,2471.63,Pendiente
PP-003251,O-003251,PR-00966,合同会社木村運輸,2025-08-05,30 días,2025-09-04,2025-08-29,8427.66,Pagado
PP-003252,O-003252,PR-00860,田中ガス株式会社,2025-07-02,60 días,2025-08-31,2025-07-26,3267.68,Pagado
PP-003253,O-003253,PR-00860,田中ガス株式会社,2025-08-15,60 días,2025-10-14,2025-09-12,12636.42,Pagado
PP-003254,O-003254,PR-00953,渡辺電気株式会社,2025-07-04,90 días,2025-10-02,2025-09-15,279.74,Pagado
PP-003255,O-003255,PR-00280,石井印刷株式会社,2025-08-01,60 días,2025-09-30,2025-08-30,3461.08,Pagado
PP-003256,O-003256,PR-00282,有限会社阿部ガス,2025-08-13,60 días,2025-10-12,2025-09-18,6489.56,Pagado
PP-003257,O-003257,PR-00269,株式会社山崎建設,2025-07-24,Contado,2025-07-24,2025-07-24,4733.4,Pagado
PP-003258,O-003258,PR-00981,株式会社坂本情報,2025-08-08,30 días,2025-09-07,2025-08-31,225.9,Pagado
PP-003259,O-003259,PR-00271,株式会社吉田保険,2025-08-21,30 días,2025-09-20,,1692.36,Pendiente
PP-003260,O-003260,PR-01328,木村通信有限会社,2025-07-04,30 días,2025-08-03,2025-07-24,4556.64,Pagado
PP-003261,O-003261,PR-00242,池田農林有限会社,2025-06-29,60 días,2025-08-28,2025-07-04,3966.56,Pagado
PP-003262,O-003262,PR-00242,池田農林有限会社,2025-08-22,60 días,2025-10-21,2025-10-12,4713.1,Pagado
PP-003263,O-003263,PR-00278,株式会社佐藤情報,2025-07-24,30 días,2025-08-23,,752.7,Retrasado
PP-003264,O-003264,PR-01139,石川食品合同会社,2025-06-29,90 días,2025-09-27,2025-09-25,3174.92,Pagado
PP-003265,O-003265,PR-00281,高橋銀行合同会社,2025-07-15,90 días,2025-10-13,,473.0,Pendiente
PP-003266,O-003266,PR-01059,株式会社山口電気,2025-07-28,60 días,2025-09-26,,8980.68,Pendiente
PP-003267,O-003267,PR-00270,有限会社渡辺印刷,2025-08-19,30 días,2025-09-18,2025-08-31,2028.88,Pagado
PP-003268,O-003268,PR-00272,西村保険株式会社,2025-07-21,60 días,2025-09-19,2025-09-03,1307.32,Pagado
PP-003269,O-003269,PR-00241,藤原電気有限会社,2025-06-30,90 días,2025-09-28,,1599.93,Pendiente
PP-003270,O-003270,PR-01328,木村通信有限会社,2025-08-11,30 días,2025-09-10,,4184.04,Pendiente
PP-003271,O-003271,PR-00860,田中ガス株式会社,2025-07-02,60 días,2025-08-31,,6655.5,Pendiente
PP-003272,O-003272,PR-00953,渡辺電気株式会社,2025-06-30,90 días,2025-09-28,2025-09-13,2309.04,Pagado
PP-003273,O-003273,PR-00953,渡辺電気株式会社,2025-08-23,90 días,2025-11-21,2025-09-25,8596.48,Pagado
PP-003274,O-003274,PR-00637,阿部電気有限会社,2025-08-15,90 días,2025-11-13,,1832.76,Pendiente
PP-003275,O-003275,PR-00280,石井印刷株式会社,2025-07-21,60 días,2025-09-19,2025-07-28,3385.44,Pagado
PP-003276,O-003276,PR-00269,株式会社山崎建設,2025-07-13,Contado,2025-07-13,2025-07-13,10290.18,Pagado
PP-003277,O-003277,PR-00270,有限会社渡辺印刷,2025-07-07,30 días,2025-08-06,,2932.56,Retrasado
PP-003278,O-003278,PR-01362,合同会社中川印刷,2025-08-15,90 días,2025-11-13,2025-10-10,11969.8,Pagado
PP-003279,O-003279,PR-01229,有限会社藤原電気,2025-08-09,90 días,2025-11-07,,1440.49,Pendiente
PP-003280,O-003280,PR-00773,岡田電気株式会社,2025-08-05,90 días,2025-11-03,,4418.0,Pendiente
PP-003281,O-003281,PR-01254,合同会社山田ガス,2025-08-01,90 días,2025-10-30,2025-08-02,4117.2,Pagado
PP-003282,O-003282,PR-00860,田中ガス株式会社,2025-07-14,60 días,2025-09-12,2025-09-10,5652.57,Pagado
PP-003283,O-003283,PR-01276,後藤鉱業株式会社,2025-08-24,60 días,2025-10-23,,5835.26,Pendiente
PP-003284,O-003284,PR-00953,渡辺電気株式会社,2025-08-02,90 días,2025-10-31,,7684.6,Pendiente
PP-003285,O-003285,PR-00279,有限会社佐藤ガス,2025-07-03,60 días,2025-09-01,2025-08-30,7365.12,Pagado
PP-003286,O-003286,PR-00281,高橋銀行合同会社,2025-07-30,90 días,2025-10-28,2025-10-09,719.32,Pagado
PP-003287,O-003287,PR-00282,有限会社阿部ガス,2025-07-30,60 días,2025-09-28,,1770.59,Pendiente
PP-003288,O-003288,PR-01059,株式会社山口電気,2025-07-24,60 días,2025-09-22,2025-09-17,11074.65,Pagado
PP-003289,O-003289,PR-01281,斉藤運輸株式会社,2025-08-21,30 días,2025-09-20,2025-09-02,1263.68,Pagado
PP-003290,O-003290,PR-00923,小林ガス有限会社,2025-08-13,30 días,2025-09-12,2025-08-29,1223.25,Pagado
PP-003291,O-003291,PR-00722,合同会社池田運輸,2025-06-29,60 días,2025-08-28,2025-07-11,1988.35,Pagado
PP-003292,O-003292,PR-00281,高橋銀行合同会社,2025-07-07,90 días,2025-10-05,,7855.2,Pendiente
PP-003293,O-003293,PR-00880,田中水産株式会社,2025-07-13,30 días,2025-08-12,,8145.56,Pendiente
PP-003294,O-003294,PR-01212,有限会社清水情報,2025-08-10,90 días,2025-11-08,,3002.88,Pendiente
PP-003295,O-003295,PR-01328,木村通信有限会社,2025-07-24,30 días,2025-08-23,,4180.8,Pendiente
PP-003296,O-003296,PR-00242,池田農林有限会社,2025-07-10,60 días,2025-09-08,2025-07-12,292.41,Pagado
PP-003297,O-003297,PR-00278,株式会社佐藤情報,2025-07-29,30 días,2025-08-28,2025-08-14,578.9,Pagado
PP-003298,O-003298,PR-00637,阿部電気有限会社,2025-08-08,90 días,2025-11-06,,440.55,Pendiente
PP-003299,O-003299,PR-01139,石川食品合同会社,2025-07-23,90 días,2025-10-21,2025-10-10,2535.06,Pagado
PP-003300,O-003300,PR-00897,有限会社岡田情報,2025-08-20,90 días,2025-11-18,,1624.86,Pendiente
PP-003301,O-003301,PR-01043,高橋保険合同会社,2025-08-10,Contado,2025-08-10,2025-08-10,3361.68,Pagado
PP-003302,O-003302,PR-00271,株式会社吉田保険,2025-08-09,30 días,2025-09-08,,4156.25,Pendiente
PP-003303,O-003303,PR-00272,西村保険株式会社,2025-07-13,60 días,2025-09-11,,6265.31,Pendiente
PP-003304,O-003304,PR-01362,合同会社中川印刷,2025-07-04,90 días,2025-10-02,2025-09-02,2467.9,Pagado
PP-003305,O-003305,PR-00243,株式会社石川運輸,2025-08-20,60 días,2025-10-19,2025-09-20,5091.1,Pagado
PP-003306,O-003306,PR-00243,株式会社石川運輸,2025-07-26,60 días,2025-09-24,2025-09-11,2389.32,Pagado
PP-003307,O-003307,PR-00278,株式会社佐藤情報,2025-08-19,30 días,2025-09-18,2025-08-31,2336.67,Pagado
PP-003308,O-003308,PR-00637,阿部電気有限会社,2025-07-08,90 días,2025-10-06,2025-09-04,2592.53,Pagado
PP-003309,O-003309,PR-00280,石井印刷株式会社,2025-07-28,60 días,2025-09-26,,5804.92,Pendiente
PP-003310,O-003310,PR-00280,石井印刷株式会社,2025-07-29,60 días,2025-09-27,2025-09-08,1494.72,Pagado
PP-003311,O-003311,PR-00880,田中水産株式会社,2025-08-03,30 días,2025-09-02,,7066.92,Pendiente
PP-003312,O-003312,PR-01043,高橋保険合同会社,2025-07-29,Contado,2025-07-29,2025-07-29,216.0,Pagado
PP-003313,O-003313,PR-00270,有限会社渡辺印刷,2025-08-13,30 días,2025-09-12,2025-08-23,2720.16,Pagado
PP-003314,O-003314,PR-01281,斉藤運輸株式会社,2025-08-09,30 días,2025-09-08,2025-08-13,11885.45,Pagado
PP-003315,O-003315,PR-00271,株式会社吉田保険,2025-07-22,30 días,2025-08-21,,1961.0,Pendiente
PP-003316,O-003316,PR-00272,西村保険株式会社,2025-07-22,60 días,2025-09-20,,4439.88,Pendiente
PP-003317,O-003317,PR-01362,合同会社中川印刷,2025-07-17,90 días,2025-10-15,,9555.0,Pendiente
PP-003318,O-003318,PR-00242,池田農林有限会社,2025-07-04,60 días,2025-09-02,2025-08-24,4662.35,Pagado
PP-003319,O-003319,PR-00245,有限会社山口食品,2025-07-15,60 días,2025-09-13,,1006.67,Pendiente
PP-003320,O-003320,PR-00914,株式会社石井印刷,2025-06-29,30 días,2025-07-29,2025-07-27,1395.2,Pagado
PP-003321,O-003321,PR-01473,岡本鉱業有限会社,2025-07-02,Contado,2025-07-02,2025-07-02,3179.96,Pagado
PP-003322,O-003322,PR-00271,株式会社吉田保険,2025-07-05,30 días,2025-08-04,2025-07-30,5623.68,Pagado
PP-003323,O-003323,PR-00272,西村保険株式会社,2025-08-07,60 días,2025-10-06,2025-09-22,2845.96,Pagado
PP-003324,O-003324,PR-00241,藤原電気有限会社,2025-07-03,90 días,2025-10-01,,5626.14,Pendiente
PP-003325,O-003325,PR-00860,田中ガス株式会社,2025-08-12,60 días,2025-10-11,,1900.99,Pendiente
PP-003326,O-003326,PR-00722,合同会社池田運輸,2025-07-03,60 días,2025-09-01,2025-07-09,3558.32,Pagado
PP-003327,O-003327,PR-01037,株式会社吉田通信,2025-08-08,30 días,2025-09-07,,8168.6,Pendiente
PP-003328,O-003328,PR-00914,株式会社石井印刷,2025-07-04,30 días,2025-08-03,,9071.92,Retrasado
PP-003329,O-003329,PR-00280,石井印刷株式会社,2025-07-10,60 días,2025-09-08,,2039.4,Pendiente
PP-003330,O-003330,PR-00268,株式会社鈴木農林,2025-07-30,30 días,2025-08-29,2025-08-28,6812.17,Pagado
PP-003331,O-003331,PR-01043,高橋保険合同会社,2025-07-01,Contado,2025-07-01,,5378.36,Retrasado
PP-003332,O-003332,PR-00270,有限会社渡辺印刷,2025-07-29,30 días,2025-08-28,2025-08-13,4049.73,Pagado
PP-003333,O-003333,PR-00981,株式会社坂本情報,2025-08-14,30 días,2025-09-13,2025-09-08,6500.34,Pagado
PP-003334,O-003334,PR-00272,西村保険株式会社,2025-08-09,60 días,2025-10-08,,1777.5,Pendiente
PP-003335,O-003335,PR-00241,藤原電気有限会社,2025-06-28,90 días,2025-09-26,,1444.43,Pendiente
PP-003336,O-003336,PR-01229,有限会社藤原電気,2025-08-16,90 días,2025-11-14,,2747.1,Pendiente
PP-003337,O-003337,PR-00773,岡田電気株式会社,2025-08-21,90 días,2025-11-19,2025-10-04,652.55,Pagado
PP-003338,O-003338,PR-00242,池田農林有限会社,2025-08-24,60 días,2025-10-23,2025-09-14,7155.46,Pagado
PP-003339,O-003339,PR-00243,株式会社石川運輸,2025-08-20,60 días,2025-10-19,,11720.7,Pendiente
PP-003340,O-003340,PR-00966,合同会社木村運輸,2025-07-10,30 días,2025-08-09,2025-07-28,5335.5,Pagado
PP-003341,O-003341,PR-01276,後藤鉱業株式会社,2025-06-28,60 días,2025-08-27,2025-08-18,559.68,Pagado
PP-003342,O-003342,PR-00914,株式会社石井印刷,2025-07-29,30 días,2025-08-28,2025-07-30,1294.8,Pagado
PP-003343,O-003343,PR-00280,石井印刷株式会社,2025-08-24,60 días,2025-10-23,,7692.95,Pendiente
PP-003344,O-003344,PR-01473,岡本鉱業有限会社,2025-07-21,Contado,2025-07-21,,4646.64,Retrasado
PP-003345,O-003345,PR-00271,株式会社吉田保険,2025-07-24,30 días,2025-08-23,,6476.36,Retrasado
PP-003346,O-003346,PR-00242,池田農林有限会社,2025-08-24,60 días,2025-10-23,,5003.88,Pendiente
PP-003347,O-003347,PR-00243,株式会社石川運輸,2025-08-20,60 días,2025-10-19,2025-09-26,956.42,Pagado
PP-003348,O-003348,PR-00245,有限会社山口食品,2025-08-05,60 días,2025-10-04,,2359.84,Pendiente
PP-003349,O-003349,PR-00722,合同会社池田運輸,2025-08-03,60 días,2025-10-02,2025-08-03,2959.66,Pagado
PP-003350,O-003350,PR-01276,後藤鉱業株式会社,2025-08-21,60 días,2025-10-20,2025-08-30,4641.35,Pagado
PP-003351,O-003351,PR-00282,有限会社阿部ガス,2025-08-05,60 días,2025-10-04,2025-09-23,4739.7,Pagado
PP-003352,O-003352,PR-01281,斉藤運輸株式会社,2025-07-03,30 días,2025-08-02,2025-07-12,11430.4,Pagado
PP-003353,O-003353,PR-00272,西村保険株式会社,2025-07-17,60 días,2025-09-15,,1614.66,Pendiente
PP-003354,O-003354,PR-01328,木村通信有限会社,2025-07-05,30 días,2025-08-04,,859.74,Pendiente
PP-003355,O-003355,PR-00241,藤原電気有限会社,2025-08-15,90 días,2025-11-13,2025-10-12,4612.5,Pagado
PP-003356,O-003356,PR-00242,池田農林有限会社,2025-07-20,60 días,2025-09-18,2025-09-09,3635.46,Pagado
PP-003357,O-003357,PR-00923,小林ガス有限会社,2025-08-01,30 días,2025-08-31,,2727.9,Pendiente
PP-003358,O-003358,PR-00966,合同会社木村運輸,2025-08-08,30 días,2025-09-07,2025-08-24,10176.84,Pagado
PP-003359,O-003359,PR-00923,小林ガス有限会社,2025-07-12,30 días,2025-08-11,,6894.36,Retrasado
PP-003360,O-003360,PR-00245,有限会社山口食品,2025-06-26,60 días,2025-08-25,,1186.14,Pendiente
PP-003361,O-003361,PR-00637,阿部電気有限会社,2025-07-27,90 días,2025-10-25,2025-09-27,6258.72,Pagado
PP-003362,O-003362,PR-01059,株式会社山口電気,2025-07-15,60 días,2025-09-13,,1193.25,Pendiente
PP-003363,O-003363,PR-00880,田中水産株式会社,2025-07-29,30 días,2025-08-28,,3871.68,Pendiente
PP-003364,O-003364,PR-00271,株式会社吉田保険,2025-08-11,30 días,2025-09-10,2025-09-05,1739.99,Pagado
PP-003365,O-003365,PR-00272,西村保険株式会社,2025-07-10,60 días,2025-09-08,,3522.09,Pendiente
PP-003366,O-003366,PR-01362,合同会社中川印刷,2025-08-02,90 días,2025-10-31,,643.25,Pendiente
PP-003367,O-003367,PR-00242,池田農林有限会社,2025-07-11,60 días,2025-09-09,2025-07-27,9415.56,Pagado
PP-003368,O-003368,PR-00966,合同会社木村運輸,2025-07-05,30 días,2025-08-04,2025-07-25,1416.07,Pagado
PP-003369,O-003369,PR-00730,Monnier,2025-07-06,90 días,2025-10-04,,724.68,Pendiente
PP-003370,O-003370,PR-00327,Reynaud,2025-07-05,60 días,2025-09-03,,6481.5,Pendiente
PP-003371,O-003371,PR-00732,Royer,2025-07-13,60 días,2025-09-11,2025-08-01,1393.76,Pagado
PP-003372,O-003372,PR-00288,Costa,2025-07-24,30 días,2025-08-23,2025-08-20,7953.4,Pagado
PP-003373,O-003373,PR-00288,Costa,2025-07-05,30 días,2025-08-04,2025-07-21,13181.25,Pagado
PP-003374,O-003374,PR-01183,Sauvage,2025-07-05,Contado,2025-07-05,,2125.24,Retrasado
PP-003375,O-003375,PR-00838,Étienne,2025-07-04,30 días,2025-08-03,2025-07-18,1158.08,Pagado
PP-003376,O-003376,PR-00291,Dias,2025-08-10,30 días,2025-09-09,,10342.4,Pendiente
PP-003377,O-003377,PR-00293,Couturier Philippe S.A.R.L.,2025-07-28,30 días,2025-08-27,2025-08-26,6975.0,Pagado
PP-003378,O-003378,PR-00293,Couturier Philippe S.A.R.L.,2025-07-17,30 días,2025-08-16,,8810.64,Pendiente
PP-003379,O-003379,PR-00879,Bourdon S.A.S.,2025-07-13,90 días,2025-10-11,2025-07-21,1430.1,Pagado
PP-003380,O-003380,PR-00837,Bazin,2025-08-24,60 días,2025-10-23,2025-10-09,2246.4,Pagado
PP-003381,O-003381,PR-00852,Rolland Chauvet et Fils,2025-07-28,60 días,2025-09-26,2025-08-13,1814.14,Pagado
PP-003382,O-003382,PR-00821,Lagarde,2025-07-30,90 días,2025-10-28,2025-09-22,6200.63,Pagado
PP-003383,O-003383,PR-00322,Muller,2025-08-04,60 días,2025-10-03,,3947.77,Pendiente
PP-003384,O-003384,PR-00323,Leclercq,2025-08-05,60 días,2025-10-04,2025-09-18,10260.69,Pagado
PP-003385,O-003385,PR-00324,Menard Pruvost S.A.S.,2025-08-19,90 días,2025-11-17,,11697.6,Pendiente
PP-003386,O-003386,PR-00306,Goncalves,2025-08-02,30 días,2025-09-01,2025-08-09,957.04,Pagado
PP-003387,O-003387,PR-01352,Chartier,2025-06-29,60 días,2025-08-28,,4969.58,Pendiente
PP-003388,O-003388,PR-00299,Julien S.A.S.,2025-08-02,90 días,2025-10-31,2025-09-24,770.58,Pagado
PP-003389,O-003389,PR-01449,Lombard S.A.S.,2025-07-13,90 días,2025-10-11,,13024.44,Pendiente
PP-003390,O-003390,PR-00301,Hamel,2025-07-20,Contado,2025-07-20,,4838.88,Pendiente
PP-003391,O-003391,PR-00301,Hamel,2025-08-17,Contado,2025-08-17,2025-08-17,1635.06,Pagado
PP-003392,O-003392,PR-00302,Fontaine,2025-07-22,30 días,2025-08-21,,574.08,Pendiente
PP-003393,O-003393,PR-00284,Hamon S.A.S.,2025-07-04,90 días,2025-10-02,,11770.11,Pendiente
PP-003394,O-003394,PR-00624,Joubert,2025-07-25,30 días,2025-08-24,,3000.48,Retrasado
PP-003395,O-003395,PR-00625,Caron Delahaye et Fils,2025-07-02,90 días,2025-09-30,,2556.54,Pendiente
PP-003396,O-003396,PR-00894,Lamy Hoarau S.A.R.L.,2025-07-27,90 días,2025-10-25,,6094.55,Pendiente
PP-003397,O-003397,PR-00303,Fabre et Fils,2025-08-17,30 días,2025-09-16,2025-08-23,4747.68,Pagado
PP-003398,O-003398,PR-01171,Bertin et Fils,2025-07-19,60 días,2025-09-17,,8221.32,Pendiente
PP-003399,O-003399,PR-00307,Leclerc Robert S.A.R.L.,2025-07-29,90 días,2025-10-27,,11359.67,Pendiente
PP-003400,O-003400,PR-00307,Leclerc Robert S.A.R.L.,2025-07-29,90 días,2025-10-27,2025-08-11,2160.48,Pagado
PP-003401,O-003401,PR-01069,Guyon S.A.S.,2025-07-08,60 días,2025-09-06,2025-08-28,3792.0,Pagado
PP-003402,O-003402,PR-00309,Pottier Chevalier SA,2025-08-23,60 días,2025-10-22,,3130.26,Pendiente
PP-003403,O-003403,PR-00309,Pottier Chevalier SA,2025-07-24,60 días,2025-09-22,2025-09-15,12754.56,Pagado
PP-003404,O-003404,PR-01035,Lagarde Durand SA,2025-06-30,Contado,2025-06-30,2025-06-30,7711.03,Pagado
PP-003405,O-003405,PR-00959,Payet,2025-08-03,30 días,2025-09-02,2025-08-28,2317.94,Pagado
PP-003406,O-003406,PR-00959,Payet,2025-07-03,30 días,2025-08-02,2025-07-07,8487.6,Pagado
PP-003407,O-003407,PR-00325,Nguyen,2025-07-19,60 días,2025-09-17,2025-09-08,2762.55,Pagado
PP-003408,O-003408,PR-00327,Reynaud,2025-08-14,60 días,2025-10-13,2025-08-27,2751.63,Pagado
PP-003409,O-003409,PR-00328,Denis S.A.S.,2025-08-20,60 días,2025-10-19,,3654.9,Pendiente
PP-003410,O-003410,PR-00315,Roche S.A.R.L.,2025-07-30,60 días,2025-09-28,,2049.06,Pendiente
PP-003411,O-003411,PR-00316,Morin,2025-07-07,90 días,2025-10-05,,950.13,Pendiente
PP-003412,O-003412,PR-00940,Dufour,2025-06-29,60 días,2025-08-28,,6638.16,Pendiente
PP-003413,O-003413,PR-00940,Dufour,2025-08-10,60 días,2025-10-09,2025-09-09,9121.14,Pagado
PP-003414,O-003414,PR-00732,Royer,2025-07-09,60 días,2025-09-07,,4092.6,Pendiente
PP-003415,O-003415,PR-01183,Sauvage,2025-07-05,Contado,2025-07-05,2025-07-05,1416.95,Pagado
PP-003416,O-003416,PR-00292,Valentin,2025-07-09,60 días,2025-09-07,,632.53,Pendiente
PP-003417,O-003417,PR-00292,Valentin,2025-07-24,60 días,2025-09-22,,151.65,Pendiente
PP-003418,O-003418,PR-00293,Couturier Philippe S.A.R.L.,2025-08-20,30 días,2025-09-19,,2227.05,Pendiente
PP-003419,O-003419,PR-00293,Couturier Philippe S.A.R.L.,2025-07-09,30 días,2025-08-08,2025-07-30,6728.68,Pagado
PP-003420,O-003420,PR-00296,Léger,2025-07-24,60 días,2025-09-22,2025-07-25,3226.54,Pagado
PP-003421,O-003421,PR-01120,Philippe,2025-08-15,60 días,2025-10-14,,1534.14,Pendiente
PP-003422,O-003422,PR-00823,Leclerc,2025-07-05,90 días,2025-10-03,2025-08-18,4176.72,Pagado
PP-003423,O-003423,PR-00299,Julien S.A.S.,2025-07-26,90 días,2025-10-24,2025-08-12,2696.1,Pagado
PP-003424,O-003424,PR-00299,Julien S.A.S.,2025-08-03,90 días,2025-11-01,2025-08-13,2179.52,Pagado
PP-003425,O-003425,PR-01449,Lombard S.A.S.,2025-07-27,90 días,2025-10-25,,256.5,Pendiente
PP-003426,O-003426,PR-00302,Fontaine,2025-07-22,30 días,2025-08-21,2025-08-14,12747.51,Pagado
PP-003427,O-003427,PR-01218,Bourdon,2025-07-04,90 días,2025-10-02,,11072.16,Pendiente
PP-003428,O-003428,PR-00287,Petit S.A.,2025-06-30,Contado,2025-06-30,2025-06-30,5628.0,Pagado
PP-003429,O-003429,PR-00992,Rey,2025-06-29,30 días,2025-07-29,2025-07-12,4840.56,Pagado
PP-003430,O-003430,PR-00305,Marques,2025-08-19,60 días,2025-10-18,2025-09-01,615.48,Pagado
PP-003431,O-003431,PR-01148,Rodrigues S.A.,2025-08-13,30 días,2025-09-12,2025-08-13,7266.6,Pagado
PP-003432,O-003432,PR-00305,Marques,2025-08-06,60 días,2025-10-05,,4139.85,Pendiente
PP-003433,O-003433,PR-00823,Leclerc,2025-07-05,90 días,2025-10-03,,4001.91,Pendiente
PP-003434,O-003434,PR-00298,Bourgeois,2025-08-17,90 días,2025-11-15,2025-09-01,1765.02,Pagado
PP-003435,O-003435,PR-00777,Baudry SARL,2025-08-11,Contado,2025-08-11,2025-08-11,472.08,Pagado
PP-003436,O-003436,PR-01069,Guyon S.A.S.,2025-07-08,60 días,2025-09-06,2025-08-07,11918.7,Pagado
PP-003437,O-003437,PR-00309,Pottier Chevalier SA,2025-06-26,60 días,2025-08-25,2025-07-15,7784.14,Pagado
PP-003438,O-003438,PR-00869,Martinez SA,2025-07-16,60 días,2025-09-14,2025-09-09,6204.5,Pagado
PP-003439,O-003439,PR-01035,Lagarde Durand SA,2025-07-04,Contado,2025-07-04,,2483.2,Pendiente
PP-003440,O-003440,PR-00712,Marty,2025-06-26,90 días,2025-09-24,2025-09-18,7305.97,Pagado
PP-003441,O-003441,PR-00846,Sanchez Toussaint SARL,2025-08-10,30 días,2025-09-09,2025-08-18,2111.4,Pagado
PP-003442,O-003442,PR-00730,Monnier,2025-07-25,90 días,2025-10-23,,6645.25,Pendiente
PP-003443,O-003443,PR-00329,Adam,2025-08-16,60 días,2025-10-15,,6951.04,Pendiente
PP-003444,O-003444,PR-00329,Adam,2025-08-05,60 días,2025-10-04,,5631.03,Pendiente
PP-003445,O-003445,PR-01015,Hamel,2025-08-02,30 días,2025-09-01,2025-08-29,4944.79,Pagado
PP-003446,O-003446,PR-01087,Blanc,2025-06-27,30 días,2025-07-27,2025-07-06,3383.0,Pagado
PP-003447,O-003447,PR-01183,Sauvage,2025-07-05,Contado,2025-07-05,,4018.3,Retrasado
PP-003448,O-003448,PR-00838,Étienne,2025-07-10,30 días,2025-08-09,2025-08-07,1180.48,Pagado
PP-003449,O-003449,PR-00838,Étienne,2025-07-13,30 días,2025-08-12,2025-08-05,172.9,Pagado
PP-003450,O-003450,PR-00292,Valentin,2025-08-02,60 días,2025-10-01,2025-08-24,1968.6,Pagado
PP-003451,O-003451,PR-00292,Valentin,2025-08-22,60 días,2025-10-21,,1860.48,Pendiente
PP-003452,O-003452,PR-00293,Couturier Philippe S.A.R.L.,2025-07-09,30 días,2025-08-08,2025-07-30,8308.56,Pagado
PP-003453,O-003453,PR-00293,Couturier Philippe S.A.R.L.,2025-08-11,30 días,2025-09-10,2025-09-01,2468.74,Pagado
PP-003454,O-003454,PR-00837,Bazin,2025-07-10,60 días,2025-09-08,,3733.24,Pendiente
PP-003455,O-003455,PR-01443,Boulay S.A.,2025-07-26,30 días,2025-08-25,,4036.22,Pendiente
PP-003456,O-003456,PR-00296,Léger,2025-08-02,60 días,2025-10-01,,1014.0,Pendiente
PP-003457,O-003457,PR-01251,Michaud et Fils,2025-07-20,90 días,2025-10-18,2025-08-18,3278.19,Pagado
