cobro_id,venta_id,fecha_cobro,monto_total,metodo_pago,estado_pago
PG-02348,C-002348,2025-08-01,858.51,Tarjeta,Completado
PG-02349,C-002349,2025-06-22,215.98,Tarjeta,Completado
PG-02350,C-002350,2025-08-14,635.06,Tarjeta,Pendiente
PG-02351,C-002351,2025-07-07,288.37,Efectivo,Completado
PG-02352,C-002352,2025-08-22,189.0,Amazon Pay,Completado
PG-02353,C-002353,2025-08-26,63.36,Transferencia,Pendiente
PG-02354,C-002354,2025-06-11,1054.97,Transferencia,Completado
PG-02355,C-002355,2025-07-05,671.26,Tarjeta,Completado
PG-02356,C-002356,2025-06-28,765.81,Efectivo,Completado
PG-02357,C-002357,2025-08-11,654.43,Transferencia,Completado
PG-02358,C-002358,2025-08-23,224.3,Bizum,Completado
PG-02359,C-002359,2025-06-24,1097.27,Amazon Pay,Completado
PG-02360,C-002360,2025-07-21,1072.67,Amazon Pay,Completado
PG-02361,C-002361,2025-08-10,424.68,Transferencia,Completado
PG-02362,C-002362,2025-07-23,421.63,Transferencia,Pendiente
PG-02363,C-002363,2025-06-06,1491.86,Transferencia,Completado
PG-02364,C-002364,2025-08-24,448.14,Tarjeta,Completado
PG-02365,C-002365,2025-08-09,244.88,Transferencia,Completado
PG-02366,C-002366,2025-07-29,655.25,Transferencia,Completado
PG-02367,C-002367,2025-06-04,959.33,Transferencia,Completado
PG-02368,C-002368,2025-06-02,713.27,Tarjeta,Completado
PG-02369,C-002369,2025-06-03,24.06,Tarjeta,Pendiente
PG-02370,C-002370,2025-08-15,1189.82,Transferencia,Completado
PG-02371,C-002371,2025-08-24,256.16,Tarjeta,Completado
PG-02372,C-002372,2025-08-10,418.08,Transferencia,Completado
PG-02373,C-002373,2025-07-15,961.1,Transferencia,Completado
PG-02374,C-002374,2025-07-04,1462.66,Transferencia,Completado
PG-02375,C-002375,2025-07-07,1122.9,Bizum,Completado
PG-02376,C-002376,2025-07-16,195.0,Efectivo,Pendiente
PG-02377,C-002377,2025-07-18,1385.27,Amazon Pay,Completado
PG-02378,C-002378,2025-07-29,931.03,Transferencia,Completado
PG-02379,C-002379,2025-06-23,760.18,Bizum,Pendiente
PG-02380,C-002380,2025-08-13,577.6,Efectivo,Completado
PG-02381,C-002381,2025-07-21,68.34,Tarjeta,Completado
PG-02382,C-002382,2025-07-09,513.23,Tarjeta,Pendiente
PG-02383,C-002383,2025-07-10,471.97,Bizum,Pendiente
PG-02384,C-002384,2025-06-15,953.64,Efectivo,Fallido
PG-02385,C-002385,2025-07-10,1067.06,Tarjeta,Completado
PG-02386,C-002386,2025-07-22,39.54,Bizum,Completado
PG-02387,C-002387,2025-06-19,284.7,PayPal,Completado
PG-02388,C-002388,2025-06-26,712.84,Tarjeta,Completado
PG-02389,C-002389,2025-08-20,329.46,Bizum,Completado
PG-02390,C-002390,2025-08-09,248.48,Transferencia,Completado
PG-02391,C-002391,2025-06-19,684.45,Bizum,Completado
PG-02392,C-002392,2025-07-01,922.74,Tarjeta,Completado
PG-02393,C-002393,2025-07-02,294.3,Amazon Pay,Fallido
PG-02394,C-002394,2025-07-01,342.84,PayPal,Pendiente
PG-02395,C-002395,2025-07-14,1384.3,Tarjeta,Completado
PG-02396,C-002396,2025-08-17,1508.36,Transferencia,Completado
PG-02397,C-002397,2025-06-18,451.93,Tarjeta,Completado
PG-02398,C-002398,2025-08-10,514.3,Bizum,Pendiente
PG-02399,C-002399,2025-08-10,246.9,Bizum,Pendiente
PG-02400,C-002400,2025-07-30,872.54,PayPal,Completado
PG-02401,C-002401,2025-06-04,20.84,Transferencia,Completado
PG-02402,C-002402,2025-08-22,501.35,Transferencia,Completado
PG-02403,C-002403,2025-08-27,740.2,Bizum,Pendiente
PG-02404,C-002404,2025-07-03,1422.89,Transferencia,Completado
PG-02405,C-002405,2025-07-30,164.13,Tarjeta,Completado
PG-02406,C-002406,2025-06-06,162.58,Transferencia,Completado
PG-02407,C-002407,2025-06-07,646.69,Tarjeta,Completado
PG-02408,C-002408,2025-07-09,704.34,PayPal,Completado
PG-02409,C-002409,2025-06-05,1223.31,Transferencia,Pendiente
PG-02410,C-002410,2025-08-22,696.45,PayPal,Completado
PG-02411,C-002411,2025-07-29,272.82,Tarjeta,Completado
PG-02412,C-002412,2025-06-13,362.44,Transferencia,Pendiente
PG-02413,C-002413,2025-08-03,1158.73,Bizum,Completado
PG-02414,C-002414,2025-08-21,1126.88,Tarjeta,Completado
PG-02415,C-002415,2025-06-10,1039.83,Tarjeta,Completado
PG-02416,C-002416,2025-08-25,1351.67,Bizum,Completado
PG-02417,C-002417,2025-06-25,884.43,PayPal,Completado
PG-02418,C-002418,2025-06-12,1097.64,Tarjeta,Pendiente
PG-02419,C-002419,2025-07-07,156.37,Amazon Pay,Completado
PG-02420,C-002420,2025-08-06,298.04,Transferencia,Completado
PG-02421,C-002421,2025-06-15,23.24,Tarjeta,Fallido
PG-02422,C-002422,2025-07-03,607.28,Transferencia,Completado
PG-02423,C-002423,2025-07-22,885.95,Efectivo,Completado
PG-02424,C-002424,2025-08-10,574.9,Tarjeta,Completado
PG-02425,C-002425,2025-06-16,469.67,Tarjeta,Completado
PG-02426,C-002426,2025-06-03,465.78,Efectivo,Completado
PG-02427,C-002427,2025-06-01,3.37,Bizum,Completado
PG-02428,C-002428,2025-07-09,554.56,Transferencia,Completado
PG-02429,C-002429,2025-07-31,955.02,Transferencia,Completado
PG-02430,C-002430,2025-08-03,1419.26,Tarjeta,Completado
PG-02431,C-002431,2025-06-28,64.52,Amazon Pay,Fallido
PG-02432,C-002432,2025-06-09,1086.46,Transferencia,Pendiente
PG-02433,C-002433,2025-06-24,1256.56,Tarjeta,Completado
PG-02434,C-002434,2025-08-01,940.99,Transferencia,Completado
PG-02435,C-002435,2025-06-11,996.77,Tarjeta,Completado
PG-02436,C-002436,2025-06-07,244.43,Transferencia,Completado
PG-02437,C-002437,2025-06-17,547.44,Tarjeta,Pendiente
PG-02438,C-002438,2025-07-20,341.07,Transferencia,Completado
PG-02439,C-002439,2025-07-02,859.36,Tarjeta,Completado
PG-02440,C-002440,2025-08-28,594.01,Transferencia,Completado
PG-02441,C-002441,2025-08-02,1034.14,Efectivo,Completado
PG-02442,C-002442,2025-08-05,58.85,Efectivo,Completado
PG-02443,C-002443,2025-07-05,533.65,Bizum,Completado
PG-02444,C-002444,2025-07-10,369.12,Tarjeta,Completado
PG-02445,C-002445,2025-08-27,1174.41,Bizum,Completado
PG-02446,C-002446,2025-06-21,467.44,Tarjeta,Completado
PG-02447,C-002447,2025-07-29,540.34,Tarjeta,Completado
PG-02448,C-002448,2025-06-17,946.31,Bizum,Completado
PG-02449,C-002449,2025-08-09,781.77,Tarjeta,Completado
PG-02450,C-002450,2025-08-05,775.62,Transferencia,Completado
PG-02451,C-002451,2025-06-22,854.59,Tarjeta,Completado
PG-02452,C-002452,2025-07-26,526.58,PayPal,Completado
PG-02453,C-002453,2025-08-10,1065.97,Amazon Pay,Completado
PG-02454,C-002454,2025-07-30,559.58,Efectivo,Completado
PG-02455,C-002455,2025-08-15,888.28,Transferencia,Pendiente
PG-02456,C-002456,2025-07-09,444.85,Amazon Pay,Completado
PG-02457,C-002457,2025-06-15,1132.22,Tarjeta,Completado
PG-02458,C-002458,2025-07-07,14.77,Transferencia,Completado
PG-02459,C-002459,2025-06-30,291.46,Efectivo,Completado
PG-02460,C-002460,2025-07-22,21.61,Tarjeta,Completado
PG-02461,C-002461,2025-08-20,1054.48,Transferencia,Completado
PG-02462,C-002462,2025-08-16,423.26,Transferencia,Completado
PG-02463,C-002463,2025-07-18,315.03,Transferencia,Completado
PG-02464,C-002464,2025-06-04,1284.47,Bizum,Completado
PG-02465,C-002465,2025-08-04,802.46,Tarjeta,Completado
PG-02466,C-002466,2025-07-31,219.04,Efectivo,Completado
PG-02467,C-002467,2025-07-30,369.28,PayPal,Completado
PG-02468,C-002468,2025-07-01,56.93,Efectivo,Completado
PG-02469,C-002469,2025-06-01,680.68,Transferencia,Completado
PG-02470,C-002470,2025-07-11,250.04,Bizum,Completado
PG-02471,C-002471,2025-08-24,1076.76,Transferencia,Pendiente
PG-02472,C-002472,2025-08-15,335.81,Tarjeta,Completado
PG-02473,C-002473,2025-08-24,1346.58,PayPal,Completado
PG-02474,C-002474,2025-08-24,2022.8,Tarjeta,Completado
PG-02475,C-002475,2025-05-31,180.68,Transferencia,Completado
PG-02476,C-002476,2025-06-08,739.5,Tarjeta,Fallido
PG-02477,C-002477,2025-06-13,476.31,Efectivo,Completado
PG-02478,C-002478,2025-06-09,986.1,Tarjeta,Completado
PG-02479,C-002479,2025-06-19,219.16,Tarjeta,Completado
PG-02480,C-002480,2025-08-27,160.23,Transferencia,Completado
PG-02481,C-002481,2025-08-03,229.44,Efectivo,Completado
PG-02482,C-002482,2025-07-28,13.96,Tarjeta,Completado
PG-02483,C-002483,2025-06-22,413.14,Transferencia,Completado
PG-02484,C-002484,2025-06-28,828.56,Tarjeta,Completado
PG-02485,C-002485,2025-06-28,294.45,Tarjeta,Completado
PG-02486,C-002486,2025-08-17,362.43,PayPal,Completado
PG-02487,C-002487,2025-07-09,748.37,Tarjeta,Completado
PG-02488,C-002488,2025-07-17,1242.61,Bizum,Completado
PG-02489,C-002489,2025-07-24,1803.38,Amazon Pay,Pendiente
PG-02490,C-002490,2025-08-24,335.13,Transferencia,Completado
PG-02491,C-002491,2025-06-30,437.8,Transferencia,Completado
PG-02492,C-002492,2025-06-16,1087.41,Bizum,Completado
PG-02493,C-002493,2025-06-10,624.73,PayPal,Completado
PG-02494,C-002494,2025-06-30,305.29,Tarjeta,Completado
PG-02495,C-002495,2025-08-12,679.62,Transferencia,Completado
PG-02496,C-002496,2025-08-15,335.4,Transferencia,Completado
PG-02497,C-002497,2025-06-29,215.15,Transferencia,Completado
PG-02498,C-002498,2025-07-01,406.42,Tarjeta,Completado
PG-02499,C-002499,2025-07-31,782.21,Tarjeta,Completado
PG-02500,C-002500,2025-06-11,14.17,Amazon Pay,Completado
PG-02501,C-002501,2025-07-24,831.55,Tarjeta,Completado
PG-02502,C-002502,2025-08-20,640.2,Amazon Pay,Completado
PG-02503,C-002503,2025-08-09,1004.47,PayPal,Completado
PG-02504,C-002504,2025-07-28,706.71,Amazon Pay,Pendiente
PG-02505,C-002505,2025-06-16,428.67,Tarjeta,Pendiente
PG-02506,C-002506,2025-08-06,214.65,PayPal,Completado
PG-02507,C-002507,2025-07-29,679.0,Bizum,Completado
PG-02508,C-002508,2025-08-08,362.75,Bizum,Fallido
PG-02509,C-002509,2025-07-05,741.54,PayPal,Completado
PG-02510,C-002510,2025-06-25,239.41,Tarjeta,Completado
PG-02511,C-002511,2025-06-15,553.75,Amazon Pay,Completado
PG-02512,C-002512,2025-07-18,251.58,Amazon Pay,Completado
PG-02513,C-002513,2025-07-10,850.23,Tarjeta,Completado
PG-02514,C-002514,2025-06-14,106.47,Amazon Pay,Completado
PG-02515,C-002515,2025-06-27,127.95,Bizum,Completado
PG-02516,C-002516,2025-06-19,695.03,Bizum,Completado
PG-02517,C-002517,2025-07-29,140.47,Efectivo,Completado
PG-02518,C-002518,2025-07-31,689.64,Efectivo,Completado
PG-02519,C-002519,2025-06-02,353.24,Tarjeta,Completado
PG-02520,C-002520,2025-08-03,767.22,PayPal,Completado
PG-02521,C-002521,2025-07-03,103.27,Transferencia,Completado
PG-02522,C-002522,2025-07-15,372.23,Efectivo,Completado
PG-02523,C-002523,2025-08-30,427.11,Tarjeta,Completado
PG-02524,C-002524,2025-07-02,443.74,PayPal,Completado
PG-02525,C-002525,2025-08-12,442.12,Transferencia,Completado
PG-02526,C-002526,2025-06-24,682.95,PayPal,Completado
PG-02527,C-002527,2025-06-02,511.44,Transferencia,Completado
PG-02528,C-002528,2025-07-26,661.24,Tarjeta,Completado
PG-02529,C-002529,2025-08-06,526.95,Bizum,Completado
PG-02530,C-002530,2025-08-14,739.89,Tarjeta,Pendiente
PG-02531,C-002531,2025-07-08,183.42,Bizum,Completado
PG-02532,C-002532,2025-08-09,77.81,Tarjeta,Completado
PG-02533,C-002533,2025-06-10,457.4,Tarjeta,Completado
PG-02534,C-002534,2025-06-13,581.96,Transferencia,Completado
PG-02535,C-002535,2025-08-01,440.73,Transferencia,Pendiente
PG-02536,C-002536,2025-08-07,1405.67,Amazon Pay,Pendiente
PG-02537,C-002537,2025-07-18,269.38,Transferencia,Pendiente
PG-02538,C-002538,2025-08-01,1102.24,Transferencia,Completado
PG-02539,C-002539,2025-08-02,739.3,Transferencia,Pendiente
PG-02540,C-002540,2025-08-09,364.65,Efectivo,Completado
PG-02541,C-002541,2025-08-03,740.23,Transferencia,Completado
PG-02542,C-002542,2025-07-02,462.67,Tarjeta,Fallido
PG-02543,C-002543,2025-08-16,684.81,Transferencia,Completado
PG-02544,C-002544,2025-08-12,847.01,Tarjeta,Completado
PG-02545,C-002545,2025-06-23,1249.17,Amazon Pay,Completado
PG-02546,C-002546,2025-06-28,682.16,Transferencia,Completado
PG-02547,C-002547,2025-07-15,1161.69,Tarjeta,Completado
PG-02548,C-002548,2025-06-12,1195.19,PayPal,Completado
PG-02549,C-002549,2025-08-02,1759.09,Bizum,Completado
PG-02550,C-002550,2025-05-31,142.74,Transferencia,Completado
PG-02551,C-002551,2025-08-14,1495.19,Tarjeta,Completado
PG-02552,C-002552,2025-08-23,279.45,Tarjeta,Completado
PG-02553,C-002553,2025-07-17,161.51,Transferencia,Completado
PG-02554,C-002554,2025-08-28,469.05,Tarjeta,Completado
PG-02555,C-002555,2025-08-14,244.77,Efectivo,Completado
PG-02556,C-002556,2025-08-21,405.6,Transferencia,Pendiente
PG-02557,C-002557,2025-06-03,524.7,PayPal,Completado
PG-02558,C-002558,2025-07-09,368.28,Tarjeta,Completado
PG-02559,C-002559,2025-08-03,488.02,Efectivo,Pendiente
PG-02560,C-002560,2025-07-20,331.02,Amazon Pay,Pendiente
PG-02561,C-002561,2025-07-23,551.68,Tarjeta,Completado
PG-02562,C-002562,2025-08-02,429.1,Bizum,Completado
PG-02563,C-002563,2025-08-08,1041.87,PayPal,Completado
PG-02564,C-002564,2025-06-01,443.32,Efectivo,Completado
PG-02565,C-002565,2025-08-18,861.76,Tarjeta,Completado
PG-02566,C-002566,2025-06-30,444.07,Transferencia,Completado
PG-02567,C-002567,2025-06-09,1202.81,Tarjeta,Completado
PG-02568,C-002568,2025-07-10,162.52,Transferencia,Completado
PG-02569,C-002569,2025-07-09,584.88,Efectivo,Completado
PG-02570,C-002570,2025-06-01,1117.92,Transferencia,Fallido
PG-02571,C-002571,2025-07-23,290.43,PayPal,Completado
PG-02572,C-002572,2025-06-11,731.11,Tarjeta,Completado
PG-02573,C-002573,2025-08-22,629.39,Transferencia,Completado
PG-02574,C-002574,2025-07-21,199.82,Transferencia,Completado
PG-02575,C-002575,2025-08-11,651.83,Tarjeta,Completado
PG-02576,C-002576,2025-06-30,96.6,Tarjeta,Completado
PG-02577,C-002577,2025-08-01,73.35,Tarjeta,Completado
PG-02578,C-002578,2025-08-19,1206.45,Bizum,Completado
PG-02579,C-002579,2025-06-15,66.96,Bizum,Completado
PG-02580,C-002580,2025-07-21,354.96,PayPal,Completado
PG-02581,C-002581,2025-08-03,814.59,Transferencia,Completado
PG-02582,C-002582,2025-06-18,908.98,Tarjeta,Completado
PG-02583,C-002583,2025-08-06,313.24,Bizum,Completado
PG-02584,C-002584,2025-07-30,1054.56,Transferencia,Completado
PG-02585,C-002585,2025-07-12,28.83,Amazon Pay,Pendiente
PG-02586,C-002586,2025-07-18,1321.87,Bizum,Completado
PG-02587,C-002587,2025-07-10,143.52,Transferencia,Completado
PG-02588,C-002588,2025-06-05,370.19,Bizum,Completado
PG-02589,C-002589,2025-08-16,767.1,Tarjeta,Completado
PG-02590,C-002590,2025-08-19,800.28,Tarjeta,Completado
PG-02591,C-002591,2025-06-01,1046.43,PayPal,Completado
PG-02592,C-002592,2025-07-14,531.21,Tarjeta,Completado
PG-02593,C-002593,2025-07-21,738.75,Efectivo,Pendiente
PG-02594,C-002594,2025-08-19,765.52,Bizum,Completado
PG-02595,C-002595,2025-08-19,391.28,Transferencia,Completado
PG-02596,C-002596,2025-06-08,161.84,Transferencia,Completado
PG-02597,C-002597,2025-06-15,989.84,Amazon Pay,Completado
PG-02598,C-002598,2025-07-01,457.23,Amazon Pay,Completado
PG-02599,C-002599,2025-08-23,1913.48,Transferencia,Completado
PG-02600,C-002600,2025-06-04,514.8,Tarjeta,Completado
PG-02601,C-002601,2025-07-02,116.65,Transferencia,Completado
PG-02602,C-002602,2025-08-03,641.35,Tarjeta,Pendiente
PG-02603,C-002603,2025-07-11,506.47,PayPal,Completado
PG-02604,C-002604,2025-06-28,230.18,Efectivo,Completado
PG-02605,C-002605,2025-07-06,750.55,Amazon Pay,Completado
PG-02606,C-002606,2025-07-05,494.65,Amazon Pay,Completado
PG-02607,C-002607,2025-08-03,1125.84,Amazon Pay,Completado
PG-02608,C-002608,2025-06-30,1219.18,Tarjeta,Completado
PG-02609,C-002609,2025-08-18,1155.52,Amazon Pay,Completado
PG-02610,C-002610,2025-08-03,468.98,Tarjeta,Completado
PG-02611,C-002611,2025-06-15,1263.8,Transferencia,Pendiente
PG-02612,C-002612,2025-06-22,62.58,PayPal,Completado
PG-02613,C-002613,2025-06-23,247.61,Tarjeta,Completado
PG-02614,C-002614,2025-08-24,259.2,Tarjeta,Completado
PG-02615,C-002615,2025-06-25,11.3,Tarjeta,Completado
PG-02616,C-002616,2025-08-13,879.12,Transferencia,Pendiente
PG-02617,C-002617,2025-06-04,165.3,PayPal,Completado
PG-02618,C-002618,2025-06-12,752.47,PayPal,Completado
PG-02619,C-002619,2025-07-24,778.07,Tarjeta,Completado
PG-02620,C-002620,2025-08-24,349.32,Tarjeta,Fallido
PG-02621,C-002621,2025-07-21,1439.09,Efectivo,Completado
PG-02622,C-002622,2025-06-25,456.02,Transferencia,Fallido
PG-02623,C-002623,2025-08-12,428.07,Transferencia,Pendiente
PG-02624,C-002624,2025-07-15,891.38,Transferencia,Completado
PG-02625,C-002625,2025-07-02,650.98,PayPal,Completado
PG-02626,C-002626,2025-07-29,1435.8,Bizum,Completado
PG-02627,C-002627,2025-07-23,394.64,Tarjeta,Pendiente
PG-02628,C-002628,2025-08-27,1336.75,Efectivo,Completado
PG-02629,C-002629,2025-06-16,929.52,Tarjeta,Completado
PG-02630,C-002630,2025-08-01,517.01,PayPal,Completado
PG-02631,C-002631,2025-06-09,634.22,Transferencia,Completado
PG-02632,C-002632,2025-06-26,676.41,Tarjeta,Completado
PG-02633,C-002633,2025-07-24,64.5,Efectivo,Completado
PG-02634,C-002634,2025-06-04,474.06,Bizum,Completado
PG-02635,C-002635,2025-06-25,1247.96,Tarjeta,Completado
PG-02636,C-002636,2025-08-27,269.58,Tarjeta,Completado
PG-02637,C-002637,2025-06-20,204.0,Tarjeta,Completado
PG-02638,C-002638,2025-06-19,350.77,Efectivo,Completado
PG-02639,C-002639,2025-08-23,19.58,Transferencia,Completado
PG-02640,C-002640,2025-06-28,225.56,Tarjeta,Completado
PG-02641,C-002641,2025-08-22,638.17,PayPal,Completado
PG-02642,C-002642,2025-08-26,1238.01,Bizum,Completado
PG-02643,C-002643,2025-07-27,406.12,Tarjeta,Completado
PG-02644,C-002644,2025-06-25,168.78,Tarjeta,Completado
PG-02645,C-002645,2025-08-10,463.22,Tarjeta,Completado
PG-02646,C-002646,2025-07-11,106.14,Transferencia,Completado
PG-02647,C-002647,2025-06-25,349.34,Transferencia,Completado
PG-02648,C-002648,2025-06-27,1057.04,Tarjeta,Completado
PG-02649,C-002649,2025-08-02,1145.2,Efectivo,Pendiente
PG-02650,C-002650,2025-08-19,35.6,Transferencia,Completado
PG-02651,C-002651,2025-06-28,603.85,PayPal,Completado
PG-02652,C-002652,2025-07-19,1356.56,Amazon Pay,Completado
PG-02653,C-002653,2025-06-14,208.26,Bizum,Completado
PG-02654,C-002654,2025-08-13,1568.8,Transferencia,Pendiente
PG-02655,C-002655,2025-08-15,159.74,Tarjeta,Completado
PG-02656,C-002656,2025-08-26,773.49,Bizum,Completado
PG-02657,C-002657,2025-06-25,859.85,Amazon Pay,Completado
PG-02658,C-002658,2025-08-05,1192.54,Tarjeta,Completado
PG-02659,C-002659,2025-06-09,804.89,PayPal,Completado
PG-02660,C-002660,2025-07-06,1448.77,Tarjeta,Pendiente
PG-02661,C-002661,2025-08-29,331.56,PayPal,Completado
PG-02662,C-002662,2025-08-12,526.64,Amazon Pay,Completado
PG-02663,C-002663,2025-07-28,120.37,Transferencia,Completado
PG-02664,C-002664,2025-07-29,239.94,Transferencia,Completado
PG-02665,C-002665,2025-08-20,662.64,Efectivo,Completado
PG-02666,C-002666,2025-08-04,238.03,Transferencia,Completado
PG-02667,C-002667,2025-06-16,191.68,PayPal,Completado
PG-02668,C-002668,2025-08-15,113.08,Bizum,Completado
PG-02669,C-002669,2025-08-14,485.12,Tarjeta,Completado
PG-02670,C-002670,2025-06-16,1566.05,Tarjeta,Completado
PG-02671,C-002671,2025-07-29,340.69,Tarjeta,Pendiente
PG-02672,C-002672,2025-07-13,1307.95,Efectivo,Completado
PG-02673,C-002673,2025-06-09,1558.71,Transferencia,Completado
PG-02674,C-002674,2025-08-18,976.3,Transferencia,Completado
PG-02675,C-002675,2025-07-15,410.69,Efectivo,Completado
PG-02676,C-002676,2025-08-16,19.6,Tarjeta,Completado
PG-02677,C-002677,2025-06-29,876.46,Transferencia,Completado
PG-02678,C-002678,2025-06-08,435.23,Tarjeta,Completado
PG-02679,C-002679,2025-06-14,1192.03,PayPal,Completado
PG-02680,C-002680,2025-08-11,180.76,Transferencia,Completado
PG-02681,C-002681,2025-06-25,7.8,Bizum,Completado
PG-02682,C-002682,2025-08-15,579.52,Transferencia,Completado
PG-02683,C-002683,2025-08-12,143.68,Transferencia,Pendiente
PG-02684,C-002684,2025-06-24,1048.16,Transferencia,Completado
PG-02685,C-002685,2025-07-30,402.63,Efectivo,Completado
PG-02686,C-002686,2025-08-22,737.82,PayPal,Completado
PG-02687,C-002687,2025-08-15,1329.02,Efectivo,Completado
PG-02688,C-002688,2025-06-18,607.98,Efectivo,Completado
PG-02689,C-002689,2025-07-04,210.48,Tarjeta,Completado
PG-02690,C-002690,2025-06-09,1091.53,Amazon Pay,Completado
PG-02691,C-002691,2025-07-21,1600.64,PayPal,Completado
PG-02692,C-002692,2025-08-25,123.81,Transferencia,Pendiente
PG-02693,C-002693,2025-08-06,521.63,PayPal,Completado
PG-02694,C-002694,2025-06-10,382.45,Efectivo,Completado
PG-02695,C-002695,2025-08-17,268.1,Amazon Pay,Completado
PG-02696,C-002696,2025-08-16,56.58,Tarjeta,Pendiente
PG-02697,C-002697,2025-06-19,1084.3,Efectivo,Completado
PG-02698,C-002698,2025-06-13,53.54,Tarjeta,Completado
PG-02699,C-002699,2025-06-25,744.8,Tarjeta,Completado
PG-02700,C-002700,2025-08-07,985.79,Transferencia,Completado
PG-02701,C-002701,2025-08-23,641.5,PayPal,Completado
PG-02702,C-002702,2025-06-13,269.94,Tarjeta,Completado
PG-02703,C-002703,2025-07-21,332.08,Transferencia,Pendiente
PG-02704,C-002704,2025-07-24,1162.1,Tarjeta,Completado
PG-02705,C-002705,2025-08-14,532.78,Tarjeta,Completado
PG-02706,C-002706,2025-08-10,1105.18,Transferencia,Completado
PG-02707,C-002707,2025-08-03,599.12,Bizum,Completado
PG-02708,C-002708,2025-06-23,83.28,Efectivo,Completado
PG-02709,C-002709,2025-07-24,849.11,Transferencia,Completado
PG-02710,C-002710,2025-07-20,972.27,Tarjeta,Completado
PG-02711,C-002711,2025-06-07,304.88,Transferencia,Completado
PG-02712,C-002712,2025-08-23,1006.45,Transferencia,Pendiente
PG-02713,C-002713,2025-08-09,1056.89,Efectivo,Completado
PG-02714,C-002714,2025-07-27,373.2,Transferencia,Fallido
PG-02715,C-002715,2025-06-02,905.6,Tarjeta,Completado
PG-02716,C-002716,2025-06-17,622.94,Transferencia,Completado
PG-02717,C-002717,2025-06-19,723.95,Efectivo,Completado
PG-02718,C-002718,2025-08-04,700.18,Transferencia,Completado
PG-02719,C-002719,2025-06-26,358.48,Tarjeta,Completado
PG-02720,C-002720,2025-07-08,723.86,Tarjeta,Completado
PG-02721,C-002721,2025-06-02,772.15,Bizum,Completado
PG-02722,C-002722,2025-06-30,765.15,Tarjeta,Completado
PG-02723,C-002723,2025-06-13,839.08,Efectivo,Completado
PG-02724,C-002724,2025-06-04,646.64,PayPal,Pendiente
PG-02725,C-002725,2025-06-04,1253.82,Tarjeta,Completado
PG-02726,C-002726,2025-07-02,523.73,Tarjeta,Completado
PG-02727,C-002727,2025-07-12,743.77,Bizum,Completado
PG-02728,C-002728,2025-06-12,55.28,Tarjeta,Completado
PG-02729,C-002729,2025-08-13,252.12,Transferencia,Completado
PG-02730,C-002730,2025-06-11,739.08,Efectivo,Completado
PG-02731,C-002731,2025-08-06,416.28,Efectivo,Completado
PG-02732,C-002732,2025-08-19,295.14,Amazon Pay,Completado
PG-02733,C-002733,2025-08-01,639.45,Tarjeta,Completado
PG-02734,C-002734,2025-06-21,260.78,Transferencia,Completado
PG-02735,C-002735,2025-07-13,1202.53,Tarjeta,Completado
PG-02736,C-002736,2025-07-10,1452.11,Bizum,Fallido
PG-02737,C-002737,2025-07-28,1198.85,Tarjeta,Fallido
PG-02738,C-002738,2025-08-17,596.95,Tarjeta,Completado
PG-02739,C-002739,2025-06-14,155.01,Transferencia,Completado
PG-02740,C-002740,2025-07-08,479.12,Tarjeta,Completado
PG-02741,C-002741,2025-08-27,333.77,Transferencia,Completado
PG-02742,C-002742,2025-06-06,757.35,Efectivo,Completado
PG-02743,C-002743,2025-07-25,727.46,Bizum,Completado
PG-02744,C-002744,2025-06-06,651.64,Tarjeta,Completado
PG-02745,C-002745,2025-08-15,1224.13,Transferencia,Completado
PG-02746,C-002746,2025-08-21,746.22,Bizum,Pendiente
PG-02747,C-002747,2025-07-21,524.16,Tarjeta,Completado
PG-02748,C-002748,2025-06-30,267.74,Efectivo,Completado
PG-02749,C-002749,2025-06-13,659.98,Bizum,Fallido
PG-02750,C-002750,2025-06-01,720.36,Bizum,Completado
PG-02751,C-002751,2025-06-24,1269.88,PayPal,Completado
PG-02752,C-002752,2025-06-12,850.52,Transferencia,Completado
PG-02753,C-002753,2025-06-10,770.62,Transferencia,Completado
PG-02754,C-002754,2025-07-24,210.09,Transferencia,Fallido
PG-02755,C-002755,2025-07-26,709.65,Bizum,Completado
PG-02756,C-002756,2025-06-27,795.79,Amazon Pay,Completado
PG-02757,C-002757,2025-07-28,175.7,Tarjeta,Completado
PG-02758,C-002758,2025-07-10,856.08,Tarjeta,Completado
PG-02759,C-002759,2025-06-19,623.55,Efectivo,Completado
PG-02760,C-002760,2025-07-02,1036.32,Efectivo,Completado
PG-02761,C-002761,2025-07-13,676.08,Transferencia,Completado
PG-02762,C-002762,2025-06-22,571.13,Efectivo,Completado
PG-02763,C-002763,2025-07-04,513.16,Amazon Pay,Pendiente
PG-02764,C-002764,2025-06-07,1147.19,Tarjeta,Fallido
PG-02765,C-002765,2025-08-02,57.86,Transferencia,Completado
PG-02766,C-002766,2025-06-15,381.84,Bizum,Completado
PG-02767,C-002767,2025-06-05,1011.36,Tarjeta,Completado
PG-02768,C-002768,2025-08-09,639.74,Transferencia,Completado
PG-02769,C-002769,2025-07-04,673.56,Amazon Pay,Completado
PG-02770,C-002770,2025-08-03,48.58,Transferencia,Completado
PG-02771,C-002771,2025-08-24,1124.43,Tarjeta,Completado
PG-02772,C-002772,2025-08-05,343.31,Transferencia,Completado
PG-02773,C-002773,2025-06-23,928.93,Transferencia,Completado
