order_proveedor_id,branch_id,product_id,provider_id,provider_name,fecha_orden,cantidad,precio_unitario,total,estado
O-004295,BR-00285,P-031639,PR-00335,"Scamarcio, Cappelli e Chiaramonte e figli",2025-07-19,28,136.38,3818.64,En tránsito
O-004296,BR-00285,P-031643,PR-00657,Venier SPA,2025-08-05,37,10.76,398.12,En tránsito
O-004297,BR-00285,P-031648,PR-00337,Ravaglioli e figli,2025-08-26,30,74.5,2235.0,En tránsito
O-004298,BR-00285,P-031649,PR-00337,Ravaglioli e figli,2025-08-08,64,94.37,6039.68,Recibido
O-004299,BR-00285,P-031652,PR-00338,Malatesta-Comolli SPA,2025-07-02,52,87.36,4542.72,Pendiente
O-004300,BR-00285,P-031655,PR-01376,Stefanelli-Coppola e figli,2025-08-09,41,103.26,4233.66,Pendiente
O-004301,BR-00285,P-031656,PR-00339,"Gozzano, Baresi e Barcella SPA",2025-06-30,20,101.03,2020.6,Recibido
O-004302,BR-00285,P-031660,PR-00340,"Lancisi, Trevisan e Beccaria s.r.l.",2025-08-24,54,47.26,2552.04,En tránsito
O-004303,BR-00285,P-031672,PR-01291,Beffa Group,2025-08-15,95,119.2,11324.0,En tránsito
O-004304,BR-00286,P-031680,PR-01276,Turrini e figli,2025-07-23,43,52.95,2276.85,Recibido
O-004305,BR-00286,P-031683,PR-00373,"Murri, Alfonsi e Canali SPA",2025-08-06,59,17.28,1019.52,Pendiente
O-004306,BR-00286,P-031693,PR-00374,Toscanini-Montecchi e figli,2025-07-07,92,125.45,11541.4,En tránsito
O-004307,BR-00286,P-031695,PR-01485,Carullo-Montanelli SPA,2025-07-10,26,136.45,3547.7,En tránsito
O-004308,BR-00286,P-031696,PR-00375,Balbi-Cuda s.r.l.,2025-07-26,55,6.54,359.7,En tránsito
O-004309,BR-00286,P-031697,PR-01257,"Albertini, Antonacci e Colletti Group",2025-07-23,31,143.59,4451.29,Recibido
O-004310,BR-00286,P-031707,PR-00362,"Togliatti, Gatto e Sauli Group",2025-07-22,47,19.53,917.91,Recibido
O-004311,BR-00286,P-031708,PR-00362,"Togliatti, Gatto e Sauli Group",2025-07-19,65,36.71,2386.15,Pendiente
O-004312,BR-00286,P-031720,PR-00364,Pagliaro-Magnani s.r.l.,2025-08-11,46,96.25,4427.5,En tránsito
O-004313,BR-00286,P-031722,PR-01470,Beccheria s.r.l.,2025-08-09,26,25.44,661.44,En tránsito
O-004314,BR-00286,P-031728,PR-00927,Curiel-Boccherini Group,2025-08-15,52,102.88,5349.76,Recibido
O-004315,BR-00286,P-031729,PR-00665,Gentilini s.r.l.,2025-07-25,54,36.4,1965.6,En tránsito
O-004316,BR-00286,P-031730,PR-00927,Curiel-Boccherini Group,2025-07-20,95,121.54,11546.3,En tránsito
O-004317,BR-00286,P-031743,PR-00337,Ravaglioli e figli,2025-08-03,42,20.83,874.86,Recibido
O-004318,BR-00286,P-031744,PR-00876,Giannuzzi SPA,2025-07-07,28,16.5,462.0,Recibido
O-004319,BR-00286,P-031756,PR-00340,"Lancisi, Trevisan e Beccaria s.r.l.",2025-07-05,29,123.89,3592.81,Recibido
O-004320,BR-00286,P-031769,PR-00343,Bulzoni-Tagliafierro s.r.l.,2025-07-03,41,10.77,441.57,Pendiente
O-004321,BR-00286,P-031771,PR-00343,Bulzoni-Tagliafierro s.r.l.,2025-08-27,95,83.43,7925.85,En tránsito
O-004322,BR-00286,P-031772,PR-00343,Bulzoni-Tagliafierro s.r.l.,2025-07-17,99,72.28,7155.72,Recibido
O-004323,BR-00286,P-031777,PR-00344,"Moresi, Dandolo e Lippomano SPA",2025-08-20,75,7.22,541.5,En tránsito
O-004324,BR-00287,P-031785,PR-00373,"Murri, Alfonsi e Canali SPA",2025-08-01,71,119.1,8456.1,Recibido
O-004325,BR-00287,P-031791,PR-00374,Toscanini-Montecchi e figli,2025-08-21,40,84.35,3374.0,Recibido
O-004326,BR-00287,P-031794,PR-00374,Toscanini-Montecchi e figli,2025-07-31,60,42.96,2577.6,Pendiente
O-004327,BR-00287,P-031804,PR-00376,Doglioni-Pigafetta s.r.l.,2025-07-24,27,103.6,2797.2,Pendiente
O-004328,BR-00287,P-031813,PR-00363,Segrè e figli,2025-07-21,47,149.74,7037.78,Recibido
O-004329,BR-00287,P-031822,PR-00365,Balbo Group,2025-08-22,39,111.21,4337.19,En tránsito
O-004330,BR-00287,P-031824,PR-00927,Curiel-Boccherini Group,2025-07-01,39,122.88,4792.32,Recibido
O-004331,BR-00287,P-031827,PR-00927,Curiel-Boccherini Group,2025-07-19,88,6.58,579.04,Recibido
O-004332,BR-00287,P-031839,PR-00336,"Mazzeo, Giolitti e Modigliani e figli",2025-08-01,71,33.91,2407.61,Recibido
O-004333,BR-00287,P-031846,PR-01172,Cignaroli e figli,2025-07-19,67,26.94,1804.98,Pendiente
O-004334,BR-00287,P-031858,PR-01417,Curatoli-Venturi Group,2025-08-20,41,51.13,2096.33,Pendiente
O-004335,BR-00287,P-031868,PR-00342,Respighi-Bassi SPA,2025-08-27,83,5.63,467.29,Pendiente
O-004336,BR-00287,P-031878,PR-00343,Bulzoni-Tagliafierro s.r.l.,2025-07-24,27,112.61,3040.47,Pendiente
O-004337,BR-00287,P-031879,PR-00343,Bulzoni-Tagliafierro s.r.l.,2025-08-23,56,8.03,449.68,Recibido
O-004338,BR-00287,P-031880,PR-01333,Ceravolo-Perozzo e figli,2025-07-20,20,78.06,1561.2,Recibido
O-004339,BR-00288,P-031897,PR-00374,Toscanini-Montecchi e figli,2025-08-27,26,35.29,917.54,Pendiente
O-004340,BR-00288,P-031898,PR-00374,Toscanini-Montecchi e figli,2025-07-02,44,126.78,5578.32,Pendiente
O-004341,BR-00288,P-031904,PR-00376,Doglioni-Pigafetta s.r.l.,2025-08-02,48,96.16,4615.68,En tránsito
O-004342,BR-00288,P-031906,PR-00376,Doglioni-Pigafetta s.r.l.,2025-07-17,45,65.7,2956.5,Pendiente
O-004343,BR-00288,P-031918,PR-00363,Segrè e figli,2025-08-24,35,116.07,4062.45,En tránsito
O-004344,BR-00288,P-031924,PR-01470,Beccheria s.r.l.,2025-08-26,46,79.4,3652.4,En tránsito
O-004345,BR-00288,P-031937,PR-00336,"Mazzeo, Giolitti e Modigliani e figli",2025-08-01,43,111.36,4788.48,Pendiente
O-004346,BR-00288,P-031938,PR-00336,"Mazzeo, Giolitti e Modigliani e figli",2025-08-09,33,87.8,2897.4,Pendiente
O-004347,BR-00288,P-031939,PR-00336,"Mazzeo, Giolitti e Modigliani e figli",2025-08-01,30,21.38,641.4,En tránsito
O-004348,BR-00288,P-031948,PR-00339,"Gozzano, Baresi e Barcella SPA",2025-08-04,87,41.21,3585.27,En tránsito
O-004349,BR-00288,P-031951,PR-00340,"Lancisi, Trevisan e Beccaria s.r.l.",2025-07-04,72,64.33,4631.76,Pendiente
O-004350,BR-00288,P-031970,PR-00344,"Moresi, Dandolo e Lippomano SPA",2025-08-27,46,6.12,281.52,Pendiente
O-004351,BR-00289,P-031976,PR-00615,"Letta, Volterra e Vespucci s.r.l.",2025-08-14,53,48.26,2557.78,Recibido
O-004352,BR-00289,P-031988,PR-01201,Cremonesi-Faranda SPA,2025-07-26,28,132.84,3719.52,En tránsito
O-004353,BR-00289,P-031992,PR-00376,Doglioni-Pigafetta s.r.l.,2025-08-13,66,97.43,6430.38,En tránsito
O-004354,BR-00289,P-032000,PR-00363,Segrè e figli,2025-07-12,86,3.62,311.32,Pendiente
O-004355,BR-00289,P-032001,PR-00363,Segrè e figli,2025-07-17,40,34.31,1372.4,En tránsito
O-004356,BR-00289,P-032018,PR-00335,"Scamarcio, Cappelli e Chiaramonte e figli",2025-08-15,67,28.91,1936.97,En tránsito
O-004357,BR-00289,P-032033,PR-00337,Ravaglioli e figli,2025-07-01,36,50.35,1812.6,En tránsito
O-004358,BR-00289,P-032034,PR-01172,Cignaroli e figli,2025-07-17,31,107.64,3336.84,En tránsito
O-004359,BR-00289,P-032038,PR-00338,Malatesta-Comolli SPA,2025-08-03,72,84.67,6096.24,En tránsito
O-004360,BR-00289,P-032047,PR-01376,Stefanelli-Coppola e figli,2025-07-24,37,71.29,2637.73,Pendiente
O-004361,BR-00289,P-032049,PR-01417,Curatoli-Venturi Group,2025-07-26,33,35.49,1171.17,Recibido
O-004362,BR-00289,P-032051,PR-00341,"Disdero, Platini e Garrone SPA",2025-07-31,25,84.54,2113.5,Pendiente
O-004363,BR-00289,P-032055,PR-00864,"Tarantino, Cocci e Foà e figli",2025-06-30,28,100.92,2825.76,Pendiente
O-004364,BR-00289,P-032065,PR-00344,"Moresi, Dandolo e Lippomano SPA",2025-07-30,61,14.05,857.05,En tránsito
O-004365,BR-00290,P-032075,PR-00372,"Scaramucci, Fischetti e Scalfaro Group",2025-08-23,57,139.76,7966.32,En tránsito
O-004366,BR-00290,P-032081,PR-00374,Toscanini-Montecchi e figli,2025-07-12,25,14.39,359.75,En tránsito
O-004367,BR-00290,P-032082,PR-00374,Toscanini-Montecchi e figli,2025-08-23,22,20.41,449.02,En tránsito
O-004368,BR-00290,P-032115,PR-00845,Bragaglia-Opizzi SPA,2025-07-13,50,77.66,3883.0,Pendiente
O-004369,BR-00290,P-032118,PR-00335,"Scamarcio, Cappelli e Chiaramonte e figli",2025-07-05,31,146.52,4542.12,Recibido
O-004370,BR-00290,P-032145,PR-00341,"Disdero, Platini e Garrone SPA",2025-07-03,69,76.74,5295.06,Pendiente
O-004371,BR-00290,P-032148,PR-00341,"Disdero, Platini e Garrone SPA",2025-07-04,53,145.15,7692.95,En tránsito
O-004372,BR-00290,P-032149,PR-00800,Vidoni-Pietrangeli SPA,2025-07-16,73,99.7,7278.1,Recibido
O-004373,BR-00290,P-032152,PR-01291,Beffa Group,2025-07-07,45,70.81,3186.45,Recibido
O-004374,BR-00290,P-032156,PR-00343,Bulzoni-Tagliafierro s.r.l.,2025-07-09,87,6.82,593.34,En tránsito
O-004375,BR-00290,P-032161,PR-00344,"Moresi, Dandolo e Lippomano SPA",2025-07-24,44,126.77,5577.88,Recibido
O-004376,BR-00291,P-032173,PR-00374,Toscanini-Montecchi e figli,2025-08-06,94,96.95,9113.3,En tránsito
O-004377,BR-00291,P-032176,PR-00374,Toscanini-Montecchi e figli,2025-08-08,47,54.33,2553.51,En tránsito
O-004378,BR-00291,P-032177,PR-00374,Toscanini-Montecchi e figli,2025-08-13,60,125.38,7522.8,Recibido
O-004379,BR-00291,P-032184,PR-00376,Doglioni-Pigafetta s.r.l.,2025-07-07,67,122.25,8190.75,En tránsito
O-004380,BR-00291,P-032196,PR-00363,Segrè e figli,2025-08-09,44,131.87,5802.28,Pendiente
O-004381,BR-00291,P-032204,PR-00365,Balbo Group,2025-07-19,29,12.32,357.28,Recibido
O-004382,BR-00291,P-032212,PR-00932,Leopardi-Fermi Group,2025-07-27,66,146.51,9669.66,En tránsito
O-004383,BR-00291,P-032213,PR-00932,Leopardi-Fermi Group,2025-08-24,62,119.21,7391.02,Pendiente
O-004384,BR-00291,P-032215,PR-00336,"Mazzeo, Giolitti e Modigliani e figli",2025-07-30,43,88.68,3813.24,En tránsito
O-004385,BR-00291,P-032220,PR-00876,Giannuzzi SPA,2025-07-29,88,104.59,9203.92,Pendiente
O-004386,BR-00291,P-032221,PR-00876,Giannuzzi SPA,2025-07-05,41,71.03,2912.23,En tránsito
O-004387,BR-00291,P-032224,PR-00806,"Bernetti, Saffi e Pepe e figli",2025-07-14,36,144.65,5207.4,Recibido
O-004388,BR-00291,P-032226,PR-00806,"Bernetti, Saffi e Pepe e figli",2025-08-26,78,113.85,8880.3,En tránsito
O-004389,BR-00291,P-032233,PR-01376,Stefanelli-Coppola e figli,2025-08-05,88,40.22,3539.36,Recibido
O-004390,BR-00291,P-032246,PR-00800,Vidoni-Pietrangeli SPA,2025-07-04,64,66.52,4257.28,En tránsito
O-004391,BR-00291,P-032247,PR-00342,Respighi-Bassi SPA,2025-08-04,65,112.05,7283.25,En tránsito
O-004392,BR-00292,P-032269,PR-00615,"Letta, Volterra e Vespucci s.r.l.",2025-07-17,42,21.92,920.64,En tránsito
O-004393,BR-00292,P-032275,PR-00374,Toscanini-Montecchi e figli,2025-08-22,38,5.16,196.08,Pendiente
O-004394,BR-00292,P-032276,PR-00374,Toscanini-Montecchi e figli,2025-08-08,24,34.34,824.16,Recibido
O-004395,BR-00292,P-032309,PR-00365,Balbo Group,2025-07-08,69,83.35,5751.15,Pendiente
O-004396,BR-00292,P-032323,PR-00932,Leopardi-Fermi Group,2025-07-03,66,149.39,9859.74,Pendiente
O-004397,BR-00292,P-032327,PR-00336,"Mazzeo, Giolitti e Modigliani e figli",2025-07-29,38,127.74,4854.12,Recibido
O-004398,BR-00292,P-032328,PR-00657,Venier SPA,2025-08-19,45,63.52,2858.4,En tránsito
O-004399,BR-00292,P-032330,PR-00876,Giannuzzi SPA,2025-08-28,85,103.0,8755.0,Recibido
O-004400,BR-00292,P-032345,PR-01376,Stefanelli-Coppola e figli,2025-08-14,55,132.64,7295.2,Pendiente
O-004401,BR-00293,P-032351,PR-00615,"Letta, Volterra e Vespucci s.r.l.",2025-08-06,82,58.46,4793.72,Recibido
O-004402,BR-00293,P-032367,PR-00376,Doglioni-Pigafetta s.r.l.,2025-08-15,30,62.45,1873.5,Recibido
O-004403,BR-00293,P-032369,PR-00376,Doglioni-Pigafetta s.r.l.,2025-07-02,58,129.56,7514.48,Pendiente
O-004404,BR-00293,P-032379,PR-00363,Segrè e figli,2025-08-11,61,95.53,5827.33,Recibido
O-004405,BR-00293,P-032380,PR-00363,Segrè e figli,2025-07-08,57,79.25,4517.25,Pendiente
O-004406,BR-00293,P-032383,PR-01151,Perozzo-Iacobucci Group,2025-08-04,99,57.13,5655.87,En tránsito
O-004407,BR-00293,P-032398,PR-00845,Bragaglia-Opizzi SPA,2025-07-23,61,111.34,6791.74,En tránsito
O-004408,BR-00293,P-032399,PR-00927,Curiel-Boccherini Group,2025-08-22,29,105.54,3060.66,Recibido
O-004409,BR-00293,P-032400,PR-00335,"Scamarcio, Cappelli e Chiaramonte e figli",2025-08-22,26,92.82,2413.32,En tránsito
O-004410,BR-00293,P-032403,PR-00932,Leopardi-Fermi Group,2025-08-06,43,63.58,2733.94,Recibido
O-004411,BR-00293,P-032416,PR-00806,"Bernetti, Saffi e Pepe e figli",2025-07-08,39,79.53,3101.67,Recibido
O-004412,BR-00294,P-032427,PR-00372,"Scaramucci, Fischetti e Scalfaro Group",2025-08-02,42,114.1,4792.2,Pendiente
O-004413,BR-00294,P-032430,PR-00372,"Scaramucci, Fischetti e Scalfaro Group",2025-08-10,43,110.29,4742.47,Pendiente
O-004414,BR-00294,P-032431,PR-00615,"Letta, Volterra e Vespucci s.r.l.",2025-07-07,37,57.93,2143.41,En tránsito
O-004415,BR-00294,P-032439,PR-01257,"Albertini, Antonacci e Colletti Group",2025-07-04,55,13.43,738.65,Pendiente
O-004416,BR-00294,P-032443,PR-00376,Doglioni-Pigafetta s.r.l.,2025-06-30,38,58.03,2205.14,Recibido
O-004417,BR-00294,P-032447,PR-00362,"Togliatti, Gatto e Sauli Group",2025-08-21,76,117.5,8930.0,Pendiente
O-004418,BR-00294,P-032458,PR-00364,Pagliaro-Magnani s.r.l.,2025-08-20,84,39.57,3323.88,Recibido
O-004419,BR-00294,P-032466,PR-00927,Curiel-Boccherini Group,2025-07-14,60,80.44,4826.4,Pendiente
O-004420,BR-00294,P-032474,PR-00932,Leopardi-Fermi Group,2025-08-10,82,30.31,2485.42,En tránsito
O-004421,BR-00294,P-032482,PR-00657,Venier SPA,2025-08-15,80,113.08,9046.4,Pendiente
O-004422,BR-00294,P-032485,PR-00876,Giannuzzi SPA,2025-08-24,71,145.21,10309.91,Recibido
O-004423,BR-00294,P-032493,PR-00339,"Gozzano, Baresi e Barcella SPA",2025-07-11,46,75.87,3490.02,En tránsito
O-004424,BR-00294,P-032494,PR-01376,Stefanelli-Coppola e figli,2025-07-27,22,45.66,1004.52,Pendiente
O-004425,BR-00294,P-032496,PR-00339,"Gozzano, Baresi e Barcella SPA",2025-07-17,96,58.74,5639.04,En tránsito
O-004426,BR-00295,P-032505,PR-00373,"Murri, Alfonsi e Canali SPA",2025-07-25,36,58.02,2088.72,Recibido
O-004427,BR-00295,P-032511,PR-01485,Carullo-Montanelli SPA,2025-07-03,96,89.7,8611.2,Pendiente
O-004428,BR-00295,P-032519,PR-00376,Doglioni-Pigafetta s.r.l.,2025-07-13,23,67.26,1546.98,Recibido
O-004429,BR-00295,P-032523,PR-00362,"Togliatti, Gatto e Sauli Group",2025-08-21,56,121.87,6824.72,Recibido
O-004430,BR-00295,P-032527,PR-00363,Segrè e figli,2025-08-12,57,117.24,6682.68,Pendiente
O-004431,BR-00295,P-032529,PR-00363,Segrè e figli,2025-07-12,38,116.47,4425.86,Recibido
O-004432,BR-00295,P-032530,PR-00364,Pagliaro-Magnani s.r.l.,2025-08-06,88,70.4,6195.2,Pendiente
O-004433,BR-00295,P-032546,PR-00845,Bragaglia-Opizzi SPA,2025-08-11,40,62.62,2504.8,Recibido
O-004434,BR-00295,P-032549,PR-00335,"Scamarcio, Cappelli e Chiaramonte e figli",2025-07-29,46,123.2,5667.2,Pendiente
O-004435,BR-00295,P-032551,PR-00932,Leopardi-Fermi Group,2025-07-19,75,104.33,7824.75,Recibido
O-004436,BR-00295,P-032554,PR-00657,Venier SPA,2025-07-25,22,2.65,58.3,En tránsito
O-004437,BR-00296,P-032575,PR-00373,"Murri, Alfonsi e Canali SPA",2025-07-18,23,45.02,1035.46,Recibido
O-004438,BR-00296,P-032576,PR-00615,"Letta, Volterra e Vespucci s.r.l.",2025-08-13,99,4.73,468.27,En tránsito
O-004439,BR-00296,P-032581,PR-00374,Toscanini-Montecchi e figli,2025-08-20,98,91.02,8919.96,En tránsito
O-004440,BR-00296,P-032584,PR-01485,Carullo-Montanelli SPA,2025-08-05,74,48.97,3623.78,Pendiente
O-004441,BR-00296,P-032589,PR-00376,Doglioni-Pigafetta s.r.l.,2025-06-30,63,126.23,7952.49,En tránsito
O-004442,BR-00296,P-032614,PR-00845,Bragaglia-Opizzi SPA,2025-07-02,34,81.0,2754.0,En tránsito
O-004443,BR-00296,P-032618,PR-00932,Leopardi-Fermi Group,2025-08-14,87,142.22,12373.14,Pendiente
O-004444,BR-00296,P-032626,PR-00337,Ravaglioli e figli,2025-07-02,33,11.91,393.03,En tránsito
O-004445,BR-00297,P-032653,PR-01485,Carullo-Montanelli SPA,2025-07-22,28,104.94,2938.32,Pendiente
O-004446,BR-00297,P-032657,PR-00376,Doglioni-Pigafetta s.r.l.,2025-07-08,77,87.08,6705.16,En tránsito
O-004447,BR-00297,P-032659,PR-00376,Doglioni-Pigafetta s.r.l.,2025-08-19,23,83.76,1926.48,En tránsito
O-004448,BR-00297,P-032677,PR-01151,Perozzo-Iacobucci Group,2025-08-04,95,95.42,9064.9,Recibido
O-004449,BR-00297,P-032684,PR-00927,Curiel-Boccherini Group,2025-07-21,54,97.46,5262.84,Pendiente
O-004450,BR-00297,P-032692,PR-00657,Venier SPA,2025-07-04,33,107.85,3559.05,Pendiente
O-004451,BR-00297,P-032698,PR-01172,Cignaroli e figli,2025-08-07,49,148.63,7282.87,En tránsito
O-004452,BR-00297,P-032700,PR-01172,Cignaroli e figli,2025-08-19,20,52.11,1042.2,En tránsito
O-004453,BR-00297,P-032708,PR-01376,Stefanelli-Coppola e figli,2025-07-08,33,106.43,3512.19,Pendiente
O-004454,BR-00298,P-032716,PR-00373,"Murri, Alfonsi e Canali SPA",2025-07-31,29,36.16,1048.64,Pendiente
O-004455,BR-00298,P-032728,PR-00376,Doglioni-Pigafetta s.r.l.,2025-07-22,83,48.24,4003.92,Recibido
O-004456,BR-00298,P-032733,PR-00362,"Togliatti, Gatto e Sauli Group",2025-08-18,22,135.39,2978.58,En tránsito
O-004457,BR-00298,P-032737,PR-00362,"Togliatti, Gatto e Sauli Group",2025-08-23,54,108.96,5883.84,Pendiente
O-004458,BR-00298,P-032742,PR-00363,Segrè e figli,2025-08-21,98,98.52,9654.96,Pendiente
O-004459,BR-00298,P-032746,PR-01001,Ricciardi e figli,2025-08-18,28,68.73,1924.44,En tránsito
O-004460,BR-00298,P-032754,PR-00365,Balbo Group,2025-07-30,28,130.45,3652.6,En tránsito
O-004461,BR-00298,P-032762,PR-00932,Leopardi-Fermi Group,2025-07-31,63,31.09,1958.67,En tránsito
O-004462,BR-00299,P-032788,PR-01276,Turrini e figli,2025-08-05,85,148.7,12639.5,En tránsito
O-004463,BR-00299,P-032795,PR-00374,Toscanini-Montecchi e figli,2025-08-18,31,63.07,1955.17,Pendiente
O-004464,BR-00299,P-032824,PR-00364,Pagliaro-Magnani s.r.l.,2025-08-09,60,92.82,5569.2,Pendiente
O-004465,BR-00299,P-032828,PR-00903,Tropea-Trillini SPA,2025-08-04,92,15.49,1425.08,Pendiente
O-004466,BR-00299,P-032853,PR-00337,Ravaglioli e figli,2025-08-22,20,141.26,2825.2,Pendiente
O-004467,BR-00299,P-032860,PR-01376,Stefanelli-Coppola e figli,2025-06-30,86,25.3,2175.8,Recibido
O-004468,BR-00300,P-032872,PR-00615,"Letta, Volterra e Vespucci s.r.l.",2025-08-24,55,10.61,583.55,Pendiente
O-004469,BR-00300,P-032878,PR-00374,Toscanini-Montecchi e figli,2025-07-29,59,6.05,356.95,Pendiente
O-004470,BR-00300,P-032884,PR-00376,Doglioni-Pigafetta s.r.l.,2025-07-02,22,83.67,1840.74,Pendiente
O-004471,BR-00300,P-032897,PR-01001,Ricciardi e figli,2025-07-30,73,106.38,7765.74,En tránsito
O-004472,BR-00300,P-032898,PR-01151,Perozzo-Iacobucci Group,2025-08-22,27,52.32,1412.64,Pendiente
O-004473,BR-00300,P-032899,PR-01001,Ricciardi e figli,2025-08-07,67,68.69,4602.23,En tránsito
O-004474,BR-00300,P-032904,PR-00365,Balbo Group,2025-08-14,51,16.07,819.57,Recibido
O-004475,BR-00300,P-032910,PR-00665,Gentilini s.r.l.,2025-07-21,82,88.87,7287.34,En tránsito
O-004476,BR-00300,P-032911,PR-00335,"Scamarcio, Cappelli e Chiaramonte e figli",2025-07-24,37,41.23,1525.51,En tránsito
O-004477,BR-00300,P-032913,PR-00932,Leopardi-Fermi Group,2025-08-02,64,77.07,4932.48,Recibido
O-004478,BR-00300,P-032921,PR-00336,"Mazzeo, Giolitti e Modigliani e figli",2025-07-30,78,107.85,8412.3,Recibido
O-004479,BR-00300,P-032923,PR-00337,Ravaglioli e figli,2025-07-14,43,103.29,4441.47,Recibido
O-004480,BR-00300,P-032933,PR-01172,Cignaroli e figli,2025-08-05,86,2.9,249.4,Recibido
O-004481,BR-00301,P-032939,PR-00372,"Scaramucci, Fischetti e Scalfaro Group",2025-07-30,92,20.56,1891.52,En tránsito
O-004482,BR-00301,P-032944,PR-00373,"Murri, Alfonsi e Canali SPA",2025-08-14,34,49.29,1675.86,Recibido
O-004483,BR-00301,P-032960,PR-00376,Doglioni-Pigafetta s.r.l.,2025-07-30,54,8.52,460.08,En tránsito
O-004484,BR-00301,P-032964,PR-00376,Doglioni-Pigafetta s.r.l.,2025-08-17,65,38.25,2486.25,Recibido
O-004485,BR-00301,P-032969,PR-00362,"Togliatti, Gatto e Sauli Group",2025-07-05,96,60.42,5800.32,Pendiente
O-004486,BR-00301,P-032979,PR-01001,Ricciardi e figli,2025-07-02,24,6.73,161.52,Pendiente
O-004487,BR-00301,P-032984,PR-00365,Balbo Group,2025-07-25,67,134.94,9040.98,Recibido
O-004488,BR-00301,P-032986,PR-00365,Balbo Group,2025-07-01,89,28.43,2530.27,Recibido
O-004489,BR-00301,P-032990,PR-00366,Pistoletto s.r.l.,2025-07-06,93,23.55,2190.15,En tránsito
O-004490,BR-00301,P-033003,PR-00336,"Mazzeo, Giolitti e Modigliani e figli",2025-08-07,26,18.91,491.66,Pendiente
O-004491,BR-00301,P-033009,PR-01172,Cignaroli e figli,2025-08-17,71,89.71,6369.41,Pendiente
O-004492,BR-00301,P-033010,PR-00806,"Bernetti, Saffi e Pepe e figli",2025-07-21,53,19.53,1035.09,Pendiente
O-004493,BR-00302,P-033041,PR-00376,Doglioni-Pigafetta s.r.l.,2025-08-23,80,148.22,11857.6,En tránsito
O-004494,BR-00302,P-033055,PR-00363,Segrè e figli,2025-07-12,89,35.93,3197.77,Recibido
O-004495,BR-00302,P-033057,PR-00364,Pagliaro-Magnani s.r.l.,2025-07-21,93,143.58,13352.94,Recibido
O-004496,BR-00302,P-033058,PR-00364,Pagliaro-Magnani s.r.l.,2025-08-27,85,90.58,7699.3,Recibido
O-004497,BR-00302,P-033073,PR-00657,Venier SPA,2025-08-22,52,35.52,1847.04,Pendiente
O-004498,BR-00303,P-033097,PR-00373,"Murri, Alfonsi e Canali SPA",2025-07-01,53,67.47,3575.91,En tránsito
O-004499,BR-00303,P-033101,PR-00374,Toscanini-Montecchi e figli,2025-08-20,59,115.4,6808.6,Pendiente
O-004500,BR-00303,P-033104,PR-00374,Toscanini-Montecchi e figli,2025-07-09,95,119.57,11359.15,En tránsito
O-004501,BR-00303,P-033113,PR-00376,Doglioni-Pigafetta s.r.l.,2025-07-05,22,109.99,2419.78,Pendiente
O-004502,BR-00303,P-033114,PR-00376,Doglioni-Pigafetta s.r.l.,2025-08-01,48,59.95,2877.6,En tránsito
O-004503,BR-00303,P-033121,PR-00363,Segrè e figli,2025-08-12,85,130.01,11050.85,Pendiente
O-004504,BR-00303,P-033134,PR-00903,Tropea-Trillini SPA,2025-08-16,90,57.08,5137.2,Pendiente
O-004505,BR-00303,P-033138,PR-00845,Bragaglia-Opizzi SPA,2025-07-16,65,130.97,8513.05,Recibido
O-004506,BR-00303,P-033140,PR-00665,Gentilini s.r.l.,2025-07-11,38,97.23,3694.74,Recibido
O-004507,BR-00303,P-033148,PR-00336,"Mazzeo, Giolitti e Modigliani e figli",2025-08-01,35,149.15,5220.25,Recibido
O-004508,BR-00303,P-033151,PR-00337,Ravaglioli e figli,2025-08-16,41,25.21,1033.61,Pendiente
O-004509,BR-00304,P-033169,PR-01276,Turrini e figli,2025-06-30,58,113.42,6578.36,Pendiente
O-004510,BR-00304,P-033170,PR-01276,Turrini e figli,2025-07-06,29,13.52,392.08,Recibido
O-004511,BR-00304,P-033171,PR-01276,Turrini e figli,2025-07-18,99,51.66,5114.34,Pendiente
O-004512,BR-00304,P-033179,PR-00615,"Letta, Volterra e Vespucci s.r.l.",2025-08-03,87,16.85,1465.95,En tránsito
O-004513,BR-00304,P-033185,PR-00374,Toscanini-Montecchi e figli,2025-06-30,47,35.76,1680.72,En tránsito
O-004514,BR-00304,P-033203,PR-01151,Perozzo-Iacobucci Group,2025-07-25,44,103.15,4538.6,Recibido
O-004515,BR-00304,P-033204,PR-01001,Ricciardi e figli,2025-08-15,70,128.62,9003.4,Pendiente
O-004516,BR-00304,P-033208,PR-01001,Ricciardi e figli,2025-07-12,99,55.84,5528.16,En tránsito
O-004517,BR-00304,P-033213,PR-00365,Balbo Group,2025-08-03,72,38.39,2764.08,Recibido
O-004518,BR-00304,P-033220,PR-00335,"Scamarcio, Cappelli e Chiaramonte e figli",2025-07-07,78,13.81,1077.18,Recibido
O-004519,BR-00304,P-033235,PR-00339,"Gozzano, Baresi e Barcella SPA",2025-06-30,92,23.97,2205.24,Recibido
O-004520,BR-00305,P-033241,PR-00419,Seifert Trommler GmbH,2025-07-29,84,54.32,4562.88,Pendiente
O-004521,BR-00305,P-033242,PR-00419,Seifert Trommler GmbH,2025-07-20,63,135.75,8552.25,En tránsito
O-004522,BR-00305,P-033252,PR-00422,Steuer,2025-08-27,72,108.06,7780.32,En tránsito
