alerta_id,branch_id,product_id,stock_actual,stock_minimo,fecha_actualizacion,fecha_alerta,prioridad,provider_id,provider_name
AL-03892,BR-00258,P-028508,1,17,2025-04-08,2025-08-29,Media,PR-01415,Dufour Leduc SA
AL-03893,BR-00258,P-028509,9,20,2025-06-13,2025-08-29,Media,PR-01415,Dufour Leduc SA
AL-03894,BR-00259,P-028534,6,12,2025-06-27,2025-08-29,Baja,PR-00329,Lagarde et Fils
AL-03895,BR-00259,P-028535,1,9,2025-08-16,2025-08-29,Media,PR-00892,Merle Lamy S.A.R.L.
AL-03896,BR-00259,P-028542,10,19,2025-07-26,2025-08-29,Baja,PR-01145,Coste Dupont SA
AL-03897,BR-00259,P-028543,16,17,2025-07-13,2025-08-29,Baja,PR-00316,Gimenez
AL-03898,BR-00259,P-028552,10,14,2025-05-24,2025-08-29,Baja,PR-00318,Pascal De Oliveira S.A.R.L.
AL-03899,BR-00259,P-028564,8,11,2025-08-14,2025-08-29,Baja,PR-00288,Weber SARL
AL-03900,BR-00259,P-028569,7,12,2025-06-06,2025-08-29,Baja,PR-00893,Tessier Marie SARL
AL-03901,BR-00260,P-028587,5,6,2025-07-16,2025-08-29,Baja,PR-00325,Voisin S.A.
AL-03902,BR-00260,P-028589,0,13,2025-06-08,2025-08-29,Alta,PR-01045,Valette S.A.S.
AL-03903,BR-00260,P-028594,0,6,2025-08-04,2025-08-29,Alta,PR-00326,Colas Dupré S.A.R.L.
AL-03904,BR-00260,P-028598,10,11,2025-08-06,2025-08-29,Baja,PR-00326,Colas Dupré S.A.R.L.
AL-03905,BR-00260,P-028606,10,10,2025-07-08,2025-08-29,Baja,PR-00328,Faure
AL-03906,BR-00260,P-028615,1,15,2025-07-28,2025-08-29,Media,PR-00315,Laurent S.A.S.
AL-03907,BR-00260,P-028625,9,12,2025-07-25,2025-08-29,Baja,PR-01145,Coste Dupont SA
AL-03908,BR-00260,P-028626,3,17,2025-05-20,2025-08-29,Media,PR-00316,Gimenez
AL-03909,BR-00260,P-028635,8,12,2025-08-18,2025-08-29,Baja,PR-00318,Pascal De Oliveira S.A.R.L.
AL-03910,BR-00260,P-028638,11,13,2025-07-16,2025-08-29,Baja,PR-00319,Toussaint
AL-03911,BR-00260,P-028658,8,15,2025-03-09,2025-08-29,Baja,PR-01066,Roux
AL-03912,BR-00260,P-028664,2,16,2025-06-30,2025-08-29,Media,PR-00292,Dupuy
AL-03913,BR-00261,P-028687,0,8,2025-06-10,2025-08-29,Alta,PR-00892,Merle Lamy S.A.R.L.
AL-03914,BR-00261,P-028689,10,19,2025-08-24,2025-08-29,Baja,PR-01429,Bègue Neveu et Fils
AL-03915,BR-00261,P-028691,2,6,2025-08-12,2025-08-29,Media,PR-01195,Blot
AL-03916,BR-00261,P-028692,8,18,2025-04-19,2025-08-29,Media,PR-01195,Blot
AL-03917,BR-00261,P-028693,0,15,2025-07-01,2025-08-29,Alta,PR-01195,Blot
AL-03918,BR-00261,P-028707,4,5,2025-08-18,2025-08-29,Baja,PR-00318,Pascal De Oliveira S.A.R.L.
AL-03919,BR-00261,P-028718,6,8,2025-08-04,2025-08-29,Baja,PR-00288,Weber SARL
AL-03920,BR-00261,P-028732,13,17,2025-06-21,2025-08-29,Baja,PR-00730,Pichon S.A.
AL-03921,BR-00261,P-028737,17,18,2025-05-20,2025-08-29,Baja,PR-00291,Bailly SA
AL-03922,BR-00261,P-028739,5,18,2025-03-17,2025-08-29,Media,PR-01415,Dufour Leduc SA
AL-03923,BR-00262,P-028747,0,5,2025-06-22,2025-08-29,Alta,PR-00326,Colas Dupré S.A.R.L.
AL-03924,BR-00262,P-028751,16,19,2025-07-19,2025-08-29,Baja,PR-00326,Colas Dupré S.A.R.L.
AL-03925,BR-00262,P-028754,11,19,2025-08-11,2025-08-29,Baja,PR-00641,Roux
AL-03926,BR-00262,P-028765,1,5,2025-06-06,2025-08-29,Media,PR-00329,Lagarde et Fils
AL-03927,BR-00262,P-028777,6,12,2025-05-15,2025-08-29,Baja,PR-00316,Gimenez
AL-03928,BR-00262,P-028788,10,19,2025-08-19,2025-08-29,Baja,PR-01199,Renault Delannoy S.A.S.
AL-03929,BR-00262,P-028795,5,6,2025-08-06,2025-08-29,Baja,PR-00319,Toussaint
AL-03930,BR-00262,P-028813,6,15,2025-08-22,2025-08-29,Media,PR-01029,Wagner SA
AL-03931,BR-00263,P-028824,3,8,2025-08-02,2025-08-29,Media,PR-00326,Colas Dupré S.A.R.L.
AL-03932,BR-00263,P-028826,1,20,2025-06-21,2025-08-29,Media,PR-00326,Colas Dupré S.A.R.L.
AL-03933,BR-00263,P-028830,9,14,2025-04-15,2025-08-29,Baja,PR-00641,Roux
AL-03934,BR-00263,P-028831,13,17,2025-06-01,2025-08-29,Baja,PR-00973,Texier
AL-03935,BR-00263,P-028833,0,5,2025-08-02,2025-08-29,Alta,PR-00328,Faure
AL-03936,BR-00263,P-028834,1,16,2025-07-10,2025-08-29,Media,PR-00328,Faure
AL-03937,BR-00263,P-028858,17,20,2025-08-09,2025-08-29,Baja,PR-01199,Renault Delannoy S.A.S.
AL-03938,BR-00263,P-028861,15,17,2025-08-11,2025-08-29,Baja,PR-00319,Toussaint
AL-03939,BR-00263,P-028864,3,16,2025-06-20,2025-08-29,Media,PR-00319,Toussaint
AL-03940,BR-00263,P-028869,17,18,2025-05-13,2025-08-29,Baja,PR-00288,Weber SARL
AL-03941,BR-00263,P-028875,7,13,2025-08-16,2025-08-29,Baja,PR-01007,Menard S.A.R.L.
AL-03942,BR-00263,P-028877,5,5,2025-07-28,2025-08-29,Baja,PR-00786,Lejeune
AL-03943,BR-00264,P-028892,0,15,2025-06-26,2025-08-29,Alta,PR-01045,Valette S.A.S.
AL-03944,BR-00264,P-028894,1,6,2025-05-10,2025-08-29,Media,PR-00325,Voisin S.A.
AL-03945,BR-00264,P-028904,0,10,2025-08-22,2025-08-29,Alta,PR-00327,Alexandre
AL-03946,BR-00264,P-028905,8,20,2025-07-18,2025-08-29,Media,PR-00327,Alexandre
AL-03947,BR-00264,P-028910,12,18,2025-05-25,2025-08-29,Baja,PR-00328,Faure
AL-03948,BR-00264,P-028915,1,9,2025-05-18,2025-08-29,Media,PR-00892,Merle Lamy S.A.R.L.
AL-03949,BR-00264,P-028916,9,10,2025-08-20,2025-08-29,Baja,PR-00329,Lagarde et Fils
AL-03950,BR-00264,P-028919,5,18,2025-07-08,2025-08-29,Media,PR-00315,Laurent S.A.S.
AL-03951,BR-00264,P-028920,2,10,2025-08-18,2025-08-29,Media,PR-01195,Blot
AL-03952,BR-00264,P-028925,5,9,2025-04-14,2025-08-29,Baja,PR-01145,Coste Dupont SA
AL-03953,BR-00264,P-028941,3,15,2025-08-16,2025-08-29,Media,PR-00318,Pascal De Oliveira S.A.R.L.
AL-03954,BR-00264,P-028942,3,13,2025-08-16,2025-08-29,Media,PR-01199,Renault Delannoy S.A.S.
AL-03955,BR-00264,P-028955,0,7,2025-06-17,2025-08-29,Alta,PR-00675,Perez
AL-03956,BR-00264,P-028968,4,17,2025-06-08,2025-08-29,Media,PR-01029,Wagner SA
AL-03957,BR-00265,P-028973,16,18,2025-08-15,2025-08-29,Baja,PR-01469,Chevalier Robert et Fils
AL-03958,BR-00265,P-028974,8,8,2025-08-04,2025-08-29,Baja,PR-00325,Voisin S.A.
AL-03959,BR-00265,P-028975,9,14,2025-07-04,2025-08-29,Baja,PR-01045,Valette S.A.S.
AL-03960,BR-00265,P-028976,0,14,2025-08-08,2025-08-29,Alta,PR-00326,Colas Dupré S.A.R.L.
AL-03961,BR-00265,P-028986,17,17,2025-07-26,2025-08-29,Baja,PR-00328,Faure
AL-03962,BR-00265,P-028993,0,5,2025-04-01,2025-08-29,Alta,PR-00329,Lagarde et Fils
AL-03963,BR-00265,P-029004,9,14,2025-08-18,2025-08-29,Baja,PR-01145,Coste Dupont SA
AL-03964,BR-00265,P-029006,8,10,2025-07-29,2025-08-29,Baja,PR-00316,Gimenez
AL-03965,BR-00265,P-029019,2,11,2025-08-15,2025-08-29,Media,PR-00319,Toussaint
AL-03966,BR-00265,P-029034,9,9,2025-07-09,2025-08-29,Baja,PR-00290,Rodriguez Nguyen SA
AL-03967,BR-00265,P-029035,11,19,2025-05-26,2025-08-29,Baja,PR-01007,Menard S.A.R.L.
AL-03968,BR-00265,P-029036,2,13,2025-05-29,2025-08-29,Media,PR-00730,Pichon S.A.
AL-03969,BR-00266,P-029062,4,12,2025-08-14,2025-08-29,Media,PR-00328,Faure
AL-03970,BR-00266,P-029073,6,10,2025-07-31,2025-08-29,Baja,PR-00315,Laurent S.A.S.
AL-03971,BR-00266,P-029091,8,17,2025-08-28,2025-08-29,Media,PR-01070,Ribeiro Pruvost S.A.R.L.
AL-03972,BR-00266,P-029094,8,9,2025-07-24,2025-08-29,Baja,PR-00318,Pascal De Oliveira S.A.R.L.
AL-03973,BR-00266,P-029120,2,14,2025-05-11,2025-08-29,Media,PR-01029,Wagner SA
AL-03974,BR-00266,P-029125,13,18,2025-07-10,2025-08-29,Baja,PR-00292,Dupuy
AL-03975,BR-00267,P-029129,0,16,2025-07-30,2025-08-29,Alta,PR-00372,"Scaramucci, Fischetti e Scalfaro Group"
AL-03976,BR-00267,P-029147,7,12,2025-08-28,2025-08-29,Baja,PR-01489,Sansoni-Falier Group
AL-03977,BR-00267,P-029153,12,12,2025-08-16,2025-08-29,Baja,PR-00376,Doglioni-Pigafetta s.r.l.
AL-03978,BR-00267,P-029173,13,16,2025-08-06,2025-08-29,Baja,PR-00903,Tropea-Trillini SPA
AL-03979,BR-00267,P-029187,4,8,2025-07-29,2025-08-29,Baja,PR-00876,Giannuzzi SPA
AL-03980,BR-00267,P-029207,6,17,2025-05-13,2025-08-29,Media,PR-00340,"Lancisi, Trevisan e Beccaria s.r.l."
AL-03981,BR-00267,P-029221,7,15,2025-08-12,2025-08-29,Media,PR-01333,Ceravolo-Perozzo e figli
AL-03982,BR-00267,P-029222,5,17,2025-07-01,2025-08-29,Media,PR-00344,"Moresi, Dandolo e Lippomano SPA"
AL-03983,BR-00267,P-029223,3,8,2025-04-26,2025-08-29,Media,PR-00344,"Moresi, Dandolo e Lippomano SPA"
AL-03984,BR-00267,P-029227,14,20,2025-07-21,2025-08-29,Baja,PR-00367,"Vasari, Farinelli e Aporti e figli"
AL-03985,BR-00267,P-029231,17,18,2025-08-07,2025-08-29,Baja,PR-00805,Grasso-Botta Group
AL-03986,BR-00267,P-029240,2,18,2025-08-18,2025-08-29,Media,PR-00742,"Tirabassi, Aulenti e Pisano SPA"
AL-03987,BR-00267,P-029246,2,9,2025-06-03,2025-08-29,Media,PR-00371,Manolesso s.r.l.
AL-03988,BR-00267,P-029251,12,13,2025-05-29,2025-08-29,Baja,PR-00996,"Camicione, Tacchini e Casellati e figli"
AL-03989,BR-00267,P-029252,0,19,2025-08-09,2025-08-29,Alta,PR-00345,"Zoppetti, Asmundo e Collina e figli"
AL-03990,BR-00267,P-029257,11,19,2025-05-20,2025-08-29,Baja,PR-01491,"Lercari, Vattimo e Segni SPA"
AL-03991,BR-00267,P-029262,2,13,2025-08-08,2025-08-29,Media,PR-00346,"Vercelloni, Juvara e Gravina s.r.l."
AL-03992,BR-00267,P-029276,5,5,2025-05-22,2025-08-29,Baja,PR-01102,Pergolesi-Varano e figli
AL-03993,BR-00267,P-029298,10,10,2025-06-09,2025-08-29,Baja,PR-00936,"Anguillara, Russo e Pininfarina e figli"
AL-03994,BR-00267,P-029310,4,17,2025-08-12,2025-08-29,Media,PR-00352,"Nitto, Baresi e Borgia s.r.l."
AL-03995,BR-00267,P-029324,0,7,2025-08-22,2025-08-29,Alta,PR-00355,"Marrone, Redi e Baroffio s.r.l."
AL-03996,BR-00267,P-029331,2,8,2025-06-28,2025-08-29,Media,PR-00357,"Traetta, Guariento e Bodoni e figli"
AL-03997,BR-00267,P-029333,19,19,2025-08-07,2025-08-29,Baja,PR-00642,Fracci-Berengario e figli
AL-03998,BR-00267,P-029336,0,8,2025-08-10,2025-08-29,Alta,PR-00642,Fracci-Berengario e figli
AL-03999,BR-00267,P-029338,8,8,2025-07-23,2025-08-29,Baja,PR-01233,Ferragamo SPA
AL-04000,BR-00267,P-029339,0,7,2025-05-24,2025-08-29,Alta,PR-00358,Duse s.r.l.
AL-04001,BR-00267,P-029341,6,10,2025-06-17,2025-08-29,Baja,PR-00358,Duse s.r.l.
AL-04002,BR-00267,P-029349,0,14,2025-07-05,2025-08-29,Alta,PR-00360,Maderna-Granatelli Group
AL-04003,BR-00268,P-029356,6,12,2025-07-23,2025-08-29,Baja,PR-01276,Turrini e figli
AL-04004,BR-00268,P-029364,11,18,2025-06-13,2025-08-29,Baja,PR-00374,Toscanini-Montecchi e figli
AL-04005,BR-00268,P-029371,7,10,2025-06-08,2025-08-29,Baja,PR-00375,Balbi-Cuda s.r.l.
AL-04006,BR-00268,P-029382,19,20,2025-03-17,2025-08-29,Baja,PR-00363,Segrè e figli
AL-04007,BR-00268,P-029385,10,17,2025-06-15,2025-08-29,Baja,PR-01001,Ricciardi e figli
AL-04008,BR-00268,P-029388,3,7,2025-07-13,2025-08-29,Media,PR-01001,Ricciardi e figli
AL-04009,BR-00268,P-029399,9,13,2025-07-23,2025-08-29,Baja,PR-00665,Gentilini s.r.l.
AL-04010,BR-00268,P-029407,17,17,2025-05-24,2025-08-29,Baja,PR-00336,"Mazzeo, Giolitti e Modigliani e figli"
AL-04011,BR-00268,P-029411,13,20,2025-07-19,2025-08-29,Baja,PR-00337,Ravaglioli e figli
AL-04012,BR-00268,P-029420,0,7,2025-07-05,2025-08-29,Alta,PR-01172,Cignaroli e figli
AL-04013,BR-00268,P-029428,15,17,2025-07-15,2025-08-29,Baja,PR-00340,"Lancisi, Trevisan e Beccaria s.r.l."
AL-04014,BR-00268,P-029436,4,9,2025-08-16,2025-08-29,Media,PR-00864,"Tarantino, Cocci e Foà e figli"
AL-04015,BR-00268,P-029452,20,20,2025-08-17,2025-08-29,Baja,PR-00344,"Moresi, Dandolo e Lippomano SPA"
AL-04016,BR-00268,P-029455,8,19,2025-07-07,2025-08-29,Media,PR-00940,Emanuelli SPA
AL-04017,BR-00268,P-029461,8,12,2025-07-22,2025-08-29,Baja,PR-01412,Gemito-Faggiani Group
AL-04018,BR-00268,P-029465,6,9,2025-08-03,2025-08-29,Baja,PR-00622,"Argentero, Pastine e Tanzini Group"
AL-04019,BR-00268,P-029468,3,20,2025-08-25,2025-08-29,Media,PR-00370,Guidotti e figli
AL-04020,BR-00268,P-029486,10,18,2025-07-27,2025-08-29,Baja,PR-00733,"Garozzo, Gadda e Perozzo s.r.l."
AL-04021,BR-00268,P-029490,10,17,2025-07-27,2025-08-29,Baja,PR-00348,"Contrafatto, Scalfaro e Cardano s.r.l."
AL-04022,BR-00268,P-029495,1,16,2025-07-24,2025-08-29,Media,PR-00747,"Filangieri, Gentili e Detti SPA"
AL-04023,BR-00268,P-029500,0,7,2025-08-17,2025-08-29,Alta,PR-00823,Rizzo Group
AL-04024,BR-00268,P-029506,2,16,2025-07-29,2025-08-29,Media,PR-00332,"Paolini, Pirandello e Borromini Group"
AL-04025,BR-00268,P-029508,14,16,2025-08-25,2025-08-29,Baja,PR-00332,"Paolini, Pirandello e Borromini Group"
AL-04026,BR-00268,P-029534,12,13,2025-07-08,2025-08-29,Baja,PR-00345,"Zoppetti, Asmundo e Collina e figli"
AL-04027,BR-00268,P-029538,11,17,2025-08-07,2025-08-29,Baja,PR-00354,Correr-Giannini SPA
AL-04028,BR-00268,P-029557,17,19,2025-08-01,2025-08-29,Baja,PR-00358,Duse s.r.l.
AL-04029,BR-00268,P-029558,8,18,2025-08-19,2025-08-29,Media,PR-01233,Ferragamo SPA
AL-04030,BR-00268,P-029564,15,18,2025-06-10,2025-08-29,Baja,PR-00360,Maderna-Granatelli Group
AL-04031,BR-00269,P-029577,10,20,2025-08-28,2025-08-29,Baja,PR-00372,"Scaramucci, Fischetti e Scalfaro Group"
AL-04032,BR-00269,P-029580,8,10,2025-08-03,2025-08-29,Baja,PR-00373,"Murri, Alfonsi e Canali SPA"
AL-04033,BR-00269,P-029587,19,19,2025-08-15,2025-08-29,Baja,PR-01489,Sansoni-Falier Group
AL-04034,BR-00269,P-029588,10,20,2025-08-01,2025-08-29,Baja,PR-00375,Balbi-Cuda s.r.l.
AL-04035,BR-00269,P-029592,11,11,2025-08-16,2025-08-29,Baja,PR-01489,Sansoni-Falier Group
AL-04036,BR-00269,P-029596,16,20,2025-06-14,2025-08-29,Baja,PR-00376,Doglioni-Pigafetta s.r.l.
AL-04037,BR-00269,P-029598,4,14,2025-06-08,2025-08-29,Media,PR-00376,Doglioni-Pigafetta s.r.l.
AL-04038,BR-00269,P-029604,10,20,2025-06-25,2025-08-29,Baja,PR-00362,"Togliatti, Gatto e Sauli Group"
AL-04039,BR-00269,P-029609,8,18,2025-07-17,2025-08-29,Media,PR-00363,Segrè e figli
AL-04040,BR-00269,P-029620,0,13,2025-07-14,2025-08-29,Alta,PR-00903,Tropea-Trillini SPA
AL-04041,BR-00269,P-029621,3,13,2025-07-16,2025-08-29,Media,PR-00365,Balbo Group
AL-04042,BR-00269,P-029629,6,14,2025-04-24,2025-08-29,Media,PR-00932,Leopardi-Fermi Group
AL-04043,BR-00269,P-029631,7,20,2025-07-19,2025-08-29,Media,PR-00657,Venier SPA
AL-04044,BR-00269,P-029663,4,10,2025-08-10,2025-08-29,Media,PR-01291,Beffa Group
AL-04045,BR-00269,P-029664,9,15,2025-08-03,2025-08-29,Baja,PR-00800,Vidoni-Pietrangeli SPA
AL-04046,BR-00269,P-029665,3,5,2025-07-25,2025-08-29,Baja,PR-00800,Vidoni-Pietrangeli SPA
AL-04047,BR-00269,P-029684,7,8,2025-08-10,2025-08-29,Baja,PR-00368,Badoglio e figli
AL-04048,BR-00269,P-029687,3,10,2025-05-04,2025-08-29,Media,PR-00978,Trentini-Antelami s.r.l.
AL-04049,BR-00269,P-029701,9,15,2025-08-05,2025-08-29,Baja,PR-01075,Casalodi-Depero s.r.l.
AL-04050,BR-00269,P-029706,12,19,2025-08-04,2025-08-29,Baja,PR-00371,Manolesso s.r.l.
AL-04051,BR-00269,P-029724,11,14,2025-06-25,2025-08-29,Baja,PR-00348,"Contrafatto, Scalfaro e Cardano s.r.l."
AL-04052,BR-00270,P-029737,9,13,2025-05-04,2025-08-29,Baja,PR-00615,"Letta, Volterra e Vespucci s.r.l."
AL-04053,BR-00270,P-029767,9,19,2025-08-20,2025-08-29,Media,PR-01470,Beccheria s.r.l.
AL-04054,BR-00270,P-029770,10,17,2025-06-28,2025-08-29,Baja,PR-01470,Beccheria s.r.l.
AL-04055,BR-00270,P-029772,13,14,2025-07-17,2025-08-29,Baja,PR-00665,Gentilini s.r.l.
AL-04056,BR-00270,P-029775,2,12,2025-08-13,2025-08-29,Media,PR-00932,Leopardi-Fermi Group
AL-04057,BR-00270,P-029777,1,10,2025-07-22,2025-08-29,Media,PR-00657,Venier SPA
AL-04058,BR-00270,P-029781,8,8,2025-05-14,2025-08-29,Baja,PR-00657,Venier SPA
AL-04059,BR-00270,P-029791,8,15,2025-08-02,2025-08-29,Baja,PR-00338,Malatesta-Comolli SPA
AL-04060,BR-00270,P-029804,5,5,2025-05-26,2025-08-29,Baja,PR-00340,"Lancisi, Trevisan e Beccaria s.r.l."
AL-04061,BR-00270,P-029805,18,20,2025-07-14,2025-08-29,Baja,PR-00340,"Lancisi, Trevisan e Beccaria s.r.l."
AL-04062,BR-00270,P-029812,12,17,2025-07-28,2025-08-29,Baja,PR-00342,Respighi-Bassi SPA
AL-04063,BR-00270,P-029826,19,19,2025-06-20,2025-08-29,Baja,PR-00978,Trentini-Antelami s.r.l.
AL-04064,BR-00270,P-029829,3,19,2025-07-17,2025-08-29,Media,PR-00978,Trentini-Antelami s.r.l.
AL-04065,BR-00270,P-029834,0,20,2025-05-18,2025-08-29,Alta,PR-01488,Pedersoli-Tacchini Group
AL-04066,BR-00270,P-029835,4,18,2025-07-24,2025-08-29,Media,PR-01488,Pedersoli-Tacchini Group
AL-04067,BR-00270,P-029840,7,20,2025-07-17,2025-08-29,Media,PR-01075,Casalodi-Depero s.r.l.
AL-04068,BR-00270,P-029841,9,14,2025-07-12,2025-08-29,Baja,PR-00630,Foa-Giacometti SPA
AL-04069,BR-00270,P-029855,7,13,2025-08-04,2025-08-29,Baja,PR-00346,"Vercelloni, Juvara e Gravina s.r.l."
AL-04070,BR-00270,P-029864,11,14,2025-05-02,2025-08-29,Baja,PR-00349,Ciani SPA
AL-04071,BR-00271,P-029876,9,9,2025-08-07,2025-08-29,Baja,PR-00373,"Murri, Alfonsi e Canali SPA"
AL-04072,BR-00271,P-029880,11,11,2025-08-04,2025-08-29,Baja,PR-00374,Toscanini-Montecchi e figli
AL-04073,BR-00271,P-029892,1,12,2025-07-28,2025-08-29,Media,PR-00376,Doglioni-Pigafetta s.r.l.
AL-04074,BR-00271,P-029921,0,15,2025-08-28,2025-08-29,Alta,PR-00335,"Scamarcio, Cappelli e Chiaramonte e figli"
AL-04075,BR-00271,P-029932,5,14,2025-06-25,2025-08-29,Media,PR-00337,Ravaglioli e figli
AL-04076,BR-00271,P-029933,10,16,2025-07-11,2025-08-29,Baja,PR-00876,Giannuzzi SPA
AL-04077,BR-00271,P-029942,0,17,2025-05-13,2025-08-29,Alta,PR-00339,"Gozzano, Baresi e Barcella SPA"
AL-04078,BR-00271,P-029956,7,12,2025-06-20,2025-08-29,Baja,PR-00864,"Tarantino, Cocci e Foà e figli"
AL-04079,BR-00271,P-029976,5,8,2025-07-12,2025-08-29,Baja,PR-00940,Emanuelli SPA
AL-04080,BR-00271,P-029977,9,17,2025-06-29,2025-08-29,Baja,PR-00367,"Vasari, Farinelli e Aporti e figli"
AL-04081,BR-00271,P-029982,15,17,2025-05-17,2025-08-29,Baja,PR-00368,Badoglio e figli
AL-04082,BR-00271,P-029987,10,16,2025-08-01,2025-08-29,Baja,PR-00622,"Argentero, Pastine e Tanzini Group"
AL-04083,BR-00271,P-029991,8,10,2025-08-16,2025-08-29,Baja,PR-00630,Foa-Giacometti SPA
AL-04084,BR-00271,P-029993,7,17,2025-05-01,2025-08-29,Media,PR-00630,Foa-Giacometti SPA
AL-04085,BR-00271,P-030003,15,18,2025-06-01,2025-08-29,Baja,PR-00345,"Zoppetti, Asmundo e Collina e figli"
AL-04086,BR-00271,P-030005,8,9,2025-06-10,2025-08-29,Baja,PR-00346,"Vercelloni, Juvara e Gravina s.r.l."
AL-04087,BR-00271,P-030010,5,10,2025-07-19,2025-08-29,Baja,PR-00346,"Vercelloni, Juvara e Gravina s.r.l."
AL-04088,BR-00272,P-030034,3,12,2025-08-16,2025-08-29,Media,PR-01257,"Albertini, Antonacci e Colletti Group"
AL-04089,BR-00272,P-030042,9,18,2025-07-05,2025-08-29,Baja,PR-00362,"Togliatti, Gatto e Sauli Group"
AL-04090,BR-00272,P-030048,12,15,2025-07-31,2025-08-29,Baja,PR-00363,Segrè e figli
AL-04091,BR-00272,P-030059,1,17,2025-08-21,2025-08-29,Media,PR-00903,Tropea-Trillini SPA
AL-04092,BR-00272,P-030073,13,15,2025-08-25,2025-08-29,Baja,PR-00657,Venier SPA
AL-04093,BR-00272,P-030074,7,16,2025-05-28,2025-08-29,Media,PR-00337,Ravaglioli e figli
AL-04094,BR-00272,P-030075,7,19,2025-06-20,2025-08-29,Media,PR-00876,Giannuzzi SPA
AL-04095,BR-00272,P-030082,3,20,2025-08-27,2025-08-29,Media,PR-00806,"Bernetti, Saffi e Pepe e figli"
AL-04096,BR-00272,P-030083,15,19,2025-08-13,2025-08-29,Baja,PR-00338,Malatesta-Comolli SPA
AL-04097,BR-00272,P-030084,1,7,2025-07-08,2025-08-29,Media,PR-00338,Malatesta-Comolli SPA
AL-04098,BR-00272,P-030085,3,19,2025-08-27,2025-08-29,Media,PR-00806,"Bernetti, Saffi e Pepe e figli"
AL-04099,BR-00272,P-030087,6,15,2025-08-10,2025-08-29,Media,PR-00339,"Gozzano, Baresi e Barcella SPA"
AL-04100,BR-00272,P-030100,2,13,2025-05-30,2025-08-29,Media,PR-00864,"Tarantino, Cocci e Foà e figli"
AL-04101,BR-00272,P-030106,0,19,2025-08-21,2025-08-29,Alta,PR-00342,Respighi-Bassi SPA
AL-04102,BR-00272,P-030121,5,13,2025-07-20,2025-08-29,Media,PR-00367,"Vasari, Farinelli e Aporti e figli"
AL-04103,BR-00272,P-030123,18,19,2025-07-15,2025-08-29,Baja,PR-00940,Emanuelli SPA
AL-04104,BR-00272,P-030137,13,17,2025-08-03,2025-08-29,Baja,PR-00996,"Camicione, Tacchini e Casellati e figli"
AL-04105,BR-00272,P-030140,5,8,2025-07-17,2025-08-29,Baja,PR-00371,Manolesso s.r.l.
AL-04106,BR-00272,P-030150,5,16,2025-06-25,2025-08-29,Media,PR-00346,"Vercelloni, Juvara e Gravina s.r.l."
AL-04107,BR-00272,P-030154,0,11,2025-08-11,2025-08-29,Alta,PR-01338,Cocci e figli
AL-04108,BR-00272,P-030167,12,17,2025-07-11,2025-08-29,Baja,PR-00349,Ciani SPA
AL-04109,BR-00273,P-030182,15,19,2025-07-21,2025-08-29,Baja,PR-00374,Toscanini-Montecchi e figli
AL-04110,BR-00273,P-030194,0,15,2025-06-12,2025-08-29,Alta,PR-00362,"Togliatti, Gatto e Sauli Group"
AL-04111,BR-00273,P-030201,1,17,2025-06-28,2025-08-29,Media,PR-00363,Segrè e figli
AL-04112,BR-00273,P-030211,2,18,2025-07-02,2025-08-29,Media,PR-00903,Tropea-Trillini SPA
AL-04113,BR-00273,P-030220,8,17,2025-07-23,2025-08-29,Media,PR-00335,"Scamarcio, Cappelli e Chiaramonte e figli"
AL-04114,BR-00273,P-030235,6,8,2025-07-08,2025-08-29,Baja,PR-01172,Cignaroli e figli
AL-04115,BR-00273,P-030241,4,12,2025-07-20,2025-08-29,Media,PR-00339,"Gozzano, Baresi e Barcella SPA"
AL-04116,BR-00273,P-030242,0,14,2025-07-14,2025-08-29,Alta,PR-00340,"Lancisi, Trevisan e Beccaria s.r.l."
AL-04117,BR-00273,P-030252,15,18,2025-06-23,2025-08-29,Baja,PR-00864,"Tarantino, Cocci e Foà e figli"
AL-04118,BR-00273,P-030264,4,15,2025-07-05,2025-08-29,Media,PR-00343,Bulzoni-Tagliafierro s.r.l.
AL-04119,BR-00273,P-030281,8,16,2025-08-23,2025-08-29,Baja,PR-01412,Gemito-Faggiani Group
AL-04120,BR-00273,P-030282,16,18,2025-07-12,2025-08-29,Baja,PR-00833,Pozzecco SPA
AL-04121,BR-00273,P-030297,17,18,2025-08-18,2025-08-29,Baja,PR-00346,"Vercelloni, Juvara e Gravina s.r.l."
AL-04122,BR-00273,P-030306,11,13,2025-04-16,2025-08-29,Baja,PR-00733,"Garozzo, Gadda e Perozzo s.r.l."
AL-04123,BR-00273,P-030308,0,15,2025-06-12,2025-08-29,Alta,PR-00348,"Contrafatto, Scalfaro e Cardano s.r.l."
AL-04124,BR-00274,P-030330,1,19,2025-07-21,2025-08-29,Media,PR-00374,Toscanini-Montecchi e figli
AL-04125,BR-00274,P-030334,6,20,2025-07-15,2025-08-29,Media,PR-00374,Toscanini-Montecchi e figli
AL-04126,BR-00274,P-030354,5,14,2025-06-10,2025-08-29,Media,PR-00363,Segrè e figli
AL-04127,BR-00274,P-030364,15,18,2025-06-13,2025-08-29,Baja,PR-00365,Balbo Group
AL-04128,BR-00274,P-030370,6,7,2025-04-16,2025-08-29,Baja,PR-00366,Pistoletto s.r.l.
AL-04129,BR-00274,P-030376,7,20,2025-05-04,2025-08-29,Media,PR-00335,"Scamarcio, Cappelli e Chiaramonte e figli"
