order_id,branch_id,product_id,provider_id,provider_name,fecha_orden,cantidad,precio_unitario,total,estado
O-004349,BR-00292,P-032311,PR-01384,"Leblanc, Bernardini e Fabrizi s.r.l.",2025-08-05,79,26.87,2122.73,Recibido
O-004350,BR-00292,P-032314,PR-00366,Taliani s.r.l.,2025-07-30,63,44.08,2777.04,Recibido
O-004351,BR-00292,P-032320,PR-00366,Taliani s.r.l.,2025-06-29,51,104.0,5304.0,Pendiente
O-004352,BR-00292,P-032321,PR-00335,Riccati e figli,2025-07-10,81,58.69,4753.89,Recibido
O-004353,BR-00292,P-032343,PR-01480,Fischetti-Pizziol Group,2025-07-19,76,28.5,2166.0,Recibido
O-004354,BR-00293,P-032352,PR-01490,"Nitti, Cortese e Giannone s.r.l.",2025-08-23,97,71.51,6936.47,En tránsito
O-004355,BR-00293,P-032360,PR-00869,Cocci-Pontecorvo SPA,2025-07-16,60,142.03,8521.8,Pendiente
O-004356,BR-00293,P-032374,PR-00362,Carducci e figli,2025-07-29,98,97.31,9536.38,Recibido
O-004357,BR-00293,P-032391,PR-01384,"Leblanc, Bernardini e Fabrizi s.r.l.",2025-07-18,51,136.52,6962.52,En tránsito
O-004358,BR-00293,P-032392,PR-01429,"Argentero, Cabibbo e Sorrentino SPA",2025-08-03,88,7.34,645.92,Pendiente
O-004359,BR-00293,P-032401,PR-01198,"Farnese, Cheda e Bernardi s.r.l.",2025-08-09,71,102.18,7254.78,Recibido
O-004360,BR-00293,P-032402,PR-00335,Riccati e figli,2025-08-03,51,78.95,4026.45,Recibido
O-004361,BR-00294,P-032433,PR-00373,"Pellegrini, Olivetti e Infantino SPA",2025-07-15,89,32.54,2896.06,En tránsito
O-004362,BR-00294,P-032438,PR-01378,Taccola Group,2025-07-24,85,33.52,2849.2,Pendiente
O-004363,BR-00294,P-032444,PR-01281,Trevisani-Capone e figli,2025-08-06,36,120.32,4331.52,En tránsito
O-004364,BR-00294,P-032448,PR-00686,Rossetti-Bernini Group,2025-06-27,51,58.61,2989.11,Pendiente
O-004365,BR-00294,P-032449,PR-01295,Staglieno-Tassoni SPA,2025-08-07,56,134.2,7515.2,Pendiente
O-004366,BR-00294,P-032453,PR-01024,Tron e figli,2025-08-05,61,95.49,5824.89,Pendiente
O-004367,BR-00294,P-032470,PR-01198,"Farnese, Cheda e Bernardi s.r.l.",2025-07-24,56,129.96,7277.76,Pendiente
O-004368,BR-00294,P-032482,PR-00336,"Panicucci, Peruzzi e Marsili s.r.l.",2025-08-19,52,113.08,5880.16,En tránsito
O-004369,BR-00294,P-032490,PR-00338,Cavanna SPA,2025-08-09,38,34.14,1297.32,En tránsito
O-004370,BR-00294,P-032492,PR-00338,Cavanna SPA,2025-07-23,56,97.36,5452.16,En tránsito
O-004371,BR-00294,P-032496,PR-01381,Chiappetta Group,2025-07-19,70,58.74,4111.8,Recibido
O-004372,BR-00295,P-032506,PR-01490,"Nitti, Cortese e Giannone s.r.l.",2025-08-11,82,87.66,7188.12,Pendiente
O-004373,BR-00295,P-032510,PR-01400,Iannuzzi e figli,2025-08-23,73,6.86,500.78,Pendiente
O-004374,BR-00295,P-032512,PR-00887,Civaschi s.r.l.,2025-08-02,24,28.1,674.4,En tránsito
O-004375,BR-00295,P-032518,PR-01281,Trevisani-Capone e figli,2025-08-14,91,96.43,8775.13,Recibido
O-004376,BR-00295,P-032521,PR-00686,Rossetti-Bernini Group,2025-06-28,66,61.93,4087.38,Recibido
O-004377,BR-00295,P-032522,PR-00686,Rossetti-Bernini Group,2025-06-25,77,70.1,5397.7,En tránsito
O-004378,BR-00295,P-032529,PR-00363,Gentileschi-Ariosto s.r.l.,2025-07-06,80,116.47,9317.6,En tránsito
O-004379,BR-00295,P-032534,PR-01330,Garibaldi e figli,2025-07-05,51,12.25,624.75,En tránsito
O-004380,BR-00295,P-032537,PR-01429,"Argentero, Cabibbo e Sorrentino SPA",2025-06-30,98,9.63,943.74,Pendiente
O-004381,BR-00295,P-032550,PR-01198,"Farnese, Cheda e Bernardi s.r.l.",2025-08-18,69,12.05,831.45,Pendiente
O-004382,BR-00295,P-032551,PR-00335,Riccati e figli,2025-07-02,69,104.33,7198.77,En tránsito
O-004383,BR-00295,P-032553,PR-00336,"Panicucci, Peruzzi e Marsili s.r.l.",2025-07-29,51,56.05,2858.55,En tránsito
O-004384,BR-00295,P-032557,PR-00999,"Toninelli, Moccia e Carullo Group",2025-07-09,20,107.34,2146.8,Recibido
O-004385,BR-00295,P-032560,PR-00338,Cavanna SPA,2025-07-19,40,114.4,4576.0,Recibido
O-004386,BR-00295,P-032563,PR-01381,Chiappetta Group,2025-07-05,64,106.36,6807.04,En tránsito
O-004387,BR-00296,P-032567,PR-01492,Benedetti-Farnese Group,2025-06-27,94,116.89,10987.66,En tránsito
O-004388,BR-00296,P-032575,PR-01490,"Nitti, Cortese e Giannone s.r.l.",2025-07-01,41,45.02,1845.82,Recibido
O-004389,BR-00296,P-032576,PR-00373,"Pellegrini, Olivetti e Infantino SPA",2025-08-10,25,4.73,118.25,Recibido
O-004390,BR-00296,P-032596,PR-00363,Gentileschi-Ariosto s.r.l.,2025-07-23,29,82.98,2406.42,En tránsito
O-004391,BR-00296,P-032614,PR-00366,Taliani s.r.l.,2025-07-05,34,81.0,2754.0,Pendiente
O-004392,BR-00296,P-032621,PR-00336,"Panicucci, Peruzzi e Marsili s.r.l.",2025-08-04,26,76.82,1997.32,Recibido
O-004393,BR-00297,P-032639,PR-00372,Ferragni-Fischetti Group,2025-07-29,77,125.12,9634.24,Recibido
O-004394,BR-00297,P-032649,PR-00374,Petrucci e figli,2025-08-09,92,31.68,2914.56,En tránsito
O-004395,BR-00297,P-032655,PR-01281,Trevisani-Capone e figli,2025-08-21,77,148.95,11469.15,Pendiente
O-004396,BR-00297,P-032659,PR-00376,"Casini, Fanucci e Roncalli SPA",2025-08-01,45,83.76,3769.2,Pendiente
O-004397,BR-00297,P-032667,PR-00363,Gentileschi-Ariosto s.r.l.,2025-06-26,67,42.28,2832.76,Recibido
O-004398,BR-00297,P-032677,PR-01024,Tron e figli,2025-07-11,33,95.42,3148.86,Pendiente
O-004399,BR-00297,P-032684,PR-00366,Taliani s.r.l.,2025-06-27,28,97.46,2728.88,Pendiente
O-004400,BR-00297,P-032691,PR-00336,"Panicucci, Peruzzi e Marsili s.r.l.",2025-08-17,83,15.97,1325.51,Pendiente
O-004401,BR-00297,P-032699,PR-00338,Cavanna SPA,2025-08-20,80,117.63,9410.4,En tránsito
O-004402,BR-00297,P-032706,PR-01381,Chiappetta Group,2025-08-12,56,90.51,5068.56,En tránsito
O-004403,BR-00298,P-032710,PR-00372,Ferragni-Fischetti Group,2025-07-07,47,89.29,4196.63,Pendiente
O-004404,BR-00298,P-032718,PR-01490,"Nitti, Cortese e Giannone s.r.l.",2025-06-25,58,35.36,2050.88,En tránsito
O-004405,BR-00298,P-032720,PR-01023,"Blasi, Toscanini e Gentilini Group",2025-07-22,25,42.63,1065.75,Recibido
O-004406,BR-00298,P-032728,PR-01281,Trevisani-Capone e figli,2025-08-12,84,48.24,4052.16,Pendiente
O-004407,BR-00298,P-032735,PR-00362,Carducci e figli,2025-07-24,83,46.98,3899.34,En tránsito
O-004408,BR-00298,P-032740,PR-00363,Gentileschi-Ariosto s.r.l.,2025-07-09,41,21.01,861.41,Pendiente
O-004409,BR-00298,P-032760,PR-00335,Riccati e figli,2025-07-12,73,41.33,3017.09,En tránsito
O-004410,BR-00298,P-032761,PR-01198,"Farnese, Cheda e Bernardi s.r.l.",2025-08-06,83,89.29,7411.07,En tránsito
O-004411,BR-00298,P-032766,PR-00336,"Panicucci, Peruzzi e Marsili s.r.l.",2025-07-15,58,45.76,2654.08,En tránsito
O-004412,BR-00298,P-032769,PR-00336,"Panicucci, Peruzzi e Marsili s.r.l.",2025-08-18,59,94.4,5569.6,Recibido
O-004413,BR-00298,P-032783,PR-01381,Chiappetta Group,2025-06-26,78,50.54,3942.12,Recibido
O-004414,BR-00299,P-032797,PR-00374,Petrucci e figli,2025-08-19,100,80.08,8008.0,Pendiente
O-004415,BR-00299,P-032804,PR-00375,Zetticci e figli,2025-07-24,33,65.28,2154.24,Pendiente
O-004416,BR-00299,P-032819,PR-00363,Gentileschi-Ariosto s.r.l.,2025-08-19,59,8.13,479.67,Pendiente
O-004417,BR-00299,P-032824,PR-00931,Rosiello-Crisafulli s.r.l.,2025-08-17,61,92.82,5662.02,En tránsito
O-004418,BR-00299,P-032828,PR-00365,"Farnese, Marazzi e Monti e figli",2025-08-03,51,15.49,789.99,En tránsito
O-004419,BR-00299,P-032830,PR-01429,"Argentero, Cabibbo e Sorrentino SPA",2025-07-14,21,110.36,2317.56,Pendiente
O-004420,BR-00299,P-032855,PR-00338,Cavanna SPA,2025-08-11,69,19.83,1368.27,En tránsito
O-004421,BR-00300,P-032863,PR-01492,Benedetti-Farnese Group,2025-08-22,43,72.98,3138.14,Pendiente
O-004422,BR-00300,P-032874,PR-00373,"Pellegrini, Olivetti e Infantino SPA",2025-07-06,71,90.48,6424.08,Pendiente
O-004423,BR-00300,P-032877,PR-00869,Cocci-Pontecorvo SPA,2025-08-20,58,58.74,3406.92,Recibido
O-004424,BR-00300,P-032881,PR-01032,"Serlupi, Gregori e Pavanello SPA",2025-07-24,38,123.97,4710.86,Pendiente
O-004425,BR-00300,P-032884,PR-00376,"Casini, Fanucci e Roncalli SPA",2025-08-23,27,83.67,2259.09,Recibido
O-004426,BR-00300,P-032885,PR-01281,Trevisani-Capone e figli,2025-07-22,99,124.18,12293.82,En tránsito
O-004427,BR-00300,P-032886,PR-01281,Trevisani-Capone e figli,2025-08-15,35,3.23,113.05,En tránsito
O-004428,BR-00300,P-032888,PR-00376,"Casini, Fanucci e Roncalli SPA",2025-07-31,38,79.9,3036.2,En tránsito
O-004429,BR-00300,P-032898,PR-01024,Tron e figli,2025-07-28,43,52.32,2249.76,Recibido
O-004430,BR-00300,P-032908,PR-00366,Taliani s.r.l.,2025-07-05,40,58.12,2324.8,En tránsito
O-004431,BR-00300,P-032915,PR-00335,Riccati e figli,2025-08-15,64,101.27,6481.28,Recibido
O-004432,BR-00300,P-032918,PR-00336,"Panicucci, Peruzzi e Marsili s.r.l.",2025-07-25,62,94.97,5888.14,Recibido
O-004433,BR-00300,P-032926,PR-00999,"Toninelli, Moccia e Carullo Group",2025-07-07,55,72.31,3977.05,Recibido
O-004434,BR-00300,P-032927,PR-00859,Navarria-Pacillo Group,2025-07-02,84,45.41,3814.44,Pendiente
O-004435,BR-00300,P-032933,PR-00338,Cavanna SPA,2025-07-15,27,2.9,78.3,Recibido
O-004436,BR-00300,P-032937,PR-00339,Cimini-Speri Group,2025-08-22,38,147.08,5589.04,Pendiente
O-004437,BR-00301,P-032956,PR-00375,Zetticci e figli,2025-08-04,39,63.45,2474.55,Recibido
O-004438,BR-00301,P-032964,PR-01281,Trevisani-Capone e figli,2025-07-28,54,38.25,2065.5,Recibido
O-004439,BR-00301,P-032965,PR-01281,Trevisani-Capone e figli,2025-08-19,64,79.52,5089.28,En tránsito
O-004440,BR-00301,P-032967,PR-00686,Rossetti-Bernini Group,2025-06-26,42,74.6,3133.2,Recibido
O-004441,BR-00301,P-032981,PR-00864,Tarantini-Vigorelli Group,2025-07-31,41,74.91,3071.31,En tránsito
O-004442,BR-00301,P-032988,PR-00365,"Farnese, Marazzi e Monti e figli",2025-06-27,64,131.96,8445.44,Recibido
O-004443,BR-00301,P-033000,PR-00336,"Panicucci, Peruzzi e Marsili s.r.l.",2025-08-23,25,104.98,2624.5,En tránsito
O-004444,BR-00301,P-033013,PR-00338,Cavanna SPA,2025-07-31,22,121.61,2675.42,En tránsito
O-004445,BR-00302,P-033019,PR-01492,Benedetti-Farnese Group,2025-07-03,52,110.05,5722.6,Pendiente
O-004446,BR-00302,P-033026,PR-00373,"Pellegrini, Olivetti e Infantino SPA",2025-08-18,37,134.86,4989.82,Pendiente
O-004447,BR-00302,P-033028,PR-01490,"Nitti, Cortese e Giannone s.r.l.",2025-07-20,22,89.66,1972.52,Recibido
O-004448,BR-00302,P-033033,PR-01023,"Blasi, Toscanini e Gentilini Group",2025-08-19,37,126.15,4667.55,Pendiente
O-004449,BR-00302,P-033036,PR-01400,Iannuzzi e figli,2025-07-30,53,123.42,6541.26,En tránsito
O-004450,BR-00302,P-033043,PR-01281,Trevisani-Capone e figli,2025-07-15,98,73.91,7243.18,Pendiente
O-004451,BR-00302,P-033046,PR-00362,Carducci e figli,2025-07-13,56,52.65,2948.4,Recibido
O-004452,BR-00302,P-033052,PR-00363,Gentileschi-Ariosto s.r.l.,2025-07-27,68,142.88,9715.84,Recibido
O-004453,BR-00302,P-033059,PR-00864,Tarantini-Vigorelli Group,2025-07-30,76,116.67,8866.92,En tránsito
O-004454,BR-00302,P-033061,PR-01330,Garibaldi e figli,2025-08-07,46,56.75,2610.5,Recibido
O-004455,BR-00302,P-033068,PR-00335,Riccati e figli,2025-07-19,42,4.19,175.98,Recibido
O-004456,BR-00302,P-033072,PR-00336,"Panicucci, Peruzzi e Marsili s.r.l.",2025-08-05,66,134.19,8856.54,Recibido
O-004457,BR-00302,P-033073,PR-00336,"Panicucci, Peruzzi e Marsili s.r.l.",2025-07-11,50,35.52,1776.0,En tránsito
O-004458,BR-00302,P-033075,PR-00336,"Panicucci, Peruzzi e Marsili s.r.l.",2025-07-10,83,63.87,5301.21,En tránsito
O-004459,BR-00302,P-033077,PR-00999,"Toninelli, Moccia e Carullo Group",2025-08-17,86,48.02,4129.72,Recibido
O-004460,BR-00302,P-033081,PR-00338,Cavanna SPA,2025-07-02,52,37.8,1965.6,Recibido
O-004461,BR-00302,P-033083,PR-00338,Cavanna SPA,2025-08-02,98,67.93,6657.14,Recibido
O-004462,BR-00303,P-033099,PR-00869,Cocci-Pontecorvo SPA,2025-08-08,22,82.94,1824.68,Pendiente
O-004463,BR-00303,P-033104,PR-00869,Cocci-Pontecorvo SPA,2025-08-10,27,119.57,3228.39,Recibido
O-004464,BR-00303,P-033126,PR-00364,Carnera Group,2025-07-03,88,60.58,5331.04,Pendiente
O-004465,BR-00303,P-033134,PR-01323,Marconi-Ortese SPA,2025-07-27,82,57.08,4680.56,En tránsito
O-004466,BR-00303,P-033138,PR-00366,Taliani s.r.l.,2025-08-10,78,130.97,10215.66,En tránsito
O-004467,BR-00303,P-033140,PR-00366,Taliani s.r.l.,2025-08-14,30,97.23,2916.9,Recibido
O-004468,BR-00303,P-033144,PR-01198,"Farnese, Cheda e Bernardi s.r.l.",2025-08-19,37,13.53,500.61,Pendiente
O-004469,BR-00303,P-033166,PR-01381,Chiappetta Group,2025-08-15,83,139.28,11560.24,En tránsito
O-004470,BR-00304,P-033170,PR-00372,Ferragni-Fischetti Group,2025-08-16,20,13.52,270.4,En tránsito
O-004471,BR-00304,P-033177,PR-01490,"Nitti, Cortese e Giannone s.r.l.",2025-07-10,93,39.91,3711.63,En tránsito
O-004472,BR-00304,P-033182,PR-00869,Cocci-Pontecorvo SPA,2025-07-13,61,112.86,6884.46,Recibido
O-004473,BR-00304,P-033197,PR-00686,Rossetti-Bernini Group,2025-08-03,73,3.32,242.36,Pendiente
O-004474,BR-00304,P-033201,PR-00363,Gentileschi-Ariosto s.r.l.,2025-08-16,80,55.11,4408.8,Pendiente
O-004475,BR-00304,P-033235,PR-00339,Cimini-Speri Group,2025-07-27,80,23.97,1917.6,En tránsito
O-004476,BR-00305,P-033243,PR-00420,Holsten GmbH,2025-08-01,25,52.84,1321.0,En tránsito
O-004477,BR-00305,P-033252,PR-00422,Carsten GmbH,2025-08-17,62,108.06,6699.72,En tránsito
O-004478,BR-00305,P-033253,PR-01494,Cichorius,2025-08-13,63,57.32,3611.16,Recibido
O-004479,BR-00305,P-033262,PR-00423,Atzler,2025-07-04,46,56.67,2606.82,Pendiente
O-004480,BR-00305,P-033269,PR-00409,Mülichen OHG mbH,2025-07-18,99,101.15,10013.85,En tránsito
O-004481,BR-00305,P-033295,PR-01202,Ernst,2025-07-04,36,37.63,1354.68,Recibido
O-004482,BR-00305,P-033298,PR-01301,Schmiedecke Weller Stiftung & Co. KG,2025-07-17,95,84.31,8009.45,Pendiente
O-004483,BR-00305,P-033300,PR-01202,Ernst,2025-07-03,21,102.01,2142.21,En tránsito
O-004484,BR-00305,P-033316,PR-00627,Bien Stahr GmbH & Co. KG,2025-08-01,65,50.41,3276.65,En tránsito
O-004485,BR-00305,P-033326,PR-00387,Trapp Caspar GmbH & Co. KG,2025-07-04,71,143.35,10177.85,Recibido
O-004486,BR-00305,P-033330,PR-01030,Stiffel,2025-07-16,96,75.97,7293.12,Recibido
O-004487,BR-00305,P-033343,PR-01093,Hermann KG,2025-08-20,68,113.82,7739.76,En tránsito
O-004488,BR-00305,P-033364,PR-01263,Berger,2025-06-29,51,38.51,1964.01,En tránsito
O-004489,BR-00305,P-033391,PR-00912,Dobes e.V.,2025-07-12,64,58.92,3770.88,Recibido
O-004490,BR-00305,P-033462,PR-01144,Gude KG,2025-08-18,70,95.5,6685.0,En tránsito
O-004491,BR-00305,P-033464,PR-01144,Gude KG,2025-08-23,75,127.77,9582.75,Pendiente
O-004492,BR-00305,P-033465,PR-01144,Gude KG,2025-08-04,80,73.49,5879.2,Pendiente
O-004493,BR-00306,P-033471,PR-00704,Schweitzer Heydrich KGaA,2025-08-14,100,136.01,13601.0,En tránsito
O-004494,BR-00306,P-033476,PR-01059,Roht,2025-07-10,39,108.54,4233.06,Recibido
O-004495,BR-00306,P-033495,PR-00423,Atzler,2025-08-21,66,137.39,9067.74,Recibido
O-004496,BR-00306,P-033497,PR-00423,Atzler,2025-07-13,97,120.17,11656.49,Recibido
O-004497,BR-00306,P-033498,PR-00423,Atzler,2025-08-03,88,113.33,9973.04,Pendiente
O-004498,BR-00306,P-033505,PR-00410,Kensy GmbH & Co. KG,2025-07-20,54,36.28,1959.12,Recibido
O-004499,BR-00306,P-033509,PR-00411,Striebitz Köhler e.G.,2025-08-08,94,83.84,7880.96,En tránsito
O-004500,BR-00306,P-033512,PR-00657,Zahn,2025-07-29,82,29.8,2443.6,Pendiente
O-004501,BR-00306,P-033540,PR-00387,Trapp Caspar GmbH & Co. KG,2025-07-11,68,56.58,3847.44,Recibido
O-004502,BR-00306,P-033550,PR-00389,Kruschwitz,2025-08-12,64,48.15,3081.6,En tránsito
O-004503,BR-00306,P-033555,PR-01390,Bolzmann AG & Co. OHG,2025-08-11,65,51.85,3370.25,Pendiente
O-004504,BR-00306,P-033561,PR-00391,Buchholz,2025-08-18,72,52.38,3771.36,Pendiente
O-004505,BR-00306,P-033568,PR-01303,Wulf OHG mbH,2025-08-13,74,70.12,5188.88,Recibido
O-004506,BR-00306,P-033574,PR-00415,Kusch Rädel GmbH & Co. KG,2025-07-16,29,103.44,2999.76,Recibido
O-004507,BR-00306,P-033579,PR-00992,Neureuther GmbH,2025-07-25,25,81.38,2034.5,Pendiente
O-004508,BR-00306,P-033586,PR-00418,Butte Bender GmbH,2025-08-02,33,148.54,4901.82,En tránsito
O-004509,BR-00306,P-033590,PR-00400,Bruder,2025-07-04,48,144.54,6937.92,Pendiente
O-004510,BR-00306,P-033594,PR-00393,Bachmann AG & Co. OHG,2025-07-17,90,93.03,8372.7,Pendiente
O-004511,BR-00306,P-033598,PR-00393,Bachmann AG & Co. OHG,2025-08-06,96,21.76,2088.96,Pendiente
O-004512,BR-00306,P-033609,PR-00395,Tlustek GmbH & Co. KG,2025-08-01,35,149.32,5226.2,Pendiente
O-004513,BR-00306,P-033633,PR-00380,Klemt GmbH,2025-07-29,30,148.23,4446.9,Pendiente
O-004514,BR-00306,P-033638,PR-00892,Heintze AG,2025-08-15,81,103.48,8381.88,En tránsito
O-004515,BR-00306,P-033639,PR-00892,Heintze AG,2025-08-16,56,60.46,3385.76,Recibido
O-004516,BR-00306,P-033643,PR-00907,Staude Klotz KG,2025-06-26,47,101.27,4759.69,En tránsito
O-004517,BR-00306,P-033661,PR-00924,Schleich Baum GmbH & Co. OHG,2025-08-02,79,23.36,1845.44,En tránsito
O-004518,BR-00306,P-033671,PR-00614,Gude,2025-08-12,63,21.46,1351.98,Recibido
O-004519,BR-00306,P-033675,PR-00614,Gude,2025-08-17,91,85.57,7786.87,Pendiente
O-004520,BR-00306,P-033684,PR-00406,Graf,2025-07-30,98,37.82,3706.36,Recibido
O-004521,BR-00306,P-033696,PR-01118,Schuster,2025-07-28,34,26.94,915.96,En tránsito
O-004522,BR-00307,P-033707,PR-00420,Holsten GmbH,2025-07-16,70,18.83,1318.1,Recibido
O-004523,BR-00307,P-033709,PR-01266,Bolander,2025-08-01,51,6.2,316.2,Recibido
O-004524,BR-00307,P-033716,PR-01494,Cichorius,2025-08-20,65,90.75,5898.75,Recibido
O-004525,BR-00307,P-033717,PR-00422,Carsten GmbH,2025-07-16,61,113.29,6910.69,Recibido
O-004526,BR-00307,P-033722,PR-00423,Atzler,2025-07-25,74,141.22,10450.28,Pendiente
O-004527,BR-00307,P-033723,PR-00423,Atzler,2025-06-27,25,118.44,2961.0,Recibido
O-004528,BR-00307,P-033736,PR-01260,Hering AG & Co. OHG,2025-07-16,91,22.2,2020.2,Recibido
O-004529,BR-00307,P-033757,PR-01478,Henck KGaA,2025-07-15,85,124.26,10562.1,Pendiente
O-004530,BR-00307,P-033762,PR-01202,Ernst,2025-08-16,24,139.3,3343.2,En tránsito
O-004531,BR-00307,P-033770,PR-00385,Hande AG,2025-06-28,54,21.18,1143.72,Pendiente
O-004532,BR-00307,P-033771,PR-00385,Hande AG,2025-07-13,56,100.35,5619.6,En tránsito
O-004533,BR-00307,P-033776,PR-00627,Bien Stahr GmbH & Co. KG,2025-08-11,35,55.09,1928.15,Pendiente
O-004534,BR-00307,P-033783,PR-00387,Trapp Caspar GmbH & Co. KG,2025-06-28,22,128.75,2832.5,Pendiente
O-004535,BR-00307,P-033795,PR-01390,Bolzmann AG & Co. OHG,2025-08-08,36,59.4,2138.4,Recibido
O-004536,BR-00307,P-033798,PR-01390,Bolzmann AG & Co. OHG,2025-08-08,77,51.46,3962.42,Recibido
O-004537,BR-00307,P-033809,PR-00838,Wohlgemut Tintzmann AG,2025-06-29,41,36.98,1516.18,Pendiente
O-004538,BR-00307,P-033812,PR-00415,Kusch Rädel GmbH & Co. KG,2025-07-15,56,132.17,7401.52,Recibido
O-004539,BR-00307,P-033816,PR-00416,Weihmann Schomber AG & Co. KG,2025-07-17,40,134.08,5363.2,Recibido
O-004540,BR-00307,P-033820,PR-00992,Neureuther GmbH,2025-07-13,24,70.74,1697.76,Recibido
O-004541,BR-00307,P-033831,PR-00883,Reichmann Kroker AG & Co. OHG,2025-07-04,92,9.32,857.44,Recibido
O-004542,BR-00307,P-033833,PR-00393,Bachmann AG & Co. OHG,2025-07-01,69,24.46,1687.74,En tránsito
O-004543,BR-00308,P-033860,PR-00704,Schweitzer Heydrich KGaA,2025-08-04,20,90.66,1813.2,Recibido
O-004544,BR-00308,P-033865,PR-00420,Holsten GmbH,2025-07-06,32,76.94,2462.08,Pendiente
O-004545,BR-00308,P-033869,PR-01494,Cichorius,2025-08-19,61,68.27,4164.47,Recibido
O-004546,BR-00308,P-033876,PR-00423,Atzler,2025-08-01,22,6.46,142.12,Recibido
O-004547,BR-00308,P-033877,PR-01269,Pieper KG,2025-08-21,31,77.12,2390.72,En tránsito
O-004548,BR-00308,P-033879,PR-01269,Pieper KG,2025-07-18,33,31.68,1045.44,Recibido
O-004549,BR-00308,P-033887,PR-00410,Kensy GmbH & Co. KG,2025-07-06,97,94.15,9132.55,Recibido
O-004550,BR-00308,P-033893,PR-00657,Zahn,2025-07-31,55,24.68,1357.4,Recibido
O-004551,BR-00308,P-033895,PR-00657,Zahn,2025-07-31,38,127.66,4851.08,En tránsito
O-004552,BR-00308,P-033901,PR-00413,Steuer GmbH,2025-07-09,75,129.88,9741.0,Pendiente
O-004553,BR-00308,P-033909,PR-01202,Ernst,2025-07-03,57,132.27,7539.39,Recibido
O-004554,BR-00308,P-033922,PR-00385,Hande AG,2025-07-28,70,134.31,9401.7,En tránsito
O-004555,BR-00308,P-033936,PR-00387,Trapp Caspar GmbH & Co. KG,2025-07-27,21,77.59,1629.39,Recibido
O-004556,BR-00308,P-033940,PR-00822,Mende AG,2025-08-13,75,3.09,231.75,Recibido
O-004557,BR-00308,P-033969,PR-01217,Schmidtke AG & Co. KG,2025-07-12,75,135.39,10154.25,Recibido
O-004558,BR-00308,P-033977,PR-01120,Schuster Fiebig e.V.,2025-07-02,97,56.78,5507.66,En tránsito
O-004559,BR-00308,P-033987,PR-00393,Bachmann AG & Co. OHG,2025-08-21,23,142.32,3273.36,Recibido
O-004560,BR-00308,P-033988,PR-00612,Graf,2025-08-08,32,79.41,2541.12,En tránsito
O-004561,BR-00308,P-033989,PR-01223,Ladeck Killer e.G.,2025-08-19,97,75.69,7341.93,Pendiente
O-004562,BR-00308,P-033992,PR-00395,Tlustek GmbH & Co. KG,2025-08-18,94,45.1,4239.4,Pendiente
O-004563,BR-00309,P-034004,PR-01125,Stroh Geisler GmbH & Co. KGaA,2025-07-02,66,5.87,387.42,Pendiente
O-004564,BR-00309,P-034010,PR-00420,Holsten GmbH,2025-07-31,51,56.31,2871.81,Recibido
O-004565,BR-00309,P-034014,PR-01266,Bolander,2025-07-30,98,112.57,11031.86,Recibido
O-004566,BR-00309,P-034019,PR-01494,Cichorius,2025-07-07,57,76.22,4344.54,Pendiente
O-004567,BR-00309,P-034023,PR-00423,Atzler,2025-07-14,86,95.57,8219.02,Recibido
O-004568,BR-00309,P-034027,PR-00409,Mülichen OHG mbH,2025-07-28,52,83.29,4331.08,Recibido
O-004569,BR-00309,P-034029,PR-00409,Mülichen OHG mbH,2025-06-29,39,27.41,1068.99,Pendiente
O-004570,BR-00309,P-034036,PR-00410,Kensy GmbH & Co. KG,2025-07-04,55,138.41,7612.55,Pendiente
O-004571,BR-00309,P-034040,PR-00411,Striebitz Köhler e.G.,2025-07-04,48,54.12,2597.76,Recibido
O-004572,BR-00309,P-034043,PR-00412,Mende GmbH & Co. KGaA,2025-08-03,99,35.71,3535.29,Pendiente
O-004573,BR-00309,P-034072,PR-00385,Hande AG,2025-07-19,66,47.95,3164.7,Recibido
O-004574,BR-00309,P-034073,PR-00385,Hande AG,2025-07-19,21,39.77,835.17,En tránsito
O-004575,BR-00309,P-034075,PR-00627,Bien Stahr GmbH & Co. KG,2025-07-04,77,64.39,4958.03,En tránsito
O-004576,BR-00309,P-034076,PR-00386,Gieß Hornig GmbH & Co. KG,2025-07-30,78,10.77,840.06,Recibido
O-004577,BR-00309,P-034077,PR-00627,Bien Stahr GmbH & Co. KG,2025-08-16,81,56.03,4538.43,Recibido
O-004578,BR-00309,P-034079,PR-00627,Bien Stahr GmbH & Co. KG,2025-06-28,56,103.19,5778.64,Pendiente
O-004579,BR-00309,P-034082,PR-00387,Trapp Caspar GmbH & Co. KG,2025-07-18,38,21.97,834.86,En tránsito
O-004580,BR-00309,P-034111,PR-01093,Hermann KG,2025-06-30,33,112.13,3700.29,Pendiente
O-004581,BR-00309,P-034113,PR-00838,Wohlgemut Tintzmann AG,2025-07-19,99,32.71,3238.29,Pendiente
O-004582,BR-00309,P-034123,PR-00416,Weihmann Schomber AG & Co. KG,2025-07-01,28,30.36,850.08,Pendiente
O-004583,BR-00309,P-034130,PR-01263,Berger,2025-08-08,84,49.58,4164.72,Recibido
O-004584,BR-00309,P-034150,PR-01223,Ladeck Killer e.G.,2025-07-11,95,105.21,9994.95,Recibido
O-004585,BR-00310,P-034167,PR-00704,Schweitzer Heydrich KGaA,2025-07-06,72,110.31,7942.32,Recibido
