inventory_id,branch_id,product_id,stock_actual,stock_minimo,fecha_ingreso,fecha_actualizacion,estado
I-026988,BR-00242,P-026988,20,9,2025-06-05,2025-06-20,Disponible
I-026989,BR-00242,P-026989,14,5,2025-04-05,2025-05-22,Disponible
I-026990,BR-00242,P-026990,48,12,2025-06-18,2025-08-17,Disponible
I-026991,BR-00242,P-026991,99,17,2025-06-06,2025-08-12,Disponible
I-026992,BR-00242,P-026992,36,11,2025-05-23,2025-07-10,Disponible
I-026993,BR-00242,P-026993,11,18,2025-03-07,2025-05-19,Bajo stock
I-026994,BR-00242,P-026994,74,11,2025-07-15,2025-08-18,Disponible
I-026995,BR-00242,P-026995,37,14,2025-03-17,2025-03-27,Disponible
I-026996,BR-00242,P-026996,42,11,2025-06-07,2025-07-28,Disponible
I-026997,BR-00242,P-026997,92,14,2025-04-07,2025-04-13,Disponible
I-026998,BR-00242,P-026998,60,16,2025-07-10,2025-08-22,Disponible
I-026999,BR-00242,P-026999,1,5,2025-03-15,2025-08-07,Bajo stock
I-027000,BR-00242,P-027000,41,12,2025-06-09,2025-08-08,Disponible
I-027001,BR-00242,P-027001,63,7,2025-03-18,2025-05-07,Disponible
I-027002,BR-00242,P-027002,35,9,2025-02-28,2025-04-29,Disponible
I-027003,BR-00242,P-027003,29,18,2025-06-27,2025-07-23,Disponible
I-027004,BR-00242,P-027004,34,10,2025-06-15,2025-08-18,Disponible
I-027005,BR-00242,P-027005,18,5,2025-04-25,2025-08-21,Disponible
I-027006,BR-00242,P-027006,46,10,2025-05-28,2025-07-21,Disponible
I-027007,BR-00242,P-027007,21,15,2025-06-22,2025-07-05,Disponible
I-027008,BR-00242,P-027008,67,7,2025-05-18,2025-06-26,Disponible
I-027009,BR-00242,P-027009,50,8,2025-06-23,2025-07-06,Disponible
I-027010,BR-00242,P-027010,34,13,2025-06-09,2025-06-16,Disponible
I-027011,BR-00242,P-027011,82,9,2025-06-05,2025-08-03,Disponible
I-027012,BR-00242,P-027012,20,17,2025-03-24,2025-06-23,Disponible
I-027013,BR-00242,P-027013,2,13,2025-07-16,2025-08-12,Bajo stock
I-027014,BR-00242,P-027014,19,12,2025-06-06,2025-08-22,Disponible
I-027015,BR-00242,P-027015,53,12,2025-06-29,2025-07-13,Disponible
I-027016,BR-00242,P-027016,96,12,2025-07-15,2025-07-27,Disponible
I-027017,BR-00242,P-027017,87,12,2025-05-19,2025-06-08,Disponible
I-027018,BR-00242,P-027018,97,6,2025-02-28,2025-03-03,Disponible
I-027019,BR-00242,P-027019,47,19,2025-06-03,2025-07-04,Disponible
I-027020,BR-00242,P-027020,29,8,2025-04-23,2025-06-01,Disponible
I-027021,BR-00242,P-027021,12,11,2025-03-06,2025-03-15,Disponible
I-027022,BR-00242,P-027022,18,15,2025-03-08,2025-05-31,Disponible
I-027023,BR-00242,P-027023,48,5,2025-04-24,2025-05-23,Disponible
I-027024,BR-00242,P-027024,18,13,2025-05-07,2025-08-20,Disponible
I-027025,BR-00242,P-027025,34,6,2025-03-08,2025-07-02,Disponible
I-027026,BR-00242,P-027026,21,11,2025-05-22,2025-07-28,Disponible
I-027027,BR-00242,P-027027,14,9,2025-05-07,2025-08-11,Disponible
I-027028,BR-00242,P-027028,30,18,2025-03-27,2025-05-07,Disponible
I-027029,BR-00242,P-027029,41,10,2025-06-13,2025-07-31,Disponible
I-027030,BR-00242,P-027030,95,12,2025-03-22,2025-06-21,Disponible
I-027031,BR-00242,P-027031,42,5,2025-03-19,2025-08-15,Disponible
I-027032,BR-00242,P-027032,83,19,2025-03-20,2025-08-15,Disponible
I-027033,BR-00242,P-027033,66,11,2025-05-28,2025-08-21,Disponible
I-027034,BR-00242,P-027034,17,15,2025-07-12,2025-07-31,Disponible
I-027035,BR-00242,P-027035,11,17,2025-07-05,2025-07-21,Bajo stock
I-027036,BR-00242,P-027036,10,7,2025-04-14,2025-05-16,Disponible
I-027037,BR-00242,P-027037,2,6,2025-07-13,2025-08-09,Bajo stock
I-027038,BR-00242,P-027038,37,12,2025-05-09,2025-07-08,Disponible
I-027039,BR-00242,P-027039,4,18,2025-06-01,2025-08-10,Bajo stock
I-027040,BR-00242,P-027040,15,9,2025-03-09,2025-06-25,Disponible
I-027041,BR-00242,P-027041,13,19,2025-05-03,2025-07-15,Bajo stock
I-027042,BR-00242,P-027042,77,16,2025-03-24,2025-07-14,Disponible
I-027043,BR-00242,P-027043,90,12,2025-03-23,2025-05-18,Disponible
I-027044,BR-00242,P-027044,0,11,2025-04-25,2025-08-05,Agotado
I-027045,BR-00242,P-027045,88,17,2025-03-11,2025-04-12,Disponible
I-027046,BR-00242,P-027046,53,18,2025-06-16,2025-06-27,Disponible
I-027047,BR-00242,P-027047,40,5,2025-04-18,2025-05-04,Disponible
I-027048,BR-00242,P-027048,30,6,2025-04-07,2025-08-16,Disponible
I-027049,BR-00242,P-027049,64,18,2025-02-24,2025-04-17,Disponible
I-027050,BR-00242,P-027050,48,15,2025-06-12,2025-08-20,Disponible
I-027051,BR-00242,P-027051,94,11,2025-07-22,2025-07-29,Disponible
I-027052,BR-00242,P-027052,23,13,2025-05-31,2025-07-14,Disponible
I-027053,BR-00242,P-027053,11,18,2025-07-02,2025-07-22,Bajo stock
I-027054,BR-00242,P-027054,4,11,2025-06-21,2025-08-17,Bajo stock
I-027055,BR-00242,P-027055,16,20,2025-03-01,2025-06-15,Bajo stock
I-027056,BR-00242,P-027056,16,5,2025-07-02,2025-07-29,Disponible
I-027057,BR-00242,P-027057,90,7,2025-03-13,2025-03-22,Disponible
I-027058,BR-00242,P-027058,79,13,2025-02-26,2025-04-20,Disponible
I-027059,BR-00242,P-027059,11,17,2025-06-27,2025-07-28,Bajo stock
I-027060,BR-00242,P-027060,67,14,2025-07-05,2025-07-22,Disponible
I-027061,BR-00242,P-027061,8,17,2025-07-12,2025-08-05,Bajo stock
I-027062,BR-00242,P-027062,58,11,2025-03-02,2025-05-18,Disponible
I-027063,BR-00242,P-027063,75,10,2025-06-10,2025-06-18,Disponible
I-027064,BR-00242,P-027064,39,7,2025-03-12,2025-06-04,Disponible
I-027065,BR-00242,P-027065,26,6,2025-05-07,2025-08-19,Disponible
I-027066,BR-00242,P-027066,4,7,2025-03-27,2025-07-04,Bajo stock
I-027067,BR-00242,P-027067,22,13,2025-03-02,2025-03-02,Disponible
I-027068,BR-00242,P-027068,45,5,2025-06-12,2025-08-12,Disponible
I-027069,BR-00242,P-027069,1,9,2025-06-30,2025-08-13,Bajo stock
I-027070,BR-00242,P-027070,6,5,2025-03-10,2025-05-15,Disponible
I-027071,BR-00242,P-027071,59,6,2025-02-24,2025-05-22,Disponible
I-027072,BR-00242,P-027072,75,7,2025-04-05,2025-05-12,Disponible
I-027073,BR-00242,P-027073,77,16,2025-03-18,2025-06-14,Disponible
I-027074,BR-00242,P-027074,64,5,2025-06-11,2025-08-05,Disponible
I-027075,BR-00243,P-027075,9,5,2025-06-05,2025-06-21,Disponible
I-027076,BR-00243,P-027076,14,17,2025-03-04,2025-04-11,Bajo stock
I-027077,BR-00243,P-027077,30,13,2025-06-26,2025-08-03,Disponible
I-027078,BR-00243,P-027078,99,19,2025-04-05,2025-08-18,Disponible
I-027079,BR-00243,P-027079,50,15,2025-06-21,2025-07-14,Disponible
I-027080,BR-00243,P-027080,88,5,2025-04-18,2025-06-24,Disponible
I-027081,BR-00243,P-027081,82,15,2025-04-08,2025-05-20,Disponible
I-027082,BR-00243,P-027082,34,16,2025-07-23,2025-08-18,Disponible
I-027083,BR-00243,P-027083,41,16,2025-03-26,2025-05-29,Disponible
I-027084,BR-00243,P-027084,80,12,2025-03-30,2025-05-28,Disponible
I-027085,BR-00243,P-027085,14,7,2025-06-23,2025-07-14,Disponible
I-027086,BR-00243,P-027086,63,17,2025-04-25,2025-07-20,Disponible
I-027087,BR-00243,P-027087,35,5,2025-03-22,2025-07-06,Disponible
I-027088,BR-00243,P-027088,13,15,2025-03-02,2025-06-07,Bajo stock
I-027089,BR-00243,P-027089,48,14,2025-03-12,2025-05-23,Disponible
I-027090,BR-00243,P-027090,32,11,2025-05-15,2025-06-01,Disponible
I-027091,BR-00243,P-027091,28,6,2025-05-14,2025-07-23,Disponible
I-027092,BR-00243,P-027092,76,20,2025-05-05,2025-08-02,Disponible
I-027093,BR-00243,P-027093,66,16,2025-03-29,2025-05-20,Disponible
I-027094,BR-00243,P-027094,78,16,2025-06-13,2025-06-17,Disponible
I-027095,BR-00243,P-027095,93,11,2025-05-04,2025-05-21,Disponible
I-027096,BR-00243,P-027096,3,9,2025-03-06,2025-04-11,Bajo stock
I-027097,BR-00243,P-027097,41,6,2025-05-04,2025-05-30,Disponible
I-027098,BR-00243,P-027098,46,8,2025-07-20,2025-08-07,Disponible
I-027099,BR-00243,P-027099,10,9,2025-04-01,2025-06-02,Disponible
I-027100,BR-00243,P-027100,15,6,2025-05-01,2025-06-23,Disponible
I-027101,BR-00243,P-027101,44,10,2025-05-21,2025-08-11,Disponible
I-027102,BR-00243,P-027102,62,9,2025-07-15,2025-08-04,Disponible
I-027103,BR-00243,P-027103,15,13,2025-04-27,2025-06-11,Disponible
I-027104,BR-00243,P-027104,82,7,2025-04-21,2025-06-26,Disponible
I-027105,BR-00243,P-027105,50,14,2025-04-16,2025-04-27,Disponible
I-027106,BR-00243,P-027106,45,15,2025-04-12,2025-06-21,Disponible
I-027107,BR-00243,P-027107,46,6,2025-06-15,2025-07-14,Disponible
I-027108,BR-00243,P-027108,48,7,2025-04-29,2025-06-06,Disponible
I-027109,BR-00243,P-027109,59,13,2025-04-07,2025-07-17,Disponible
I-027110,BR-00243,P-027110,74,8,2025-05-02,2025-06-19,Disponible
I-027111,BR-00243,P-027111,63,14,2025-04-19,2025-04-23,Disponible
I-027112,BR-00243,P-027112,94,15,2025-06-12,2025-08-03,Disponible
I-027113,BR-00243,P-027113,26,18,2025-05-28,2025-07-10,Disponible
I-027114,BR-00243,P-027114,63,12,2025-07-09,2025-07-13,Disponible
I-027115,BR-00243,P-027115,57,11,2025-06-08,2025-08-10,Disponible
I-027116,BR-00243,P-027116,68,8,2025-05-06,2025-08-22,Disponible
I-027117,BR-00243,P-027117,84,19,2025-03-10,2025-04-24,Disponible
I-027118,BR-00243,P-027118,50,15,2025-03-19,2025-07-20,Disponible
I-027119,BR-00243,P-027119,50,10,2025-03-29,2025-05-14,Disponible
I-027120,BR-00243,P-027120,55,19,2025-04-02,2025-04-24,Disponible
I-027121,BR-00243,P-027121,35,17,2025-07-02,2025-07-03,Disponible
I-027122,BR-00243,P-027122,42,15,2025-03-13,2025-06-27,Disponible
I-027123,BR-00243,P-027123,62,15,2025-05-18,2025-06-22,Disponible
I-027124,BR-00243,P-027124,97,6,2025-04-12,2025-08-20,Disponible
I-027125,BR-00243,P-027125,87,14,2025-07-04,2025-07-04,Disponible
I-027126,BR-00243,P-027126,72,16,2025-04-11,2025-08-04,Disponible
I-027127,BR-00243,P-027127,64,13,2025-04-10,2025-05-22,Disponible
I-027128,BR-00243,P-027128,81,18,2025-06-27,2025-07-15,Disponible
I-027129,BR-00243,P-027129,55,19,2025-04-04,2025-08-15,Disponible
I-027130,BR-00243,P-027130,54,6,2025-05-15,2025-07-15,Disponible
I-027131,BR-00243,P-027131,69,16,2025-04-12,2025-05-25,Disponible
I-027132,BR-00243,P-027132,100,20,2025-03-02,2025-08-14,Disponible
I-027133,BR-00243,P-027133,75,9,2025-06-22,2025-08-10,Disponible
I-027134,BR-00243,P-027134,71,19,2025-06-20,2025-08-17,Disponible
I-027135,BR-00243,P-027135,57,8,2025-05-04,2025-07-05,Disponible
I-027136,BR-00243,P-027136,22,9,2025-07-17,2025-08-19,Disponible
I-027137,BR-00243,P-027137,30,11,2025-05-14,2025-08-07,Disponible
I-027138,BR-00243,P-027138,52,11,2025-06-21,2025-06-23,Disponible
I-027139,BR-00243,P-027139,10,11,2025-03-07,2025-03-19,Bajo stock
I-027140,BR-00243,P-027140,37,16,2025-03-31,2025-06-23,Disponible
I-027141,BR-00243,P-027141,76,6,2025-04-08,2025-07-03,Disponible
I-027142,BR-00243,P-027142,23,20,2025-03-12,2025-05-04,Disponible
I-027143,BR-00243,P-027143,76,6,2025-07-13,2025-07-30,Disponible
I-027144,BR-00243,P-027144,70,11,2025-06-09,2025-08-12,Disponible
I-027145,BR-00243,P-027145,91,10,2025-07-14,2025-08-19,Disponible
I-027146,BR-00243,P-027146,64,17,2025-06-01,2025-06-04,Disponible
I-027147,BR-00243,P-027147,69,11,2025-04-26,2025-08-19,Disponible
I-027148,BR-00243,P-027148,30,15,2025-06-04,2025-06-25,Disponible
I-027149,BR-00243,P-027149,48,15,2025-07-18,2025-07-18,Disponible
I-027150,BR-00243,P-027150,70,5,2025-03-25,2025-04-21,Disponible
I-027151,BR-00243,P-027151,37,9,2025-03-03,2025-05-14,Disponible
I-027152,BR-00243,P-027152,98,18,2025-05-03,2025-08-19,Disponible
I-027153,BR-00243,P-027153,65,6,2025-03-31,2025-04-23,Disponible
I-027154,BR-00243,P-027154,6,20,2025-05-17,2025-06-13,Bajo stock
I-027155,BR-00243,P-027155,93,13,2025-03-06,2025-05-01,Disponible
I-027156,BR-00243,P-027156,42,5,2025-04-30,2025-05-03,Disponible
I-027157,BR-00243,P-027157,74,5,2025-05-10,2025-07-26,Disponible
I-027158,BR-00243,P-027158,51,16,2025-05-16,2025-06-01,Disponible
I-027159,BR-00243,P-027159,8,7,2025-04-22,2025-05-07,Disponible
I-027160,BR-00243,P-027160,32,5,2025-05-02,2025-06-22,Disponible
I-027161,BR-00243,P-027161,31,18,2025-07-19,2025-08-21,Disponible
I-027162,BR-00243,P-027162,79,15,2025-04-19,2025-07-21,Disponible
I-027163,BR-00243,P-027163,1,6,2025-03-03,2025-07-30,Bajo stock
I-027164,BR-00243,P-027164,22,11,2025-04-26,2025-08-17,Disponible
I-027165,BR-00243,P-027165,51,20,2025-03-21,2025-05-31,Disponible
I-027166,BR-00243,P-027166,11,5,2025-03-07,2025-05-02,Disponible
I-027167,BR-00243,P-027167,96,6,2025-06-16,2025-06-17,Disponible
I-027168,BR-00243,P-027168,95,7,2025-05-21,2025-05-22,Disponible
I-027169,BR-00243,P-027169,87,9,2025-06-10,2025-06-12,Disponible
I-027170,BR-00243,P-027170,41,9,2025-06-16,2025-06-17,Disponible
I-027171,BR-00243,P-027171,95,18,2025-03-13,2025-06-20,Disponible
I-027172,BR-00243,P-027172,96,7,2025-05-03,2025-05-05,Disponible
I-027173,BR-00243,P-027173,54,12,2025-07-11,2025-07-24,Disponible
I-027174,BR-00243,P-027174,67,13,2025-07-07,2025-08-09,Disponible
I-027175,BR-00243,P-027175,47,7,2025-05-15,2025-06-03,Disponible
I-027176,BR-00243,P-027176,91,13,2025-03-26,2025-08-11,Disponible
I-027177,BR-00243,P-027177,62,6,2025-05-20,2025-07-27,Disponible
I-027178,BR-00244,P-027178,45,7,2025-05-18,2025-06-27,Disponible
I-027179,BR-00244,P-027179,53,11,2025-05-18,2025-08-03,Disponible
I-027180,BR-00244,P-027180,16,13,2025-03-26,2025-04-17,Disponible
I-027181,BR-00244,P-027181,11,13,2025-02-27,2025-03-13,Bajo stock
I-027182,BR-00244,P-027182,35,9,2025-07-08,2025-07-26,Disponible
I-027183,BR-00244,P-027183,54,8,2025-03-01,2025-05-24,Disponible
I-027184,BR-00244,P-027184,75,18,2025-06-19,2025-08-16,Disponible
I-027185,BR-00244,P-027185,6,11,2025-04-10,2025-08-21,Bajo stock
I-027186,BR-00244,P-027186,12,18,2025-04-16,2025-07-17,Bajo stock
I-027187,BR-00244,P-027187,41,6,2025-04-22,2025-07-12,Disponible
I-027188,BR-00244,P-027188,5,13,2025-05-10,2025-07-11,Bajo stock
I-027189,BR-00244,P-027189,15,7,2025-06-15,2025-07-12,Disponible
I-027190,BR-00244,P-027190,67,15,2025-05-15,2025-06-27,Disponible
I-027191,BR-00244,P-027191,43,10,2025-03-07,2025-05-11,Disponible
I-027192,BR-00244,P-027192,91,15,2025-06-10,2025-08-21,Disponible
I-027193,BR-00244,P-027193,16,14,2025-05-10,2025-05-26,Disponible
I-027194,BR-00244,P-027194,56,19,2025-04-25,2025-06-25,Disponible
I-027195,BR-00244,P-027195,35,8,2025-04-25,2025-08-20,Disponible
I-027196,BR-00244,P-027196,81,9,2025-07-10,2025-07-15,Disponible
I-027197,BR-00244,P-027197,37,16,2025-07-03,2025-07-22,Disponible
I-027198,BR-00244,P-027198,42,18,2025-04-19,2025-05-31,Disponible
I-027199,BR-00244,P-027199,55,15,2025-04-28,2025-05-24,Disponible
I-027200,BR-00244,P-027200,16,19,2025-05-16,2025-08-20,Bajo stock
I-027201,BR-00244,P-027201,99,7,2025-04-28,2025-05-23,Disponible
I-027202,BR-00244,P-027202,29,17,2025-03-15,2025-07-26,Disponible
I-027203,BR-00244,P-027203,66,8,2025-05-25,2025-07-23,Disponible
I-027204,BR-00244,P-027204,28,14,2025-06-18,2025-08-22,Disponible
I-027205,BR-00244,P-027205,87,18,2025-06-21,2025-06-25,Disponible
I-027206,BR-00244,P-027206,19,15,2025-07-05,2025-07-19,Disponible
I-027207,BR-00244,P-027207,47,6,2025-06-25,2025-07-28,Disponible
I-027208,BR-00244,P-027208,1,14,2025-05-09,2025-05-26,Bajo stock
I-027209,BR-00244,P-027209,99,19,2025-03-27,2025-03-30,Disponible
I-027210,BR-00244,P-027210,36,5,2025-07-11,2025-07-11,Disponible
I-027211,BR-00244,P-027211,1,8,2025-02-24,2025-03-26,Bajo stock
I-027212,BR-00244,P-027212,97,15,2025-06-26,2025-07-13,Disponible
I-027213,BR-00244,P-027213,49,6,2025-03-17,2025-06-05,Disponible
I-027214,BR-00244,P-027214,85,7,2025-03-12,2025-06-07,Disponible
I-027215,BR-00244,P-027215,57,14,2025-04-14,2025-06-23,Disponible
I-027216,BR-00244,P-027216,96,8,2025-05-08,2025-08-08,Disponible
I-027217,BR-00244,P-027217,35,19,2025-04-30,2025-08-14,Disponible
I-027218,BR-00244,P-027218,57,10,2025-02-26,2025-03-19,Disponible
I-027219,BR-00244,P-027219,55,20,2025-07-04,2025-07-06,Disponible
I-027220,BR-00244,P-027220,81,10,2025-03-16,2025-05-03,Disponible
I-027221,BR-00244,P-027221,12,16,2025-05-13,2025-08-13,Bajo stock
I-027222,BR-00244,P-027222,85,7,2025-07-23,2025-08-16,Disponible
I-027223,BR-00244,P-027223,47,6,2025-07-21,2025-07-30,Disponible
I-027224,BR-00244,P-027224,89,14,2025-04-11,2025-05-28,Disponible
I-027225,BR-00244,P-027225,27,9,2025-03-21,2025-05-13,Disponible
I-027226,BR-00244,P-027226,93,15,2025-05-13,2025-07-12,Disponible
I-027227,BR-00244,P-027227,68,19,2025-05-26,2025-08-03,Disponible
I-027228,BR-00244,P-027228,89,9,2025-03-05,2025-03-09,Disponible
I-027229,BR-00244,P-027229,49,16,2025-07-12,2025-07-31,Disponible
I-027230,BR-00244,P-027230,40,13,2025-06-05,2025-07-21,Disponible
I-027231,BR-00244,P-027231,75,11,2025-04-13,2025-07-07,Disponible
I-027232,BR-00244,P-027232,11,19,2025-03-26,2025-03-28,Bajo stock
I-027233,BR-00244,P-027233,68,7,2025-07-14,2025-07-19,Disponible
I-027234,BR-00244,P-027234,89,10,2025-06-25,2025-07-18,Disponible
I-027235,BR-00244,P-027235,98,11,2025-07-03,2025-07-14,Disponible
I-027236,BR-00244,P-027236,54,9,2025-05-07,2025-05-18,Disponible
I-027237,BR-00244,P-027237,72,11,2025-06-13,2025-08-12,Disponible
I-027238,BR-00244,P-027238,33,14,2025-04-24,2025-07-04,Disponible
I-027239,BR-00244,P-027239,95,12,2025-05-23,2025-06-20,Disponible
I-027240,BR-00244,P-027240,39,5,2025-04-04,2025-05-29,Disponible
I-027241,BR-00244,P-027241,43,16,2025-02-26,2025-06-24,Disponible
I-027242,BR-00244,P-027242,52,11,2025-04-10,2025-08-11,Disponible
I-027243,BR-00244,P-027243,9,5,2025-06-19,2025-07-19,Disponible
I-027244,BR-00244,P-027244,89,9,2025-07-20,2025-07-21,Disponible
I-027245,BR-00244,P-027245,16,10,2025-03-05,2025-08-22,Disponible
I-027246,BR-00244,P-027246,52,8,2025-06-03,2025-08-12,Disponible
I-027247,BR-00244,P-027247,64,5,2025-05-29,2025-06-28,Disponible
I-027248,BR-00244,P-027248,39,19,2025-03-29,2025-04-19,Disponible
I-027249,BR-00244,P-027249,49,6,2025-03-01,2025-06-26,Disponible
I-027250,BR-00244,P-027250,69,14,2025-06-03,2025-06-09,Disponible
I-027251,BR-00244,P-027251,34,10,2025-03-01,2025-08-02,Disponible
I-027252,BR-00244,P-027252,17,10,2025-04-12,2025-06-12,Disponible
I-027253,BR-00244,P-027253,55,19,2025-06-27,2025-08-04,Disponible
I-027254,BR-00244,P-027254,11,16,2025-04-06,2025-08-08,Bajo stock
I-027255,BR-00244,P-027255,32,5,2025-04-24,2025-04-24,Disponible
I-027256,BR-00244,P-027256,51,17,2025-05-08,2025-08-02,Disponible
I-027257,BR-00244,P-027257,7,20,2025-04-27,2025-05-31,Bajo stock
I-027258,BR-00244,P-027258,8,5,2025-06-10,2025-08-09,Disponible
I-027259,BR-00244,P-027259,27,18,2025-07-23,2025-08-05,Disponible
I-027260,BR-00244,P-027260,13,7,2025-04-26,2025-08-16,Disponible
I-027261,BR-00244,P-027261,91,18,2025-03-11,2025-04-09,Disponible
I-027262,BR-00244,P-027262,97,18,2025-04-01,2025-08-14,Disponible
I-027263,BR-00244,P-027263,37,10,2025-02-25,2025-07-24,Disponible
I-027264,BR-00244,P-027264,56,7,2025-05-04,2025-07-31,Disponible
I-027265,BR-00244,P-027265,93,17,2025-05-24,2025-06-18,Disponible
I-027266,BR-00244,P-027266,6,9,2025-04-22,2025-05-12,Bajo stock
I-027267,BR-00244,P-027267,95,11,2025-03-08,2025-03-25,Disponible
I-027268,BR-00244,P-027268,65,10,2025-05-18,2025-08-08,Disponible
I-027269,BR-00244,P-027269,21,13,2025-06-15,2025-08-20,Disponible
I-027270,BR-00244,P-027270,88,8,2025-06-04,2025-06-10,Disponible
I-027271,BR-00244,P-027271,72,19,2025-05-08,2025-07-09,Disponible
I-027272,BR-00244,P-027272,84,15,2025-04-22,2025-06-01,Disponible
I-027273,BR-00244,P-027273,96,20,2025-04-16,2025-06-19,Disponible
I-027274,BR-00244,P-027274,94,18,2025-02-28,2025-07-19,Disponible
I-027275,BR-00244,P-027275,16,5,2025-05-20,2025-06-19,Disponible
I-027276,BR-00244,P-027276,69,15,2025-04-11,2025-08-07,Disponible
I-027277,BR-00244,P-027277,5,13,2025-06-25,2025-07-12,Bajo stock
I-027278,BR-00245,P-027278,54,14,2025-07-22,2025-08-18,Disponible
I-027279,BR-00245,P-027279,64,11,2025-06-26,2025-07-03,Disponible
I-027280,BR-00245,P-027280,19,17,2025-04-13,2025-08-16,Disponible
I-027281,BR-00245,P-027281,82,8,2025-06-29,2025-08-10,Disponible
I-027282,BR-00245,P-027282,88,8,2025-03-30,2025-06-20,Disponible
I-027283,BR-00245,P-027283,12,5,2025-07-18,2025-08-05,Disponible
I-027284,BR-00245,P-027284,67,15,2025-03-15,2025-08-17,Disponible
I-027285,BR-00245,P-027285,56,17,2025-03-24,2025-08-22,Disponible
I-027286,BR-00245,P-027286,72,17,2025-03-29,2025-06-20,Disponible
I-027287,BR-00245,P-027287,46,7,2025-06-26,2025-08-05,Disponible
I-027288,BR-00245,P-027288,37,16,2025-03-14,2025-03-28,Disponible
I-027289,BR-00245,P-027289,74,8,2025-03-02,2025-06-28,Disponible
I-027290,BR-00245,P-027290,92,15,2025-06-18,2025-08-02,Disponible
I-027291,BR-00245,P-027291,72,20,2025-06-03,2025-06-03,Disponible
I-027292,BR-00245,P-027292,2,6,2025-04-28,2025-08-06,Bajo stock
I-027293,BR-00245,P-027293,70,18,2025-06-28,2025-07-02,Disponible
I-027294,BR-00245,P-027294,44,17,2025-05-22,2025-05-22,Disponible
I-027295,BR-00245,P-027295,90,6,2025-05-13,2025-05-21,Disponible
I-027296,BR-00245,P-027296,17,17,2025-05-05,2025-07-02,Bajo stock
I-027297,BR-00245,P-027297,36,7,2025-04-19,2025-07-03,Disponible
I-027298,BR-00245,P-027298,76,5,2025-05-11,2025-07-29,Disponible
I-027299,BR-00245,P-027299,48,19,2025-05-22,2025-08-08,Disponible
I-027300,BR-00245,P-027300,25,14,2025-06-26,2025-07-10,Disponible
I-027301,BR-00245,P-027301,32,7,2025-04-19,2025-07-01,Disponible
I-027302,BR-00245,P-027302,28,18,2025-03-26,2025-07-04,Disponible
I-027303,BR-00245,P-027303,24,20,2025-04-23,2025-06-30,Disponible
I-027304,BR-00245,P-027304,84,11,2025-07-22,2025-08-15,Disponible
I-027305,BR-00245,P-027305,18,15,2025-07-14,2025-07-24,Disponible
I-027306,BR-00245,P-027306,84,16,2025-06-03,2025-06-20,Disponible
I-027307,BR-00245,P-027307,90,6,2025-05-03,2025-07-09,Disponible
I-027308,BR-00245,P-027308,88,11,2025-07-13,2025-08-01,Disponible
I-027309,BR-00245,P-027309,85,9,2025-03-12,2025-03-14,Disponible
I-027310,BR-00245,P-027310,38,13,2025-04-22,2025-08-12,Disponible
I-027311,BR-00245,P-027311,41,14,2025-04-12,2025-08-02,Disponible
I-027312,BR-00245,P-027312,34,10,2025-03-25,2025-04-10,Disponible
I-027313,BR-00245,P-027313,0,9,2025-03-05,2025-05-28,Agotado
I-027314,BR-00245,P-027314,93,14,2025-07-23,2025-07-26,Disponible
I-027315,BR-00245,P-027315,18,16,2025-04-20,2025-05-16,Disponible
I-027316,BR-00245,P-027316,70,12,2025-04-18,2025-06-18,Disponible
I-027317,BR-00245,P-027317,82,9,2025-05-27,2025-08-09,Disponible
I-027318,BR-00245,P-027318,85,14,2025-03-31,2025-07-14,Disponible
I-027319,BR-00245,P-027319,36,8,2025-04-24,2025-08-01,Disponible
I-027320,BR-00245,P-027320,52,17,2025-02-27,2025-04-09,Disponible
I-027321,BR-00245,P-027321,34,6,2025-05-10,2025-06-14,Disponible
I-027322,BR-00245,P-027322,86,16,2025-04-24,2025-08-08,Disponible
I-027323,BR-00245,P-027323,11,7,2025-05-25,2025-06-18,Disponible
I-027324,BR-00245,P-027324,39,17,2025-07-23,2025-08-09,Disponible
I-027325,BR-00245,P-027325,78,8,2025-07-18,2025-08-14,Disponible
I-027326,BR-00245,P-027326,66,8,2025-04-29,2025-07-12,Disponible
I-027327,BR-00245,P-027327,28,13,2025-05-30,2025-08-12,Disponible
I-027328,BR-00245,P-027328,13,10,2025-04-03,2025-06-19,Disponible
I-027329,BR-00245,P-027329,68,19,2025-03-22,2025-05-08,Disponible
I-027330,BR-00245,P-027330,47,18,2025-04-26,2025-08-03,Disponible
I-027331,BR-00245,P-027331,37,9,2025-05-16,2025-06-09,Disponible
I-027332,BR-00245,P-027332,92,5,2025-04-01,2025-08-10,Disponible
I-027333,BR-00245,P-027333,18,20,2025-03-07,2025-08-02,Bajo stock
I-027334,BR-00245,P-027334,17,11,2025-06-15,2025-07-19,Disponible
I-027335,BR-00245,P-027335,100,11,2025-06-18,2025-07-20,Disponible
I-027336,BR-00245,P-027336,84,6,2025-07-12,2025-07-15,Disponible
I-027337,BR-00245,P-027337,99,19,2025-04-18,2025-05-22,Disponible
I-027338,BR-00245,P-027338,6,10,2025-03-29,2025-05-06,Bajo stock
I-027339,BR-00245,P-027339,76,16,2025-03-18,2025-05-29,Disponible
I-027340,BR-00245,P-027340,92,5,2025-04-18,2025-05-03,Disponible
I-027341,BR-00245,P-027341,11,10,2025-05-07,2025-06-12,Disponible
I-027342,BR-00245,P-027342,69,5,2025-06-17,2025-07-31,Disponible
