alerta_id,branch_id,product_id,stock_actual,stock_minimo,fecha_actualizacion,fecha_alerta,prioridad,provider_id,provider_name
AL-03030,BR-00204,P-022898,2,10,2025-07-21,2025-08-23,Media,PR-00242,山本食品株式会社
AL-03031,BR-00204,P-022901,2,7,2025-06-28,2025-08-23,Media,PR-00723,株式会社山本建設
AL-03032,BR-00204,P-022903,9,19,2025-03-27,2025-08-23,Media,PR-00243,伊藤情報合同会社
AL-03033,BR-00204,P-022907,12,19,2025-06-18,2025-08-23,Baja,PR-00244,株式会社鈴木情報
AL-03034,BR-00204,P-022912,5,14,2025-07-24,2025-08-23,Media,PR-00245,合同会社岡本食品
AL-03035,BR-00204,P-022913,9,18,2025-06-07,2025-08-23,Baja,PR-00246,合同会社井上食品
AL-03036,BR-00204,P-022914,4,18,2025-07-20,2025-08-23,Media,PR-00246,合同会社井上食品
AL-03037,BR-00204,P-022915,17,19,2025-07-07,2025-08-23,Baja,PR-00246,合同会社井上食品
AL-03038,BR-00204,P-022917,17,19,2025-07-13,2025-08-23,Baja,PR-00247,福田電気有限会社
AL-03039,BR-00204,P-022919,14,15,2025-07-14,2025-08-23,Baja,PR-00247,福田電気有限会社
AL-03040,BR-00204,P-022922,7,9,2025-04-29,2025-08-23,Baja,PR-01129,合同会社山本印刷
AL-03041,BR-00205,P-022934,7,10,2025-05-24,2025-08-23,Baja,PR-00278,小林水産有限会社
AL-03042,BR-00205,P-022937,1,7,2025-08-17,2025-08-23,Media,PR-00279,加藤印刷株式会社
AL-03043,BR-00205,P-022938,7,14,2025-06-05,2025-08-23,Baja,PR-00279,加藤印刷株式会社
AL-03044,BR-00205,P-022940,11,11,2025-04-02,2025-08-23,Baja,PR-00280,株式会社渡辺通信
AL-03045,BR-00205,P-022941,1,19,2025-07-26,2025-08-23,Media,PR-00280,株式会社渡辺通信
AL-03046,BR-00205,P-022942,3,15,2025-06-15,2025-08-23,Media,PR-00280,株式会社渡辺通信
AL-03047,BR-00205,P-022948,13,15,2025-07-09,2025-08-23,Baja,PR-00689,伊藤鉱業有限会社
AL-03048,BR-00205,P-022952,7,19,2025-08-16,2025-08-23,Media,PR-01339,有限会社坂本鉱業
AL-03049,BR-00205,P-022957,10,16,2025-07-23,2025-08-23,Baja,PR-00268,林ガス株式会社
AL-03050,BR-00205,P-022960,4,7,2025-06-16,2025-08-23,Baja,PR-01316,佐々木食品有限会社
AL-03051,BR-00205,P-022961,4,6,2025-03-28,2025-08-23,Baja,PR-01357,池田鉱業株式会社
AL-03052,BR-00205,P-022962,9,18,2025-06-13,2025-08-23,Baja,PR-00969,山本電気合同会社
AL-03053,BR-00205,P-022963,6,19,2025-07-11,2025-08-23,Media,PR-01316,佐々木食品有限会社
AL-03054,BR-00205,P-022977,15,20,2025-05-08,2025-08-23,Baja,PR-00272,合同会社山本銀行
AL-03055,BR-00205,P-022981,14,20,2025-08-02,2025-08-23,Baja,PR-00272,合同会社山本銀行
AL-03056,BR-00205,P-022986,12,20,2025-08-21,2025-08-23,Baja,PR-00242,山本食品株式会社
AL-03057,BR-00205,P-022999,13,17,2025-08-03,2025-08-23,Baja,PR-00244,株式会社鈴木情報
AL-03058,BR-00205,P-023003,2,20,2025-04-23,2025-08-23,Media,PR-01058,有限会社藤田銀行
AL-03059,BR-00205,P-023006,17,20,2025-08-21,2025-08-23,Baja,PR-00246,合同会社井上食品
AL-03060,BR-00205,P-023018,7,10,2025-07-24,2025-08-23,Baja,PR-00248,藤田農林有限会社
AL-03061,BR-00206,P-023048,6,8,2025-05-14,2025-08-23,Baja,PR-00689,伊藤鉱業有限会社
AL-03062,BR-00206,P-023053,18,18,2025-07-26,2025-08-23,Baja,PR-00268,林ガス株式会社
AL-03063,BR-00206,P-023064,1,9,2025-06-22,2025-08-23,Media,PR-00747,株式会社小川電気
AL-03064,BR-00206,P-023066,7,11,2025-06-03,2025-08-23,Baja,PR-00270,有限会社高橋建設
AL-03065,BR-00206,P-023080,13,20,2025-06-13,2025-08-23,Baja,PR-00272,合同会社山本銀行
AL-03066,BR-00206,P-023083,6,11,2025-08-04,2025-08-23,Baja,PR-00929,近藤水産株式会社
AL-03067,BR-00206,P-023090,1,8,2025-07-05,2025-08-23,Media,PR-01268,森農林有限会社
AL-03068,BR-00206,P-023093,6,16,2025-06-17,2025-08-23,Media,PR-00243,伊藤情報合同会社
AL-03069,BR-00206,P-023094,1,17,2025-05-30,2025-08-23,Media,PR-01479,株式会社山本電気
AL-03070,BR-00206,P-023095,0,13,2025-04-05,2025-08-23,Alta,PR-01479,株式会社山本電気
AL-03071,BR-00206,P-023120,1,14,2025-07-18,2025-08-23,Media,PR-00248,藤田農林有限会社
AL-03072,BR-00206,P-023127,0,14,2025-08-22,2025-08-23,Alta,PR-01456,佐藤電気有限会社
AL-03073,BR-00206,P-023129,14,16,2025-08-01,2025-08-23,Baja,PR-01141,山崎情報株式会社
AL-03074,BR-00206,P-023131,1,20,2025-08-05,2025-08-23,Media,PR-01141,山崎情報株式会社
AL-03075,BR-00207,P-023132,1,7,2025-07-29,2025-08-23,Media,PR-01404,松田鉱業合同会社
AL-03076,BR-00207,P-023155,5,13,2025-08-17,2025-08-23,Media,PR-00282,村上通信有限会社
AL-03077,BR-00207,P-023165,1,13,2025-06-24,2025-08-23,Media,PR-00747,株式会社小川電気
AL-03078,BR-00207,P-023166,3,9,2025-05-24,2025-08-23,Media,PR-00747,株式会社小川電気
AL-03079,BR-00207,P-023196,1,17,2025-06-21,2025-08-23,Media,PR-00243,伊藤情報合同会社
AL-03080,BR-00207,P-023207,8,11,2025-08-07,2025-08-23,Baja,PR-00246,合同会社井上食品
AL-03081,BR-00207,P-023210,3,9,2025-07-10,2025-08-23,Media,PR-00247,福田電気有限会社
AL-03082,BR-00208,P-023240,4,18,2025-07-02,2025-08-23,Media,PR-00280,株式会社渡辺通信
AL-03083,BR-00208,P-023241,2,6,2025-04-19,2025-08-23,Media,PR-00280,株式会社渡辺通信
AL-03084,BR-00208,P-023248,2,19,2025-07-19,2025-08-23,Media,PR-01339,有限会社坂本鉱業
AL-03085,BR-00208,P-023253,19,19,2025-04-14,2025-08-23,Baja,PR-00268,林ガス株式会社
AL-03086,BR-00208,P-023257,9,18,2025-06-03,2025-08-23,Baja,PR-01316,佐々木食品有限会社
AL-03087,BR-00208,P-023263,9,19,2025-07-13,2025-08-23,Media,PR-00270,有限会社高橋建設
AL-03088,BR-00208,P-023264,14,19,2025-08-09,2025-08-23,Baja,PR-00747,株式会社小川電気
AL-03089,BR-00208,P-023274,3,14,2025-06-13,2025-08-23,Media,PR-00272,合同会社山本銀行
AL-03090,BR-00208,P-023279,6,6,2025-06-03,2025-08-23,Baja,PR-01050,井上食品合同会社
AL-03091,BR-00208,P-023280,6,12,2025-04-24,2025-08-23,Baja,PR-01474,有限会社佐々木電気
AL-03092,BR-00208,P-023281,1,9,2025-05-26,2025-08-23,Media,PR-00929,近藤水産株式会社
AL-03093,BR-00208,P-023286,9,10,2025-07-30,2025-08-23,Baja,PR-01268,森農林有限会社
AL-03094,BR-00208,P-023287,0,10,2025-08-07,2025-08-23,Alta,PR-01473,株式会社小林農林
AL-03095,BR-00208,P-023291,13,19,2025-08-12,2025-08-23,Baja,PR-00723,株式会社山本建設
AL-03096,BR-00208,P-023307,9,9,2025-07-02,2025-08-23,Baja,PR-00246,合同会社井上食品
AL-03097,BR-00208,P-023309,17,17,2025-07-16,2025-08-23,Baja,PR-01470,松本水産合同会社
AL-03098,BR-00208,P-023314,11,17,2025-07-26,2025-08-23,Baja,PR-00248,藤田農林有限会社
AL-03099,BR-00209,P-023329,10,13,2025-07-08,2025-08-23,Baja,PR-01032,合同会社三浦水産
AL-03100,BR-00209,P-023340,0,5,2025-07-26,2025-08-23,Alta,PR-00280,株式会社渡辺通信
AL-03101,BR-00209,P-023351,2,12,2025-08-06,2025-08-23,Media,PR-00282,村上通信有限会社
AL-03102,BR-00209,P-023358,5,6,2025-07-16,2025-08-23,Baja,PR-01399,有限会社佐々木ガス
AL-03103,BR-00209,P-023359,14,16,2025-08-07,2025-08-23,Baja,PR-01399,有限会社佐々木ガス
AL-03104,BR-00209,P-023389,6,16,2025-07-10,2025-08-23,Media,PR-01479,株式会社山本電気
AL-03105,BR-00209,P-023390,8,15,2025-08-10,2025-08-23,Baja,PR-00723,株式会社山本建設
AL-03106,BR-00209,P-023398,2,19,2025-07-22,2025-08-23,Media,PR-00244,株式会社鈴木情報
AL-03107,BR-00209,P-023411,6,14,2025-07-20,2025-08-23,Media,PR-01175,伊藤印刷合同会社
AL-03108,BR-00209,P-023422,14,20,2025-05-06,2025-08-23,Baja,PR-01456,佐藤電気有限会社
AL-03109,BR-00209,P-023426,5,13,2025-08-10,2025-08-23,Media,PR-00250,合同会社田中運輸
AL-03110,BR-00210,P-023439,7,7,2025-05-23,2025-08-23,Baja,PR-00280,株式会社渡辺通信
AL-03111,BR-00210,P-023449,10,14,2025-08-07,2025-08-23,Baja,PR-01339,有限会社坂本鉱業
AL-03112,BR-00210,P-023470,1,6,2025-07-13,2025-08-23,Media,PR-00272,合同会社山本銀行
AL-03113,BR-00210,P-023477,6,13,2025-08-18,2025-08-23,Media,PR-00242,山本食品株式会社
AL-03114,BR-00210,P-023502,14,15,2025-08-14,2025-08-23,Baja,PR-01213,橋本運輸有限会社
AL-03115,BR-00210,P-023514,9,16,2025-06-06,2025-08-23,Baja,PR-01281,有限会社岡田水産
AL-03116,BR-00211,P-023524,12,12,2025-08-17,2025-08-23,Baja,PR-00278,小林水産有限会社
AL-03117,BR-00211,P-023527,1,10,2025-08-15,2025-08-23,Media,PR-00278,小林水産有限会社
AL-03118,BR-00211,P-023537,9,16,2025-08-10,2025-08-23,Baja,PR-00280,株式会社渡辺通信
AL-03119,BR-00211,P-023542,0,10,2025-07-01,2025-08-23,Alta,PR-01339,有限会社坂本鉱業
AL-03120,BR-00211,P-023544,18,19,2025-08-11,2025-08-23,Baja,PR-01339,有限会社坂本鉱業
AL-03121,BR-00211,P-023547,4,10,2025-06-29,2025-08-23,Media,PR-01399,有限会社佐々木ガス
AL-03122,BR-00211,P-023559,2,15,2025-07-25,2025-08-23,Media,PR-00271,合同会社伊藤銀行
AL-03123,BR-00211,P-023572,2,11,2025-07-01,2025-08-23,Media,PR-01050,井上食品合同会社
AL-03124,BR-00211,P-023576,16,17,2025-05-19,2025-08-23,Baja,PR-01473,株式会社小林農林
AL-03125,BR-00211,P-023579,4,7,2025-08-10,2025-08-23,Baja,PR-00242,山本食品株式会社
AL-03126,BR-00211,P-023585,10,15,2025-07-03,2025-08-23,Baja,PR-00244,株式会社鈴木情報
AL-03127,BR-00211,P-023586,13,19,2025-06-09,2025-08-23,Baja,PR-00244,株式会社鈴木情報
AL-03128,BR-00211,P-023612,0,10,2025-08-13,2025-08-23,Alta,PR-00954,高橋電気合同会社
AL-03129,BR-00211,P-023613,12,12,2025-07-12,2025-08-23,Baja,PR-00249,田中保険合同会社
AL-03130,BR-00212,P-023622,14,15,2025-04-01,2025-08-23,Baja,PR-01384,有限会社佐々木通信
AL-03131,BR-00212,P-023626,7,8,2025-07-10,2025-08-23,Baja,PR-00280,株式会社渡辺通信
AL-03132,BR-00212,P-023627,8,12,2025-08-16,2025-08-23,Baja,PR-00280,株式会社渡辺通信
AL-03133,BR-00212,P-023647,1,5,2025-06-05,2025-08-23,Media,PR-00270,有限会社高橋建設
AL-03134,BR-00212,P-023648,5,14,2025-03-29,2025-08-23,Media,PR-00270,有限会社高橋建設
AL-03135,BR-00212,P-023668,0,17,2025-07-08,2025-08-23,Alta,PR-01268,森農林有限会社
AL-03136,BR-00212,P-023673,8,18,2025-08-19,2025-08-23,Media,PR-00723,株式会社山本建設
AL-03137,BR-00212,P-023674,11,16,2025-07-24,2025-08-23,Baja,PR-00243,伊藤情報合同会社
AL-03138,BR-00212,P-023675,11,17,2025-06-15,2025-08-23,Baja,PR-00243,伊藤情報合同会社
AL-03139,BR-00212,P-023687,4,18,2025-05-24,2025-08-23,Media,PR-00246,合同会社井上食品
AL-03140,BR-00212,P-023697,5,15,2025-07-22,2025-08-23,Media,PR-01470,松本水産合同会社
AL-03141,BR-00212,P-023699,11,15,2025-03-22,2025-08-23,Baja,PR-01129,合同会社山本印刷
AL-03142,BR-00212,P-023702,5,17,2025-06-20,2025-08-23,Media,PR-00954,高橋電気合同会社
AL-03143,BR-00212,P-023704,1,6,2025-04-18,2025-08-23,Media,PR-00954,高橋電気合同会社
AL-03144,BR-00212,P-023709,9,9,2025-06-04,2025-08-23,Baja,PR-00250,合同会社田中運輸
AL-03145,BR-00212,P-023712,8,10,2025-08-06,2025-08-23,Baja,PR-01141,山崎情報株式会社
AL-03146,BR-00213,P-023716,1,17,2025-06-12,2025-08-23,Media,PR-01404,松田鉱業合同会社
AL-03147,BR-00213,P-023721,2,20,2025-08-06,2025-08-23,Media,PR-00278,小林水産有限会社
AL-03148,BR-00213,P-023723,4,10,2025-06-23,2025-08-23,Media,PR-01384,有限会社佐々木通信
AL-03149,BR-00213,P-023724,3,19,2025-08-18,2025-08-23,Media,PR-00279,加藤印刷株式会社
AL-03150,BR-00213,P-023727,8,19,2025-08-15,2025-08-23,Media,PR-00280,株式会社渡辺通信
AL-03151,BR-00213,P-023728,8,8,2025-08-16,2025-08-23,Baja,PR-00280,株式会社渡辺通信
AL-03152,BR-00213,P-023734,2,14,2025-07-30,2025-08-23,Media,PR-00689,伊藤鉱業有限会社
AL-03153,BR-00213,P-023748,1,12,2025-06-23,2025-08-23,Media,PR-01357,池田鉱業株式会社
AL-03154,BR-00213,P-023755,15,15,2025-07-17,2025-08-23,Baja,PR-01465,株式会社中村情報
AL-03155,BR-00213,P-023762,4,13,2025-06-19,2025-08-23,Media,PR-00272,合同会社山本銀行
AL-03156,BR-00213,P-023770,4,8,2025-06-04,2025-08-23,Baja,PR-01473,株式会社小林農林
AL-03157,BR-00213,P-023779,17,19,2025-07-06,2025-08-23,Baja,PR-01058,有限会社藤田銀行
AL-03158,BR-00213,P-023780,7,20,2025-07-10,2025-08-23,Media,PR-00245,合同会社岡本食品
AL-03159,BR-00213,P-023783,15,17,2025-08-09,2025-08-23,Baja,PR-00246,合同会社井上食品
AL-03160,BR-00213,P-023793,8,14,2025-08-05,2025-08-23,Baja,PR-01213,橋本運輸有限会社
AL-03161,BR-00213,P-023812,14,15,2025-08-20,2025-08-23,Baja,PR-00250,合同会社田中運輸
AL-03162,BR-00214,P-023816,14,19,2025-07-02,2025-08-23,Baja,PR-00278,小林水産有限会社
AL-03163,BR-00214,P-023835,18,20,2025-07-09,2025-08-23,Baja,PR-00281,田中情報有限会社
AL-03164,BR-00214,P-023841,8,17,2025-08-04,2025-08-23,Media,PR-01339,有限会社坂本鉱業
AL-03165,BR-00214,P-023856,3,18,2025-07-20,2025-08-23,Media,PR-01095,合同会社山本銀行
AL-03166,BR-00214,P-023857,0,18,2025-07-01,2025-08-23,Alta,PR-01266,鈴木水産株式会社
AL-03167,BR-00214,P-023859,13,16,2025-04-09,2025-08-23,Baja,PR-01095,合同会社山本銀行
AL-03168,BR-00214,P-023860,6,14,2025-07-15,2025-08-23,Media,PR-00271,合同会社伊藤銀行
AL-03169,BR-00214,P-023861,9,15,2025-06-05,2025-08-23,Baja,PR-01095,合同会社山本銀行
AL-03170,BR-00214,P-023862,0,7,2025-06-29,2025-08-23,Alta,PR-00272,合同会社山本銀行
AL-03171,BR-00214,P-023864,4,8,2025-06-20,2025-08-23,Baja,PR-00272,合同会社山本銀行
AL-03172,BR-00214,P-023884,7,12,2025-07-24,2025-08-23,Baja,PR-00244,株式会社鈴木情報
AL-03173,BR-00214,P-023886,0,13,2025-04-28,2025-08-23,Alta,PR-00705,池田印刷株式会社
AL-03174,BR-00214,P-023909,8,19,2025-08-14,2025-08-23,Media,PR-00249,田中保険合同会社
AL-03175,BR-00215,P-023933,9,12,2025-07-05,2025-08-23,Baja,PR-00280,株式会社渡辺通信
AL-03176,BR-00215,P-023937,2,10,2025-08-02,2025-08-23,Media,PR-00281,田中情報有限会社
AL-03177,BR-00215,P-023939,6,17,2025-06-25,2025-08-23,Media,PR-00281,田中情報有限会社
AL-03178,BR-00215,P-023943,1,16,2025-05-15,2025-08-23,Media,PR-01339,有限会社坂本鉱業
AL-03179,BR-00215,P-023954,1,10,2025-07-23,2025-08-23,Media,PR-01114,合同会社村上食品
AL-03180,BR-00215,P-023970,4,9,2025-08-13,2025-08-23,Media,PR-00929,近藤水産株式会社
AL-03181,BR-00215,P-023984,2,14,2025-06-28,2025-08-23,Media,PR-00244,株式会社鈴木情報
AL-03182,BR-00215,P-023997,4,18,2025-05-27,2025-08-23,Media,PR-01470,松本水産合同会社
AL-03183,BR-00215,P-024007,11,13,2025-07-10,2025-08-23,Baja,PR-01456,佐藤電気有限会社
AL-03184,BR-00215,P-024009,4,15,2025-08-12,2025-08-23,Media,PR-00250,合同会社田中運輸
AL-03185,BR-00216,P-024014,2,8,2025-06-25,2025-08-23,Media,PR-01404,松田鉱業合同会社
AL-03186,BR-00216,P-024028,6,8,2025-06-21,2025-08-23,Baja,PR-00281,田中情報有限会社
AL-03187,BR-00216,P-024046,11,15,2025-05-19,2025-08-23,Baja,PR-01114,合同会社村上食品
AL-03188,BR-00216,P-024053,3,6,2025-06-18,2025-08-23,Baja,PR-01095,合同会社山本銀行
AL-03189,BR-00217,P-024091,10,12,2025-06-04,2025-08-23,Baja,PR-01384,有限会社佐々木通信
AL-03190,BR-00217,P-024097,0,5,2025-06-22,2025-08-23,Alta,PR-00280,株式会社渡辺通信
AL-03191,BR-00217,P-024098,2,20,2025-07-21,2025-08-23,Media,PR-00689,伊藤鉱業有限会社
AL-03192,BR-00217,P-024104,1,12,2025-06-17,2025-08-23,Media,PR-00282,村上通信有限会社
AL-03193,BR-00217,P-024114,2,14,2025-06-19,2025-08-23,Media,PR-01114,合同会社村上食品
AL-03194,BR-00217,P-024117,14,17,2025-07-21,2025-08-23,Baja,PR-00747,株式会社小川電気
AL-03195,BR-00217,P-024124,6,17,2025-05-03,2025-08-23,Media,PR-00272,合同会社山本銀行
AL-03196,BR-00217,P-024126,19,20,2025-06-08,2025-08-23,Baja,PR-00272,合同会社山本銀行
AL-03197,BR-00217,P-024133,0,8,2025-08-10,2025-08-23,Alta,PR-00242,山本食品株式会社
AL-03198,BR-00217,P-024134,9,12,2025-04-30,2025-08-23,Baja,PR-01473,株式会社小林農林
AL-03199,BR-00217,P-024141,12,16,2025-05-26,2025-08-23,Baja,PR-00723,株式会社山本建設
AL-03200,BR-00217,P-024142,5,13,2025-08-22,2025-08-23,Media,PR-01479,株式会社山本電気
AL-03201,BR-00217,P-024146,0,9,2025-07-31,2025-08-23,Alta,PR-00244,株式会社鈴木情報
AL-03202,BR-00218,P-024165,3,19,2025-06-05,2025-08-23,Media,PR-01384,有限会社佐々木通信
AL-03203,BR-00218,P-024167,9,12,2025-04-06,2025-08-23,Baja,PR-00280,株式会社渡辺通信
AL-03204,BR-00218,P-024169,18,20,2025-08-02,2025-08-23,Baja,PR-00689,伊藤鉱業有限会社
AL-03205,BR-00218,P-024176,6,14,2025-07-14,2025-08-23,Media,PR-01339,有限会社坂本鉱業
AL-03206,BR-00218,P-024178,1,6,2025-07-25,2025-08-23,Media,PR-00268,林ガス株式会社
AL-03207,BR-00218,P-024182,11,12,2025-08-04,2025-08-23,Baja,PR-00269,合同会社井上保険
AL-03208,BR-00218,P-024183,1,8,2025-07-23,2025-08-23,Media,PR-00269,合同会社井上保険
AL-03209,BR-00218,P-024189,0,13,2025-04-28,2025-08-23,Alta,PR-01465,株式会社中村情報
AL-03210,BR-00218,P-024192,5,6,2025-07-25,2025-08-23,Baja,PR-01465,株式会社中村情報
AL-03211,BR-00218,P-024206,9,16,2025-08-20,2025-08-23,Baja,PR-00929,近藤水産株式会社
AL-03212,BR-00218,P-024219,4,9,2025-07-26,2025-08-23,Media,PR-00723,株式会社山本建設
AL-03213,BR-00218,P-024220,10,17,2025-08-09,2025-08-23,Baja,PR-01479,株式会社山本電気
AL-03214,BR-00218,P-024224,7,17,2025-08-07,2025-08-23,Media,PR-00244,株式会社鈴木情報
AL-03215,BR-00218,P-024225,3,16,2025-08-07,2025-08-23,Media,PR-00244,株式会社鈴木情報
AL-03216,BR-00218,P-024229,0,11,2025-06-25,2025-08-23,Alta,PR-01058,有限会社藤田銀行
AL-03217,BR-00218,P-024232,13,16,2025-07-25,2025-08-23,Baja,PR-00705,池田印刷株式会社
AL-03218,BR-00219,P-024236,3,14,2025-08-11,2025-08-23,Media,PR-00278,小林水産有限会社
AL-03219,BR-00219,P-024238,1,12,2025-08-09,2025-08-23,Media,PR-00279,加藤印刷株式会社
AL-03220,BR-00219,P-024246,6,13,2025-06-12,2025-08-23,Media,PR-00280,株式会社渡辺通信
AL-03221,BR-00219,P-024247,8,11,2025-06-27,2025-08-23,Baja,PR-00689,伊藤鉱業有限会社
AL-03222,BR-00219,P-024251,13,16,2025-07-02,2025-08-23,Baja,PR-00281,田中情報有限会社
AL-03223,BR-00219,P-024260,6,10,2025-07-28,2025-08-23,Baja,PR-00268,林ガス株式会社
AL-03224,BR-00219,P-024263,1,5,2025-04-29,2025-08-23,Media,PR-01357,池田鉱業株式会社
AL-03225,BR-00219,P-024265,7,14,2025-06-22,2025-08-23,Baja,PR-01316,佐々木食品有限会社
AL-03226,BR-00219,P-024266,0,7,2025-05-14,2025-08-23,Alta,PR-00269,合同会社井上保険
AL-03227,BR-00219,P-024272,1,20,2025-06-22,2025-08-23,Media,PR-01465,株式会社中村情報
AL-03228,BR-00219,P-024274,4,10,2025-06-09,2025-08-23,Media,PR-01095,合同会社山本銀行
AL-03229,BR-00219,P-024288,8,18,2025-06-26,2025-08-23,Media,PR-01474,有限会社佐々木電気
AL-03230,BR-00219,P-024294,0,10,2025-08-09,2025-08-23,Alta,PR-00243,伊藤情報合同会社
AL-03231,BR-00219,P-024298,9,16,2025-07-08,2025-08-23,Baja,PR-00723,株式会社山本建設
AL-03232,BR-00220,P-024315,2,12,2025-06-01,2025-08-23,Media,PR-01032,合同会社三浦水産
AL-03233,BR-00220,P-024330,5,18,2025-07-18,2025-08-23,Media,PR-00281,田中情報有限会社
AL-03234,BR-00220,P-024343,2,18,2025-06-10,2025-08-23,Media,PR-00969,山本電気合同会社
AL-03235,BR-00220,P-024345,7,7,2025-08-14,2025-08-23,Baja,PR-01316,佐々木食品有限会社
AL-03236,BR-00220,P-024347,14,20,2025-07-23,2025-08-23,Baja,PR-01357,池田鉱業株式会社
AL-03237,BR-00220,P-024355,5,20,2025-05-26,2025-08-23,Media,PR-01095,合同会社山本銀行
AL-03238,BR-00220,P-024358,13,20,2025-07-08,2025-08-23,Baja,PR-00272,合同会社山本銀行
AL-03239,BR-00220,P-024363,3,16,2025-04-05,2025-08-23,Media,PR-01050,井上食品合同会社
AL-03240,BR-00220,P-024371,3,19,2025-07-29,2025-08-23,Media,PR-01473,株式会社小林農林
AL-03241,BR-00221,P-024391,5,18,2025-07-18,2025-08-23,Media,PR-01384,有限会社佐々木通信
AL-03242,BR-00221,P-024401,3,6,2025-07-20,2025-08-23,Baja,PR-00281,田中情報有限会社
AL-03243,BR-00221,P-024419,13,13,2025-08-17,2025-08-23,Baja,PR-01316,佐々木食品有限会社
AL-03244,BR-00221,P-024435,5,14,2025-07-29,2025-08-23,Media,PR-00929,近藤水産株式会社
AL-03245,BR-00221,P-024438,14,18,2025-07-31,2025-08-23,Baja,PR-00242,山本食品株式会社
AL-03246,BR-00221,P-024446,4,6,2025-06-08,2025-08-23,Baja,PR-01479,株式会社山本電気
AL-03247,BR-00221,P-024450,6,7,2025-06-29,2025-08-23,Baja,PR-00243,伊藤情報合同会社
AL-03248,BR-00221,P-024457,0,8,2025-07-07,2025-08-23,Alta,PR-00705,池田印刷株式会社
AL-03249,BR-00221,P-024459,0,16,2025-07-24,2025-08-23,Alta,PR-00245,合同会社岡本食品
AL-03250,BR-00222,P-024472,6,8,2025-07-22,2025-08-23,Baja,PR-00280,株式会社渡辺通信
AL-03251,BR-00222,P-024474,7,13,2025-05-23,2025-08-23,Baja,PR-00281,田中情報有限会社
AL-03252,BR-00222,P-024476,10,19,2025-08-15,2025-08-23,Baja,PR-00281,田中情報有限会社
AL-03253,BR-00222,P-024477,0,12,2025-04-25,2025-08-23,Alta,PR-00281,田中情報有限会社
AL-03254,BR-00222,P-024481,0,10,2025-07-21,2025-08-23,Alta,PR-01339,有限会社坂本鉱業
AL-03255,BR-00222,P-024487,9,14,2025-05-07,2025-08-23,Baja,PR-01399,有限会社佐々木ガス
AL-03256,BR-00222,P-024491,3,5,2025-07-23,2025-08-23,Baja,PR-00969,山本電気合同会社
AL-03257,BR-00222,P-024493,5,5,2025-08-14,2025-08-23,Baja,PR-00969,山本電気合同会社
AL-03258,BR-00222,P-024495,13,13,2025-08-11,2025-08-23,Baja,PR-01357,池田鉱業株式会社
AL-03259,BR-00222,P-024496,0,16,2025-08-08,2025-08-23,Alta,PR-00269,合同会社井上保険
AL-03260,BR-00222,P-024511,3,15,2025-06-15,2025-08-23,Media,PR-00272,合同会社山本銀行
AL-03261,BR-00222,P-024526,13,13,2025-06-04,2025-08-23,Baja,PR-00243,伊藤情報合同会社
AL-03262,BR-00222,P-024529,1,11,2025-04-08,2025-08-23,Media,PR-00244,株式会社鈴木情報
AL-03263,BR-00222,P-024534,7,19,2025-08-14,2025-08-23,Media,PR-01058,有限会社藤田銀行
AL-03264,BR-00223,P-024542,10,17,2025-07-17,2025-08-23,Baja,PR-01384,有限会社佐々木通信
AL-03265,BR-00223,P-024550,1,9,2025-06-13,2025-08-23,Media,PR-00280,株式会社渡辺通信
AL-03266,BR-00223,P-024559,16,20,2025-07-19,2025-08-23,Baja,PR-01339,有限会社坂本鉱業
AL-03267,BR-00223,P-024567,2,5,2025-06-24,2025-08-23,Media,PR-00268,林ガス株式会社
AL-03268,BR-00223,P-024570,2,16,2025-04-26,2025-08-23,Media,PR-01316,佐々木食品有限会社
AL-03269,BR-00223,P-024579,12,19,2025-04-21,2025-08-23,Baja,PR-01465,株式会社中村情報
AL-03270,BR-00223,P-024580,14,20,2025-04-02,2025-08-23,Baja,PR-00747,株式会社小川電気
AL-03271,BR-00223,P-024595,13,16,2025-07-14,2025-08-23,Baja,PR-00242,山本食品株式会社
AL-03272,BR-00223,P-024606,7,20,2025-08-05,2025-08-23,Media,PR-00705,池田印刷株式会社
AL-03273,BR-00223,P-024607,1,17,2025-07-10,2025-08-23,Media,PR-01058,有限会社藤田銀行
AL-03274,BR-00224,P-024611,9,17,2025-07-26,2025-08-23,Baja,PR-00278,小林水産有限会社
AL-03275,BR-00224,P-024613,7,13,2025-05-23,2025-08-23,Baja,PR-01404,松田鉱業合同会社
AL-03276,BR-00224,P-024623,9,20,2025-08-10,2025-08-23,Media,PR-00280,株式会社渡辺通信
AL-03277,BR-00224,P-024625,1,18,2025-04-26,2025-08-23,Media,PR-00280,株式会社渡辺通信
AL-03278,BR-00224,P-024633,1,13,2025-06-24,2025-08-23,Media,PR-00282,村上通信有限会社
AL-03279,BR-00224,P-024642,4,6,2025-07-24,2025-08-23,Baja,PR-01114,合同会社村上食品
AL-03280,BR-00224,P-024655,2,10,2025-06-19,2025-08-23,Media,PR-00271,合同会社伊藤銀行
AL-03281,BR-00224,P-024662,6,16,2025-07-11,2025-08-23,Media,PR-01050,井上食品合同会社
AL-03282,BR-00224,P-024672,6,10,2025-08-04,2025-08-23,Baja,PR-00723,株式会社山本建設
AL-03283,BR-00224,P-024678,18,18,2025-06-02,2025-08-23,Baja,PR-01058,有限会社藤田銀行
