pago_id,order_id,provider_id,provider_name,fecha_orden,condicion_pago,fecha_vencimiento,fecha_pago,monto_total,estado_pago
PP-003244,O-003244,PR-01339,有限会社坂本鉱業,2025-08-13,Contado,2025-08-13,2025-08-13,3778.5,Pagado
PP-003245,O-003245,PR-01339,有限会社坂本鉱業,2025-07-25,Contado,2025-07-25,2025-07-25,3994.98,Pagado
PP-003246,O-003246,PR-01399,有限会社佐々木ガス,2025-07-05,30 días,2025-08-04,2025-07-05,11077.2,Pagado
PP-003247,O-003247,PR-01114,合同会社村上食品,2025-07-23,Contado,2025-07-23,2025-07-23,1263.36,Pagado
PP-003248,O-003248,PR-00272,合同会社山本銀行,2025-07-17,90 días,2025-10-15,,6409.69,Pendiente
PP-003249,O-003249,PR-00241,伊藤運輸株式会社,2025-07-10,90 días,2025-10-08,2025-09-06,3417.36,Pagado
PP-003250,O-003250,PR-00243,伊藤情報合同会社,2025-08-19,60 días,2025-10-18,,6763.68,Pendiente
PP-003251,O-003251,PR-01058,有限会社藤田銀行,2025-07-25,60 días,2025-09-23,,10608.36,Pendiente
PP-003252,O-003252,PR-00705,池田印刷株式会社,2025-07-06,60 días,2025-09-04,,10664.36,Pendiente
PP-003253,O-003253,PR-00246,合同会社井上食品,2025-07-26,90 días,2025-10-24,2025-09-16,4156.5,Pagado
PP-003254,O-003254,PR-01213,橋本運輸有限会社,2025-08-16,60 días,2025-10-15,2025-08-22,219.73,Pagado
PP-003255,O-003255,PR-01456,佐藤電気有限会社,2025-06-27,60 días,2025-08-26,,8804.16,Pendiente
PP-003256,O-003256,PR-00954,高橋電気合同会社,2025-08-17,90 días,2025-11-15,2025-11-04,6502.6,Pagado
PP-003257,O-003257,PR-00249,田中保険合同会社,2025-07-23,30 días,2025-08-22,,8330.78,Retrasado
PP-003258,O-003258,PR-01458,株式会社太田ガス,2025-08-04,90 días,2025-11-02,2025-08-17,3120.0,Pagado
PP-003259,O-003259,PR-01141,山崎情報株式会社,2025-08-01,60 días,2025-09-30,2025-08-17,5487.97,Pagado
PP-003260,O-003260,PR-01032,合同会社三浦水産,2025-08-18,60 días,2025-10-17,2025-09-13,646.23,Pagado
PP-003261,O-003261,PR-00281,田中情報有限会社,2025-06-30,Contado,2025-06-30,,9254.96,Retrasado
PP-003262,O-003262,PR-01399,有限会社佐々木ガス,2025-08-16,30 días,2025-09-15,,3994.92,Pendiente
PP-003263,O-003263,PR-01399,有限会社佐々木ガス,2025-08-03,30 días,2025-09-02,,10386.92,Pendiente
PP-003264,O-003264,PR-01114,合同会社村上食品,2025-07-01,Contado,2025-07-01,2025-07-01,1093.44,Pagado
PP-003265,O-003265,PR-00747,株式会社小川電気,2025-08-04,90 días,2025-11-02,,3994.41,Pendiente
PP-003266,O-003266,PR-00271,合同会社伊藤銀行,2025-06-29,60 días,2025-08-28,,3103.65,Pendiente
PP-003267,O-003267,PR-00241,伊藤運輸株式会社,2025-08-13,90 días,2025-11-11,2025-10-26,2013.55,Pagado
PP-003268,O-003268,PR-00929,近藤水産株式会社,2025-07-12,30 días,2025-08-11,2025-07-21,2144.58,Pagado
PP-003269,O-003269,PR-01268,森農林有限会社,2025-08-04,90 días,2025-11-02,2025-10-21,825.84,Pagado
PP-003270,O-003270,PR-00243,伊藤情報合同会社,2025-07-31,60 días,2025-09-29,2025-09-28,7122.24,Pagado
PP-003271,O-003271,PR-00244,株式会社鈴木情報,2025-08-10,60 días,2025-10-09,,9286.26,Pendiente
PP-003272,O-003272,PR-01058,有限会社藤田銀行,2025-07-26,60 días,2025-09-24,,2058.72,Pendiente
PP-003273,O-003273,PR-00245,合同会社岡本食品,2025-07-15,90 días,2025-10-13,,2448.18,Pendiente
PP-003274,O-003274,PR-00246,合同会社井上食品,2025-07-12,90 días,2025-10-10,2025-08-28,4611.68,Pagado
PP-003275,O-003275,PR-00246,合同会社井上食品,2025-08-14,90 días,2025-11-12,2025-11-06,11462.25,Pagado
PP-003276,O-003276,PR-00247,福田電気有限会社,2025-07-13,90 días,2025-10-11,,4903.47,Pendiente
PP-003277,O-003277,PR-01213,橋本運輸有限会社,2025-08-19,60 días,2025-10-18,,3864.25,Pendiente
PP-003278,O-003278,PR-01129,合同会社山本印刷,2025-07-22,30 días,2025-08-21,,3643.76,Retrasado
PP-003279,O-003279,PR-00280,株式会社渡辺通信,2025-06-29,60 días,2025-08-28,2025-07-13,3812.18,Pagado
PP-003280,O-003280,PR-00281,田中情報有限会社,2025-07-29,Contado,2025-07-29,2025-07-29,6293.3,Pagado
PP-003281,O-003281,PR-01339,有限会社坂本鉱業,2025-07-05,Contado,2025-07-05,2025-07-05,2712.52,Pagado
PP-003282,O-003282,PR-00268,林ガス株式会社,2025-08-06,90 días,2025-11-04,2025-09-17,471.6,Pagado
PP-003283,O-003283,PR-00272,合同会社山本銀行,2025-08-17,90 días,2025-11-15,2025-09-22,443.47,Pagado
PP-003284,O-003284,PR-00272,合同会社山本銀行,2025-07-27,90 días,2025-10-25,2025-08-01,2397.85,Pagado
PP-003285,O-003285,PR-01050,井上食品合同会社,2025-08-18,30 días,2025-09-17,,1966.5,Pendiente
PP-003286,O-003286,PR-01479,株式会社山本電気,2025-08-19,90 días,2025-11-17,2025-11-06,1028.0,Pagado
PP-003287,O-003287,PR-00278,小林水産有限会社,2025-07-05,60 días,2025-09-03,2025-07-08,998.18,Pagado
PP-003288,O-003288,PR-01384,有限会社佐々木通信,2025-06-29,90 días,2025-09-27,2025-08-01,260.04,Pagado
PP-003289,O-003289,PR-00281,田中情報有限会社,2025-07-09,Contado,2025-07-09,,950.88,Retrasado
PP-003290,O-003290,PR-00282,村上通信有限会社,2025-08-06,90 días,2025-11-04,,4980.36,Pendiente
PP-003291,O-003291,PR-01465,株式会社中村情報,2025-07-08,Contado,2025-07-08,2025-07-08,326.25,Pagado
PP-003292,O-003292,PR-01266,鈴木水産株式会社,2025-07-11,30 días,2025-08-10,,5970.8,Retrasado
PP-003293,O-003293,PR-00272,合同会社山本銀行,2025-08-17,90 días,2025-11-15,2025-09-06,485.1,Pagado
PP-003294,O-003294,PR-00723,株式会社山本建設,2025-07-28,60 días,2025-09-26,,4803.39,Pendiente
PP-003295,O-003295,PR-01479,株式会社山本電気,2025-08-04,90 días,2025-11-02,,451.06,Pendiente
PP-003296,O-003296,PR-00244,株式会社鈴木情報,2025-08-20,60 días,2025-10-19,,5579.34,Pendiente
PP-003297,O-003297,PR-00245,合同会社岡本食品,2025-07-14,90 días,2025-10-12,,2409.0,Pendiente
PP-003298,O-003298,PR-00689,伊藤鉱業有限会社,2025-07-01,90 días,2025-09-29,2025-08-19,3562.02,Pagado
PP-003299,O-003299,PR-00268,林ガス株式会社,2025-08-02,90 días,2025-10-31,,8753.5,Pendiente
PP-003300,O-003300,PR-00747,株式会社小川電気,2025-07-02,90 días,2025-09-30,,8508.8,Pendiente
PP-003301,O-003301,PR-00271,合同会社伊藤銀行,2025-07-30,60 días,2025-09-28,2025-08-07,6188.3,Pagado
PP-003302,O-003302,PR-00272,合同会社山本銀行,2025-08-18,90 días,2025-11-16,,4372.76,Pendiente
PP-003303,O-003303,PR-00272,合同会社山本銀行,2025-06-25,90 días,2025-09-23,,8059.8,Pendiente
PP-003304,O-003304,PR-00242,山本食品株式会社,2025-07-24,90 días,2025-10-22,,2559.7,Pendiente
PP-003305,O-003305,PR-00244,株式会社鈴木情報,2025-07-03,60 días,2025-09-01,,3833.27,Pendiente
PP-003306,O-003306,PR-01058,有限会社藤田銀行,2025-07-05,60 días,2025-09-03,,2661.9,Pendiente
PP-003307,O-003307,PR-00279,加藤印刷株式会社,2025-07-09,30 días,2025-08-08,2025-07-27,4361.52,Pagado
PP-003308,O-003308,PR-00279,加藤印刷株式会社,2025-08-01,30 días,2025-08-31,,3523.42,Pendiente
PP-003309,O-003309,PR-00281,田中情報有限会社,2025-07-25,Contado,2025-07-25,2025-07-25,2100.12,Pagado
PP-003310,O-003310,PR-00270,有限会社高橋建設,2025-07-15,60 días,2025-09-13,,4325.76,Pendiente
PP-003311,O-003311,PR-01050,井上食品合同会社,2025-08-11,30 días,2025-09-10,,167.2,Pendiente
PP-003312,O-003312,PR-00241,伊藤運輸株式会社,2025-06-30,90 días,2025-09-28,2025-08-27,4606.0,Pagado
PP-003313,O-003313,PR-00723,株式会社山本建設,2025-08-06,60 días,2025-10-05,,4720.95,Pendiente
PP-003314,O-003314,PR-00243,伊藤情報合同会社,2025-08-07,60 días,2025-10-06,,5990.25,Pendiente
PP-003315,O-003315,PR-00244,株式会社鈴木情報,2025-07-23,60 días,2025-09-21,2025-09-18,2467.08,Pagado
PP-003316,O-003316,PR-00279,加藤印刷株式会社,2025-06-23,30 días,2025-07-23,,2301.6,Retrasado
PP-003317,O-003317,PR-00281,田中情報有限会社,2025-07-06,Contado,2025-07-06,2025-07-06,8283.66,Pagado
PP-003318,O-003318,PR-01114,合同会社村上食品,2025-07-27,Contado,2025-07-27,2025-07-27,3224.8,Pagado
PP-003319,O-003319,PR-01316,佐々木食品有限会社,2025-06-27,60 días,2025-08-26,,6217.16,Pendiente
PP-003320,O-003320,PR-00270,有限会社高橋建設,2025-08-10,60 días,2025-10-09,2025-08-29,667.8,Pagado
PP-003321,O-003321,PR-01479,株式会社山本電気,2025-08-09,90 días,2025-11-07,,2983.68,Pendiente
PP-003322,O-003322,PR-00244,株式会社鈴木情報,2025-07-15,60 días,2025-09-13,2025-07-22,4894.47,Pagado
PP-003323,O-003323,PR-00244,株式会社鈴木情報,2025-07-22,60 días,2025-09-20,2025-07-29,9082.9,Pagado
PP-003324,O-003324,PR-00280,株式会社渡辺通信,2025-08-05,60 días,2025-10-04,,5926.0,Pendiente
PP-003325,O-003325,PR-00282,村上通信有限会社,2025-07-20,90 días,2025-10-18,,311.44,Pendiente
PP-003326,O-003326,PR-00969,山本電気合同会社,2025-08-17,60 días,2025-10-16,,4079.84,Pendiente
PP-003327,O-003327,PR-00270,有限会社高橋建設,2025-07-05,60 días,2025-09-03,2025-07-20,12311.76,Pagado
PP-003328,O-003328,PR-01095,合同会社山本銀行,2025-08-08,90 días,2025-11-06,2025-10-25,5682.3,Pagado
PP-003329,O-003329,PR-01095,合同会社山本銀行,2025-08-10,90 días,2025-11-08,,6093.22,Pendiente
PP-003330,O-003330,PR-00272,合同会社山本銀行,2025-08-12,90 días,2025-11-10,2025-09-08,1625.16,Pagado
PP-003331,O-003331,PR-01474,有限会社佐々木電気,2025-07-07,90 días,2025-10-05,2025-08-11,4176.56,Pagado
PP-003332,O-003332,PR-00242,山本食品株式会社,2025-08-20,90 días,2025-11-18,2025-10-06,2660.68,Pagado
PP-003333,O-003333,PR-00723,株式会社山本建設,2025-08-05,60 días,2025-10-04,2025-08-07,962.51,Pagado
PP-003334,O-003334,PR-00245,合同会社岡本食品,2025-07-01,90 días,2025-09-29,,397.44,Pendiente
PP-003335,O-003335,PR-01384,有限会社佐々木通信,2025-06-23,90 días,2025-09-21,,7693.0,Pendiente
PP-003336,O-003336,PR-00280,株式会社渡辺通信,2025-07-11,60 días,2025-09-09,2025-08-27,2471.96,Pagado
PP-003337,O-003337,PR-00282,村上通信有限会社,2025-08-15,90 días,2025-11-13,,1138.76,Pendiente
PP-003338,O-003338,PR-01339,有限会社坂本鉱業,2025-07-26,Contado,2025-07-26,2025-07-26,3746.75,Pagado
PP-003339,O-003339,PR-00268,林ガス株式会社,2025-06-24,90 días,2025-09-22,2025-08-12,2824.55,Pagado
PP-003340,O-003340,PR-01399,有限会社佐々木ガス,2025-08-07,30 días,2025-09-06,2025-08-28,296.4,Pagado
PP-003341,O-003341,PR-01399,有限会社佐々木ガス,2025-07-05,30 días,2025-08-04,,977.82,Pendiente
PP-003342,O-003342,PR-00268,林ガス株式会社,2025-08-05,90 días,2025-11-03,,185.46,Pendiente
PP-003343,O-003343,PR-00268,林ガス株式会社,2025-07-30,90 días,2025-10-28,2025-10-13,3453.56,Pagado
PP-003344,O-003344,PR-00969,山本電気合同会社,2025-08-04,60 días,2025-10-03,2025-08-21,3115.32,Pagado
PP-003345,O-003345,PR-00272,合同会社山本銀行,2025-07-31,90 días,2025-10-29,2025-10-16,615.42,Pagado
PP-003346,O-003346,PR-01474,有限会社佐々木電気,2025-08-07,90 días,2025-11-05,,1240.12,Pendiente
PP-003347,O-003347,PR-01473,株式会社小林農林,2025-06-23,30 días,2025-07-23,2025-07-10,2036.0,Pagado
PP-003348,O-003348,PR-00723,株式会社山本建設,2025-08-13,60 días,2025-10-12,,2376.08,Pendiente
PP-003349,O-003349,PR-00244,株式会社鈴木情報,2025-07-29,60 días,2025-09-27,,4941.75,Pendiente
PP-003350,O-003350,PR-00244,株式会社鈴木情報,2025-07-11,60 días,2025-09-09,,6162.75,Pendiente
PP-003351,O-003351,PR-00244,株式会社鈴木情報,2025-08-20,60 días,2025-10-19,,2716.8,Pendiente
PP-003352,O-003352,PR-01058,有限会社藤田銀行,2025-08-05,60 días,2025-10-04,2025-08-26,4593.92,Pagado
PP-003353,O-003353,PR-00245,合同会社岡本食品,2025-07-08,90 días,2025-10-06,,7401.75,Pendiente
PP-003354,O-003354,PR-00278,小林水産有限会社,2025-08-13,60 días,2025-10-12,2025-08-28,11808.72,Pagado
PP-003355,O-003355,PR-01404,松田鉱業合同会社,2025-07-07,30 días,2025-08-06,2025-07-18,2297.04,Pagado
PP-003356,O-003356,PR-01384,有限会社佐々木通信,2025-06-30,90 días,2025-09-28,2025-08-04,341.91,Pagado
PP-003357,O-003357,PR-00280,株式会社渡辺通信,2025-08-07,60 días,2025-10-06,2025-08-30,11609.84,Pagado
PP-003358,O-003358,PR-01399,有限会社佐々木ガス,2025-06-24,30 días,2025-07-24,2025-07-13,4360.44,Pagado
PP-003359,O-003359,PR-01357,池田鉱業株式会社,2025-08-09,90 días,2025-11-07,,2722.43,Pendiente
PP-003360,O-003360,PR-01465,株式会社中村情報,2025-08-08,Contado,2025-08-08,,157.25,Pendiente
PP-003361,O-003361,PR-01474,有限会社佐々木電気,2025-06-30,90 días,2025-09-28,,5291.52,Pendiente
PP-003362,O-003362,PR-00242,山本食品株式会社,2025-07-26,90 días,2025-10-24,2025-09-09,7802.88,Pagado
PP-003363,O-003363,PR-01404,松田鉱業合同会社,2025-08-13,30 días,2025-09-12,2025-08-21,1491.36,Pagado
PP-003364,O-003364,PR-00280,株式会社渡辺通信,2025-07-19,60 días,2025-09-17,,3749.6,Pendiente
PP-003365,O-003365,PR-00689,伊藤鉱業有限会社,2025-07-24,90 días,2025-10-22,,1703.16,Pendiente
PP-003366,O-003366,PR-01399,有限会社佐々木ガス,2025-07-15,30 días,2025-08-14,2025-08-03,1284.64,Pagado
PP-003367,O-003367,PR-01465,株式会社中村情報,2025-08-09,Contado,2025-08-09,2025-08-09,2294.5,Pagado
PP-003368,O-003368,PR-00929,近藤水産株式会社,2025-08-14,30 días,2025-09-13,2025-09-06,5523.52,Pagado
PP-003369,O-003369,PR-01268,森農林有限会社,2025-07-12,90 días,2025-10-10,,1602.25,Pendiente
PP-003370,O-003370,PR-00705,池田印刷株式会社,2025-07-28,60 días,2025-09-26,,8335.08,Pendiente
PP-003371,O-003371,PR-00280,株式会社渡辺通信,2025-08-03,60 días,2025-10-02,2025-08-03,6374.94,Pagado
PP-003372,O-003372,PR-00689,伊藤鉱業有限会社,2025-07-26,90 días,2025-10-24,,4086.45,Pendiente
PP-003373,O-003373,PR-01339,有限会社坂本鉱業,2025-07-30,Contado,2025-07-30,,5006.82,Pendiente
PP-003374,O-003374,PR-01465,株式会社中村情報,2025-07-03,Contado,2025-07-03,,8306.9,Retrasado
PP-003375,O-003375,PR-00271,合同会社伊藤銀行,2025-08-09,60 días,2025-10-08,2025-08-12,337.07,Pagado
PP-003376,O-003376,PR-00272,合同会社山本銀行,2025-07-21,90 días,2025-10-19,,592.5,Pendiente
PP-003377,O-003377,PR-00929,近藤水産株式会社,2025-07-06,30 días,2025-08-05,,1599.8,Retrasado
PP-003378,O-003378,PR-01479,株式会社山本電気,2025-08-01,90 días,2025-10-30,,3577.8,Pendiente
PP-003379,O-003379,PR-01404,松田鉱業合同会社,2025-08-16,30 días,2025-09-15,2025-08-25,76.56,Pagado
PP-003380,O-003380,PR-00278,小林水産有限会社,2025-07-25,60 días,2025-09-23,,11662.04,Pendiente
PP-003381,O-003381,PR-00280,株式会社渡辺通信,2025-07-12,60 días,2025-09-10,2025-07-26,1045.8,Pagado
PP-003382,O-003382,PR-00281,田中情報有限会社,2025-07-14,Contado,2025-07-14,,2428.43,Pendiente
PP-003383,O-003383,PR-01114,合同会社村上食品,2025-08-07,Contado,2025-08-07,2025-08-07,2064.6,Pagado
PP-003384,O-003384,PR-00270,有限会社高橋建設,2025-07-07,60 días,2025-09-05,,3737.98,Pendiente
PP-003385,O-003385,PR-01465,株式会社中村情報,2025-08-09,Contado,2025-08-09,2025-08-09,4234.15,Pagado
PP-003386,O-003386,PR-01095,合同会社山本銀行,2025-07-02,90 días,2025-09-30,2025-09-20,1668.06,Pagado
PP-003387,O-003387,PR-01266,鈴木水産株式会社,2025-07-02,30 días,2025-08-01,,12882.09,Pendiente
PP-003388,O-003388,PR-00272,合同会社山本銀行,2025-08-02,90 días,2025-10-31,2025-08-07,8516.34,Pagado
PP-003389,O-003389,PR-00272,合同会社山本銀行,2025-08-10,90 días,2025-11-08,,1817.34,Pendiente
PP-003390,O-003390,PR-00241,伊藤運輸株式会社,2025-07-08,90 días,2025-10-06,2025-09-24,7428.96,Pagado
PP-003391,O-003391,PR-01473,株式会社小林農林,2025-07-20,30 días,2025-08-19,2025-08-08,6944.16,Pagado
PP-003392,O-003392,PR-00723,株式会社山本建設,2025-08-10,60 días,2025-10-09,2025-09-07,621.18,Pagado
PP-003393,O-003393,PR-00280,株式会社渡辺通信,2025-06-25,60 días,2025-08-24,,7440.96,Pendiente
PP-003394,O-003394,PR-00969,山本電気合同会社,2025-07-05,60 días,2025-09-03,2025-07-19,4268.69,Pagado
PP-003395,O-003395,PR-00271,合同会社伊藤銀行,2025-08-12,60 días,2025-10-11,2025-10-05,9398.02,Pagado
PP-003396,O-003396,PR-00272,合同会社山本銀行,2025-08-10,90 días,2025-11-08,2025-08-31,886.48,Pagado
PP-003397,O-003397,PR-00241,伊藤運輸株式会社,2025-08-12,90 días,2025-11-10,2025-10-16,10125.06,Pagado
PP-003398,O-003398,PR-01479,株式会社山本電気,2025-06-24,90 días,2025-09-22,2025-09-14,1321.2,Pagado
PP-003399,O-003399,PR-00245,合同会社岡本食品,2025-06-23,90 días,2025-09-21,2025-09-01,14559.0,Pagado
PP-003400,O-003400,PR-00705,池田印刷株式会社,2025-07-14,60 días,2025-09-12,,2691.49,Pendiente
PP-003401,O-003401,PR-00278,小林水産有限会社,2025-07-12,60 días,2025-09-10,,699.6,Pendiente
PP-003402,O-003402,PR-01032,合同会社三浦水産,2025-07-29,60 días,2025-09-27,2025-09-26,850.64,Pagado
PP-003403,O-003403,PR-01384,有限会社佐々木通信,2025-06-25,90 días,2025-09-23,2025-09-18,5485.3,Pagado
PP-003404,O-003404,PR-00280,株式会社渡辺通信,2025-08-15,60 días,2025-10-14,,2079.66,Pendiente
PP-003405,O-003405,PR-00268,林ガス株式会社,2025-07-02,90 días,2025-09-30,2025-09-08,7976.65,Pagado
PP-003406,O-003406,PR-00270,有限会社高橋建設,2025-07-04,60 días,2025-09-02,2025-08-05,4380.64,Pagado
PP-003407,O-003407,PR-01266,鈴木水産株式会社,2025-07-24,30 días,2025-08-23,,1181.88,Pendiente
PP-003408,O-003408,PR-01266,鈴木水産株式会社,2025-07-11,30 días,2025-08-10,2025-07-19,5996.02,Pagado
PP-003409,O-003409,PR-01474,有限会社佐々木電気,2025-08-09,90 días,2025-11-07,,11911.33,Pendiente
PP-003410,O-003410,PR-01474,有限会社佐々木電気,2025-07-30,90 días,2025-10-28,2025-10-11,13971.88,Pagado
PP-003411,O-003411,PR-00723,株式会社山本建設,2025-07-23,60 días,2025-09-21,2025-07-30,2946.24,Pagado
PP-003412,O-003412,PR-00245,合同会社岡本食品,2025-08-17,90 días,2025-11-15,2025-08-21,14220.48,Pagado
PP-003413,O-003413,PR-00325,Fernandez,2025-08-21,30 días,2025-09-20,2025-09-02,5269.6,Pagado
PP-003414,O-003414,PR-00325,Fernandez,2025-08-17,30 días,2025-09-16,2025-09-10,11127.0,Pagado
PP-003415,O-003415,PR-00327,Marie Seguin S.A.R.L.,2025-07-14,60 días,2025-09-12,,760.1,Pendiente
PP-003416,O-003416,PR-00329,Berthelot,2025-06-29,30 días,2025-07-29,2025-07-11,2561.79,Pagado
PP-003417,O-003417,PR-00317,Andre,2025-08-04,90 días,2025-11-02,2025-08-19,7324.35,Pagado
PP-003418,O-003418,PR-00318,Bonnin Lebon S.A.R.L.,2025-08-08,60 días,2025-10-07,,1960.44,Pendiente
PP-003419,O-003419,PR-00694,Grégoire Wagner SA,2025-08-18,90 días,2025-11-16,2025-08-23,4011.84,Pagado
PP-003420,O-003420,PR-00289,Hernandez S.A.S.,2025-08-19,30 días,2025-09-18,2025-09-03,1670.2,Pagado
PP-003421,O-003421,PR-01041,Albert,2025-06-30,90 días,2025-09-28,,867.2,Pendiente
PP-003422,O-003422,PR-00847,Fournier,2025-07-13,30 días,2025-08-12,2025-07-13,7615.62,Pagado
PP-003423,O-003423,PR-00293,Blanchard,2025-07-08,60 días,2025-09-06,2025-09-01,9067.5,Pagado
PP-003424,O-003424,PR-00295,Marchand,2025-08-06,30 días,2025-09-05,2025-08-28,3229.2,Pagado
PP-003425,O-003425,PR-00295,Marchand,2025-07-19,30 días,2025-08-18,,7939.25,Pendiente
PP-003426,O-003426,PR-00297,Lemaire,2025-08-21,90 días,2025-11-19,2025-08-22,4487.84,Pagado
PP-003427,O-003427,PR-00962,Boutin,2025-08-07,60 días,2025-10-06,,1950.76,Pendiente
PP-003428,O-003428,PR-00322,Lévy Millet S.A.R.L.,2025-07-19,Contado,2025-07-19,,8858.17,Pendiente
PP-003429,O-003429,PR-00962,Boutin,2025-06-28,60 días,2025-08-27,,5036.81,Pendiente
PP-003430,O-003430,PR-00323,Camus,2025-07-24,60 días,2025-09-22,,7281.78,Pendiente
PP-003431,O-003431,PR-00698,Sauvage Maillard SARL,2025-08-15,90 días,2025-11-13,2025-09-26,1979.88,Pagado
PP-003432,O-003432,PR-00298,Chevalier,2025-08-03,60 días,2025-10-02,,8908.74,Pendiente
PP-003433,O-003433,PR-00845,Bourdon Louis et Fils,2025-08-12,60 días,2025-10-11,,8113.6,Pendiente
PP-003434,O-003434,PR-00300,Durand,2025-08-17,90 días,2025-11-15,,3166.8,Pendiente
PP-003435,O-003435,PR-01187,Lombard SA,2025-08-17,30 días,2025-09-16,2025-08-23,6304.95,Pagado
PP-003436,O-003436,PR-00302,Guillot Lemoine S.A.R.L.,2025-08-20,90 días,2025-11-18,,2153.8,Pendiente
PP-003437,O-003437,PR-01117,Masse,2025-06-27,90 días,2025-09-25,,5240.4,Pendiente
PP-003438,O-003438,PR-00284,Moulin Weiss S.A.,2025-06-23,60 días,2025-08-22,,6538.95,Pendiente
PP-003439,O-003439,PR-00285,Vallet,2025-07-01,90 días,2025-09-29,,1923.48,Pendiente
PP-003440,O-003440,PR-00287,Maillard,2025-08-05,90 días,2025-11-03,2025-10-30,12521.2,Pagado
PP-003441,O-003441,PR-00730,Leblanc,2025-08-20,90 días,2025-11-18,,5540.5,Pendiente
PP-003442,O-003442,PR-01421,Lecomte SARL,2025-08-10,60 días,2025-10-09,2025-08-10,3000.66,Pagado
PP-003443,O-003443,PR-00306,Le Gall Poulain S.A.S.,2025-06-24,Contado,2025-06-24,2025-06-24,2573.61,Pagado
PP-003444,O-003444,PR-01317,Guillon S.A.R.L.,2025-08-01,30 días,2025-08-31,2025-08-24,6558.16,Pagado
PP-003445,O-003445,PR-01063,Perret,2025-08-02,90 días,2025-10-31,2025-08-11,7590.36,Pagado
PP-003446,O-003446,PR-01372,Philippe,2025-07-28,Contado,2025-07-28,2025-07-28,4812.48,Pagado
PP-003447,O-003447,PR-00325,Fernandez,2025-07-23,30 días,2025-08-22,2025-08-09,2047.0,Pagado
PP-003448,O-003448,PR-00789,Courtois,2025-08-01,30 días,2025-08-31,2025-08-19,2883.31,Pagado
PP-003449,O-003449,PR-00328,Vasseur,2025-07-12,30 días,2025-08-11,2025-07-23,1569.12,Pagado
PP-003450,O-003450,PR-00329,Berthelot,2025-07-02,30 días,2025-08-01,2025-07-07,5644.5,Pagado
PP-003451,O-003451,PR-00315,Vincent,2025-07-07,90 días,2025-10-05,2025-09-20,1991.17,Pagado
PP-003452,O-003452,PR-00315,Vincent,2025-08-18,90 días,2025-11-16,,1129.61,Pendiente
PP-003453,O-003453,PR-00316,Charpentier S.A.,2025-07-02,90 días,2025-09-30,,4560.58,Pendiente
PP-003454,O-003454,PR-00939,Lucas,2025-08-11,Contado,2025-08-11,2025-08-11,1433.62,Pagado
PP-003455,O-003455,PR-01214,Delannoy,2025-06-30,90 días,2025-09-28,,438.48,Pendiente
PP-003456,O-003456,PR-00292,Brunet Foucher et Fils,2025-07-06,30 días,2025-08-05,,428.96,Retrasado
PP-003457,O-003457,PR-01492,Deschamps,2025-07-19,60 días,2025-09-17,2025-08-09,1105.44,Pagado
PP-003458,O-003458,PR-00297,Lemaire,2025-07-16,90 días,2025-10-14,,2251.55,Pendiente
PP-003459,O-003459,PR-00297,Lemaire,2025-08-19,90 días,2025-11-17,2025-10-28,11214.8,Pagado
PP-003460,O-003460,PR-00320,Lucas,2025-07-26,60 días,2025-09-24,2025-08-22,12720.54,Pagado
PP-003461,O-003461,PR-00321,Blin S.A.,2025-07-29,60 días,2025-09-27,,1245.45,Pendiente
PP-003462,O-003462,PR-00324,Étienne SA,2025-08-08,Contado,2025-08-08,2025-08-08,2612.61,Pagado
PP-003463,O-003463,PR-00300,Durand,2025-07-11,90 días,2025-10-09,2025-08-21,4000.4,Pagado
PP-003464,O-003464,PR-00301,Godard,2025-07-12,30 días,2025-08-11,,6427.16,Retrasado
PP-003465,O-003465,PR-01345,Maillard Robert S.A.,2025-07-21,30 días,2025-08-20,2025-07-30,561.4,Pagado
PP-003466,O-003466,PR-00285,Vallet,2025-07-13,90 días,2025-10-11,2025-09-18,1987.48,Pagado
PP-003467,O-003467,PR-00286,Texier SA,2025-08-11,30 días,2025-09-10,2025-09-05,1954.8,Pagado
PP-003468,O-003468,PR-00708,Guérin S.A.R.L.,2025-08-08,30 días,2025-09-07,2025-09-02,2114.2,Pagado
PP-003469,O-003469,PR-00893,Chevallier,2025-08-05,Contado,2025-08-05,,948.48,Pendiente
PP-003470,O-003470,PR-00304,Lebrun,2025-07-15,Contado,2025-07-15,,2138.82,Pendiente
PP-003471,O-003471,PR-00639,Hardy,2025-06-28,90 días,2025-09-26,2025-09-04,4626.16,Pagado
PP-003472,O-003472,PR-00625,Dias Guillaume S.A.,2025-07-07,60 días,2025-09-05,2025-07-27,14201.0,Pagado
PP-003473,O-003473,PR-01063,Perret,2025-07-20,90 días,2025-10-18,2025-08-18,5923.5,Pagado
PP-003474,O-003474,PR-00313,Joubert,2025-08-20,60 días,2025-10-19,,1077.12,Pendiente
PP-003475,O-003475,PR-00993,Guillaume Chauvin S.A.R.L.,2025-07-01,90 días,2025-09-29,,3222.48,Pendiente
PP-003476,O-003476,PR-01440,Vaillant S.A.S.,2025-07-12,30 días,2025-08-11,2025-07-12,11594.7,Pagado
PP-003477,O-003477,PR-00326,Roy,2025-07-09,90 días,2025-10-07,2025-08-17,10925.76,Pagado
PP-003478,O-003478,PR-00789,Courtois,2025-07-22,30 días,2025-08-21,2025-08-20,7228.68,Pagado
